Country,Country2,ID,Gall_sp,Status,Parasitoid,Number,Tree_host
DE, Germany,786,Andricus inflator,bisexual,Saphonecrus connatus,,
FR, France,786,Andricus inflator,bisexual,Saphonecrus connatus,,
HU, Hungary,786,Andricus inflator,bisexual,Saphonecrus connatus,1,Q. pubescens 
SE, Sweden,786,Andricus inflator,bisexual,Saphonecrus connatus,,
PL, Poland,787,Andricus inflator,bisexual,Synergus apicalis,,
GB, United Kingdom,788,Andricus inflator,bisexual,Synergus crassicornis,4,Q. robur 
UA, Ukraine,788,Andricus inflator,bisexual,Synergus crassicornis,,
AT, Austria,789,Andricus inflator,bisexual,Synergus pallipes,,
DE, Germany,789,Andricus inflator,bisexual,Synergus pallipes,,
ES, Spain,790,Andricus inflator,bisexual,Synergus tibialis,1,Q. faginea 
RO, Romania,791,Andricus inflator,bisexual,Sycophila biguttata,,
AT, Austria,792,Andricus inflator,bisexual,Megastigmus dorsalis,,
DE, Germany,792,Andricus inflator,bisexual,Megastigmus dorsalis,1,
FI, Finland,792,Andricus inflator,bisexual,Megastigmus dorsalis,2,Q. robur 
GB, United Kingdom,792,Andricus inflator,bisexual,Megastigmus dorsalis,1,Q. robur 
HU, Hungary,792,Andricus inflator,bisexual,Megastigmus dorsalis,3,Q. petraea Q. robur 
UA, Ukraine,792,Andricus inflator,bisexual,Megastigmus dorsalis,1,Q. petraea
AT, Austria,793,Andricus inflator,bisexual,Torymus auratus,,
GB, United Kingdom,794,Andricus inflator,bisexual,Torymus flavipes,2,Q. robur 
HU, Hungary,794,Andricus inflator,bisexual,Torymus flavipes,3,Q. robur
HU, Hungary,795,Andricus inflator,bisexual,Ormyrus sp.,2,Q. robur
GB, United Kingdom,796,Andricus inflator,bisexual,Mesopolobus albitarsus?,1,
AT, Austria,797,Andricus inflator,bisexual,Mesopolobus fuscipes,,
DE, Germany,798,Andricus inflator,bisexual,Mesopolobus tibialis,,
DE, Germany,799,Andricus inflator,bisexual,Aulogymnus arsames,1,Q. robur 
DK, Denmark,799,Andricus inflator,bisexual,Aulogymnus arsames,1,Q. robur 
GB, United Kingdom,799,Andricus inflator,bisexual,Aulogymnus arsames,2,Q. robur 
HU, Hungary,799,Andricus inflator,bisexual,Aulogymnus arsames,1,Q. petraea
DK, Denmark,800,Andricus inflator,bisexual,Aprostocetus sp.,1,Q. robur
HU, Hungary,801,Andricus inflator,asexual,Synergus apicalis,,
UA, Ukraine,801,Andricus inflator,asexual,Synergus apicalis,,
UA, Ukraine,802,Andricus inflator,asexual,Synergus crassicornis,,
AT, Austria,803,Andricus inflator,asexual,Synergus hayneanus,,
HU, Hungary,803,Andricus inflator,asexual,Synergus hayneanus,12,Q. pubescens 
UA, Ukraine,803,Andricus inflator,asexual,Synergus hayneanus,,
HU, Hungary,804,Andricus inflator,asexual,Synergus pallidipennis,4,Q. pubescens
AT, Austria,805,Andricus inflator,asexual,Synergus pallipes,,
DK, Denmark,805,Andricus inflator,asexual,Synergus pallipes,,
UA, Ukraine,805,Andricus inflator,asexual,Synergus pallipes,,
DE, Germany,806,Andricus inflator,asexual,Synergus radiatus,,
UA, Ukraine,806,Andricus inflator,asexual,Synergus radiatus,,
AT, Austria,807,Andricus inflator,asexual,Synergus ruficornis,,
DE, Germany,807,Andricus inflator,asexual,Synergus ruficornis,,
FR, France,807,Andricus inflator,asexual,Synergus ruficornis,29,Q. robur 
GB, United Kingdom,807,Andricus inflator,asexual,Synergus ruficornis,3,
HU, Hungary,807,Andricus inflator,asexual,Synergus ruficornis,,
PL, Poland,807,Andricus inflator,asexual,Synergus ruficornis,,
UA, Ukraine,807,Andricus inflator,asexual,Synergus ruficornis,,
HU, Hungary,808,Andricus inflator,asexual,Synergus tibialis,,
UA, Ukraine,808,Andricus inflator,asexual,Synergus tibialis,,
HU, Hungary,809,Andricus inflator,asexual,Synergus umbraculus,27,Q. pubescens
AT, Austria,810,Andricus inflator,asexual,Saphonecrus connatus,,
FR, France,810,Andricus inflator,asexual,Saphonecrus connatus,,
SE, Sweden,810,Andricus inflator,asexual,Saphonecrus connatus,,
GR, Greece,811,Andricus inflator,asexual,Sycophila iracemae,1,Q. frainetto
AT, Austria,812,Andricus inflator,asexual,Eurytoma brunniventris,,
DE, Germany,812,Andricus inflator,asexual,Eurytoma brunniventris,,
GB, United Kingdom,812,Andricus inflator,asexual,Eurytoma brunniventris,1,Q. robur 
AT, Austria,813,Andricus inflator,asexual,Torymus auratus,,
AT, Austria,814,Andricus inflator,asexual,Ormyrus pomaceus,5,
FR, France,814,Andricus inflator,asexual,Ormyrus pomaceus,9,
HU, Hungary,814,Andricus inflator,asexual,Ormyrus pomaceus,3,Q. pubescens
GB, United Kingdom,815,Andricus inflator,asexual,Mesopolobus sericeus,1,Q. robur 
GR, Greece,816,Andricus inflator,asexual,Eupelmus spongipartus,1,Q. frainetto
ES, Spain,817,Andricus inflator,asexual,Eupelmus urozonus,1,Q. faginea 
HU, Hungary,817,Andricus inflator,asexual,Eupelmus urozonus,1,Q. pubescens
AT, Austria,818,Andricus kollari,bisexual,Ceroptres cerri,,Q. cerris 
AT, Austria,819,Andricus kollari,bisexual,Mesopolobus fuscipes,,
GB, United Kingdom,819,Andricus kollari,bisexual,Mesopolobus fuscipes,459,Q. cerris 
UA, Ukraine,819,Andricus kollari,bisexual,Mesopolobus fuscipes,2,
GB, United Kingdom,820,Andricus kollari,bisexual,Mesopolobus tibialis,7,Q. cerris 
GB, United Kingdom,821,Andricus kollari,bisexual,Mesopolobus xanthocerus,16,Q. cerris 
HU, Hungary,821,Andricus kollari,bisexual,Mesopolobus xanthocerus,1,
HU, Hungary,822,Andricus kollari,bisexual,Aulogymnus gallarum,5,Q. cerris
HU, Hungary,823,Andricus kollari,bisexual,Aulogymnus testaceoviridis,1,Q. cerris
AT, Austria,824,Andricus kollari,asexual,Ceroptres clavicornis,1,
DE, Germany,824,Andricus kollari,asexual,Ceroptres clavicornis,,
GB, United Kingdom,824,Andricus kollari,asexual,Ceroptres clavicornis,1,
HU, Hungary,824,Andricus kollari,asexual,Ceroptres clavicornis,1,Q. petraea 
PL, Poland,824,Andricus kollari,asexual,Ceroptres clavicornis,,
RO, Romania,824,Andricus kollari,asexual,Ceroptres clavicornis,,
HU, Hungary,825,Andricus kollari,asexual,Synergus crassicornis,2,Q. robur 
UA, Ukraine,825,Andricus kollari,asexual,Synergus crassicornis,,
DE, Germany,825,Andricus kollari,asexual,Synergus crassicornis,,
FR, France,825,Andricus kollari,asexual,Synergus crassicornis,,
GB, United Kingdom,825,Andricus kollari,asexual,Synergus crassicornis,20,Q. robur 
HU, Hungary,825,Andricus kollari,asexual,Synergus crassicornis,55,Q. petraea Q. robur 
IT, Italy,825,Andricus kollari,asexual,Synergus crassicornis,2,Q. pubescens 
NL, Netherlands,825,Andricus kollari,asexual,Synergus crassicornis,,Q. robur 
PL, Poland,825,Andricus kollari,asexual,Synergus crassicornis,,
TR, Turkey,825,Andricus kollari,asexual,Synergus crassicornis,1,Q. infectoria
AT, Austria,826,Andricus kollari,asexual,Synergus hayneanus,,
FR, France,826,Andricus kollari,asexual,Synergus hayneanus,,
HU, Hungary,826,Andricus kollari,asexual,Synergus hayneanus,52,Q. petraea Q. robur 
RO, Romania,826,Andricus kollari,asexual,Synergus hayneanus,,
UA, Ukraine,826,Andricus kollari,asexual,Synergus hayneanus,,
DE, Germany,827,Andricus kollari,asexual,Synergus incrassatus,,
AT, Austria,828,Andricus kollari,asexual,Synergus pallicornis,,
DE, Germany,828,Andricus kollari,asexual,Synergus pallicornis,,
HR, Croatia,828,Andricus kollari,asexual,Synergus pallicornis,,Q. pubescens 
HU, Hungary,828,Andricus kollari,asexual,Synergus pallicornis,1,Q. petraea 
RO, Romania,828,Andricus kollari,asexual,Synergus pallicornis,,
UA, Ukraine,828,Andricus kollari,asexual,Synergus pallicornis,,
GB, United Kingdom,829,Andricus kollari,asexual,Synergus pallidipennis,39,
HU, Hungary,829,Andricus kollari,asexual,Synergus pallidipennis,6,Q. robur 
NL, Netherlands,829,Andricus kollari,asexual,Synergus pallidipennis,,
UA, Ukraine,829,Andricus kollari,asexual,Synergus pallidipennis,,
AT, Austria,830,Andricus kollari,asexual,Synergus pallipes,,
FR, France,830,Andricus kollari,asexual,Synergus pallipes,,
GB, United Kingdom,830,Andricus kollari,asexual,Synergus pallipes,3,Q. robur 
HU, Hungary,830,Andricus kollari,asexual,Synergus pallipes,20,Q. petraea Q. robur 
NL, Netherlands,830,Andricus kollari,asexual,Synergus pallipes,,Q. robur 
UA, Ukraine,830,Andricus kollari,asexual,Synergus pallipes,,
NL, Netherlands,831,Andricus kollari,asexual,Synergus radiatus,,
UA, Ukraine,831,Andricus kollari,asexual,Synergus radiatus,,
AT, Austria,832,Andricus kollari,asexual,Synergus reinhardi,,
DE, Germany,832,Andricus kollari,asexual,Synergus reinhardi,15,Q. robur 
FR, France,832,Andricus kollari,asexual,Synergus reinhardi,,
GB, United Kingdom,832,Andricus kollari,asexual,Synergus reinhardi,663,Q. robur 
HU, Hungary,832,Andricus kollari,asexual,Synergus reinhardi,,
NL, Netherlands,832,Andricus kollari,asexual,Synergus reinhardi,,Q. robur 
PL, Poland,832,Andricus kollari,asexual,Synergus reinhardi,,
RO, Romania,832,Andricus kollari,asexual,Synergus reinhardi,,
UA, Ukraine,832,Andricus kollari,asexual,Synergus reinhardi,,
AT, Austria,833,Andricus kollari,asexual,Synergus thaumacerus,,
HU, Hungary,834,Andricus kollari,asexual,Synergus tibialis,,
NL, Netherlands,834,Andricus kollari,asexual,Synergus tibialis,,
UA, Ukraine,834,Andricus kollari,asexual,Synergus tibialis,,
AT, Austria,835,Andricus kollari,asexual,Synergus umbraculus,,
DE, Germany,835,Andricus kollari,asexual,Synergus umbraculus,,
DZ, Algeria,835,Andricus kollari,asexual,Synergus umbraculus,,
FR, France,835,Andricus kollari,asexual,Synergus umbraculus,2,
GB, United Kingdom,835,Andricus kollari,asexual,Synergus umbraculus,365,Q. robur 
HU, Hungary,835,Andricus kollari,asexual,Synergus umbraculus,556,Q. petraea Q. pubescens Q. robur 
IT, Italy,835,Andricus kollari,asexual,Synergus umbraculus,,
PL, Poland,835,Andricus kollari,asexual,Synergus umbraculus,,
UA, Ukraine,835,Andricus kollari,asexual,Synergus umbraculus,,
ES, Spain,836,Andricus kollari,asexual,Eurytoma adleriae,4,
FR, France,836,Andricus kollari,asexual,Eurytoma adleriae,3,
HU, Hungary,836,Andricus kollari,asexual,Eurytoma adleriae,15,
IT, Italy,836,Andricus kollari,asexual,Eurytoma adleriae,1,
AT, Austria,837,Andricus kollari,asexual,Eurytoma brunniventris,,
BG, Bulgaria,837,Andricus kollari,asexual,Eurytoma brunniventris,9,Q. petraea 
DE, Germany,837,Andricus kollari,asexual,Eurytoma brunniventris,6,
ES, Spain,837,Andricus kollari,asexual,Eurytoma brunniventris,3,
FR, France,837,Andricus kollari,asexual,Eurytoma brunniventris,553,
GB, United Kingdom,837,Andricus kollari,asexual,Eurytoma brunniventris,85,Q. robur 
HU, Hungary,837,Andricus kollari,asexual,Eurytoma brunniventris,682,Q. petraea Q. pubescens Q. robur 
IE, Ireland,837,Andricus kollari,asexual,Eurytoma brunniventris,2,
IT, Italy,837,Andricus kollari,asexual,Eurytoma brunniventris,3,Q. pubescens 
MD, Moldova,837,Andricus kollari,asexual,Eurytoma brunniventris,,
NL, Netherlands,837,Andricus kollari,asexual,Eurytoma brunniventris,1,Q. robur 
UA, Ukraine,837,Andricus kollari,asexual,Eurytoma brunniventris,5,Q. robur
AT, Austria,838,Andricus kollari,asexual,Eurytoma setigera,,
FR, France,838,Andricus kollari,asexual,Eurytoma setigera,1,
HR, Croatia,838,Andricus kollari,asexual,Eurytoma setigera,,
HU, Hungary,838,Andricus kollari,asexual,Eurytoma setigera,4,Q. petraea
AT, Austria,839,Andricus kollari,asexual,Sycophila biguttata,7,
DE, Germany,839,Andricus kollari,asexual,Sycophila biguttata,1,Q. robur 
FR, France,839,Andricus kollari,asexual,Sycophila biguttata,1,
GB, United Kingdom,839,Andricus kollari,asexual,Sycophila biguttata,9,Q. robur 
HU, Hungary,839,Andricus kollari,asexual,Sycophila biguttata,13,Q. robur 
NL, Netherlands,839,Andricus kollari,asexual,Sycophila biguttata,,Q. robur 
RO, Romania,839,Andricus kollari,asexual,Sycophila biguttata,,
FR, France,840,Andricus kollari,asexual,Sycophila flavicollis,1,
FR, France,841,Andricus kollari,asexual,Sycophila variegata,6,Q. robur 
HU, Hungary,841,Andricus kollari,asexual,Sycophila variegata,7,Q. robur 
NL, Netherlands,841,Andricus kollari,asexual,Sycophila variegata,,Q. robur 
AT, Austria,842,Andricus kollari,asexual,Megastigmus dorsalis,,
BE, Belgium,842,Andricus kollari,asexual,Megastigmus dorsalis,1,
BG, Bulgaria,842,Andricus kollari,asexual,Megastigmus dorsalis,6,
DE, Germany,842,Andricus kollari,asexual,Megastigmus dorsalis,57,Q. robur 
ES, Spain,842,Andricus kollari,asexual,Megastigmus dorsalis,1,
FR, France,842,Andricus kollari,asexual,Megastigmus dorsalis,56,
GB, United Kingdom,842,Andricus kollari,asexual,Megastigmus dorsalis,128,Q. robur 
HU, Hungary,842,Andricus kollari,asexual,Megastigmus dorsalis,37,Q. petraea Q. robur 
NL, Netherlands,842,Andricus kollari,asexual,Megastigmus dorsalis,3,Q. robur 
TR, Turkey,842,Andricus kollari,asexual,Megastigmus dorsalis,3,Q. infectoria Q. petraea
AT, Austria,843,Andricus kollari,asexual,Megastigmus stigmatizans,,
BG, Bulgaria,843,Andricus kollari,asexual,Megastigmus stigmatizans,2,
DE, Germany,843,Andricus kollari,asexual,Megastigmus stigmatizans,,
FR, France,843,Andricus kollari,asexual,Megastigmus stigmatizans,55,
GB, United Kingdom,843,Andricus kollari,asexual,Megastigmus stigmatizans,29,Q. robur 
HU, Hungary,843,Andricus kollari,asexual,Megastigmus stigmatizans,28,Q. petraea Q. robur 
IT, Italy,843,Andricus kollari,asexual,Megastigmus stigmatizans,7,Q. pubescens
AT, Austria,844,Andricus kollari,asexual,Torymus auratus,1,
BE, Belgium,844,Andricus kollari,asexual,Torymus auratus,2,
BG, Bulgaria,844,Andricus kollari,asexual,Torymus auratus,1,
DE, Germany,844,Andricus kollari,asexual,Torymus auratus,44,Q. robur Mayr 1874 
FR, France,844,Andricus kollari,asexual,Torymus auratus,125,
GB, United Kingdom,844,Andricus kollari,asexual,Torymus auratus,395,Q. robur 
HU, Hungary,844,Andricus kollari,asexual,Torymus auratus,49,Q. petraea Q. robur 
NL, Netherlands,844,Andricus kollari,asexual,Torymus auratus,3,Q. robur 
RO, Romania,844,Andricus kollari,asexual,Torymus auratus,,
TR, Turkey,844,Andricus kollari,asexual,Torymus auratus,4,Q. infectoria Q. petraea
HU, Hungary,845,Andricus kollari,asexual,Torymus ?erucarum,78,Q. robur
BG, Bulgaria,846,Andricus kollari,asexual,Torymus geranii,,
FR, France,846,Andricus kollari,asexual,Torymus geranii,1,
GB, United Kingdom,846,Andricus kollari,asexual,Torymus geranii,53,Q. robur 
NL, Netherlands,846,Andricus kollari,asexual,Torymus geranii,,Q. robur 
RO, Romania,846,Andricus kollari,asexual,Torymus geranii,,
AT, Austria,847,Andricus kollari,asexual,Ormyrus nitidulus,18,
FR, France,847,Andricus kollari,asexual,Ormyrus nitidulus,6,
GB, United Kingdom,847,Andricus kollari,asexual,Ormyrus nitidulus,1,
HU, Hungary,847,Andricus kollari,asexual,Ormyrus nitidulus,129,Q. robur 
IT, Italy,847,Andricus kollari,asexual,Ormyrus nitidulus,,Q. robur
RO, Romania,848,Andricus kollari,asexual,(Mantero 1906),,
SI, Slovenia,848,Andricus kollari,asexual,(Mantero 1906),,
BG, Bulgaria,849,Andricus kollari,asexual,Ormyrus pomaceus,2,
MD, Moldova,849,Andricus kollari,asexual,Ormyrus pomaceus,,
HU, Hungary,850,Andricus kollari,asexual,Ormyrus nitidulus or O. pomaceus,7,Q. petraea Q. robur
AT, Austria,851,Andricus kollari,asexual,Caenacis lauta,,
DE, Germany,851,Andricus kollari,asexual,Caenacis lauta,1,
GB, United Kingdom,851,Andricus kollari,asexual,Caenacis lauta,1,Q. robur 
HR, Croatia,851,Andricus kollari,asexual,Caenacis lauta,2,
HU, Hungary,851,Andricus kollari,asexual,Caenacis lauta,61,Q. petraea Q. robur 
IE, Ireland,851,Andricus kollari,asexual,Caenacis lauta,1,
RO, Romania,851,Andricus kollari,asexual,Caenacis lauta,,
UA, Ukraine,851,Andricus kollari,asexual,Caenacis lauta,26,Q. robur
AT, Austria,852,Andricus kollari,asexual,Cecidostiba fungosa,,
DE, Germany,852,Andricus kollari,asexual,Cecidostiba fungosa,1,
FR, France,852,Andricus kollari,asexual,Cecidostiba fungosa,23,
GB, United Kingdom,852,Andricus kollari,asexual,Cecidostiba fungosa,5,Q. robur 
HU, Hungary,852,Andricus kollari,asexual,Cecidostiba fungosa,49,Q. petraea Q. robur 
NL, Netherlands,853,Andricus kollari,asexual,Cecidostiba geganius,,Q. robur 
HU, Hungary,854,Andricus kollari,asexual,Cecidostiba semifascia,3,Q. robur 
UA, Ukraine,854,Andricus kollari,asexual,Cecidostiba semifascia,1,
IT, Italy,855,Andricus kollari,asexual,Cyrtoptyx robustus,,
RO, Romania,855,Andricus kollari,asexual,Cyrtoptyx robustus,1,
FR, France,856,Andricus kollari,asexual,Hobbya stenonota,7,
GB, United Kingdom,856,Andricus kollari,asexual,Hobbya stenonota,3,Q. robur 
HU, Hungary,856,Andricus kollari,asexual,Hobbya stenonota,5,Q. petraea 
TR, Turkey,856,Andricus kollari,asexual,Hobbya stenonota,2,Q. trojana
GB, United Kingdom,857,Andricus kollari,asexual,Mesopolobus amaenus,2,Q. robur 
AT, Austria,858,Andricus kollari,asexual,Mesopolobus fasciiventris,,
GB, United Kingdom,858,Andricus kollari,asexual,Mesopolobus fasciiventris,1,Q. robur 
HU, Hungary,858,Andricus kollari,asexual,Mesopolobus fasciiventris,1,Q. robur 
NL, Netherlands,858,Andricus kollari,asexual,Mesopolobus fasciiventris,,Q. robur 
GB, United Kingdom,859,Andricus kollari,asexual,Mesopolobus sericeus,165,Q. robur 
IE, Ireland,859,Andricus kollari,asexual,Mesopolobus sericeus,,
GB, United Kingdom,860,Andricus kollari,asexual,Mesopolobus tibialis,1,Q. robur 
AT, Austria,861,Andricus kollari,asexual,Eupelmus spongipartus,,
BG, Bulgaria,861,Andricus kollari,asexual,Eupelmus spongipartus,1,Q. robur 
DE, Germany,861,Andricus kollari,asexual,Eupelmus spongipartus,1,
FR, France,861,Andricus kollari,asexual,Eupelmus spongipartus,38,
GB, United Kingdom,861,Andricus kollari,asexual,Eupelmus spongipartus,1,
HR, Croatia,861,Andricus kollari,asexual,Eupelmus spongipartus,3,Q. pubescens 
HU, Hungary,861,Andricus kollari,asexual,Eupelmus spongipartus,132,Q. petraea Q. robur 
RO, Romania,861,Andricus kollari,asexual,Eupelmus spongipartus,,
AT, Austria,862,Andricus kollari,asexual,Eupelmus urozonus,,
DE, Germany,862,Andricus kollari,asexual,Eupelmus urozonus,1,Q. robur 
FR, France,862,Andricus kollari,asexual,Eupelmus urozonus,8,
GB, United Kingdom,862,Andricus kollari,asexual,Eupelmus urozonus,13,Q. robur 
HU, Hungary,862,Andricus kollari,asexual,Eupelmus urozonus,24,Q. petraea Q. robur 
NL, Netherlands,862,Andricus kollari,asexual,Eupelmus urozonus,,Q. robur 
RO, Romania,862,Andricus kollari,asexual,Eupelmus urozonus,,
TR, Turkey,862,Andricus kollari,asexual,Eupelmus urozonus,2,Q. trojana 
UA, Ukraine,862,Andricus kollari,asexual,Eupelmus urozonus,1,Q. robur
AT, Austria,863,Andricus kollari,asexual,Eupelmus vesicularis,,
HU, Hungary,863,Andricus kollari,asexual,Eupelmus vesicularis,11,Q. robur
DE, Germany,864,Andricus kollari,asexual,Aulogymnus ?arsames,1,Q. robur
HR, Croatia,865,Andricus kollari,asexual,Aulogymnus gallarum,3,
HU, Hungary,865,Andricus kollari,asexual,Aulogymnus gallarum,1,Q. robur
GB, United Kingdom,866,Andricus kollari,asexual,Aulogymnus trilineatus,1,Q. robur
HU, Hungary,867,Andricus kollari,asexual,Baryscapus ?anasillus,11,Q. petraea
CZ, Czech Republic,868,Andricus kollari,asexual,Baryscapus berhidanus,,
FR, France,868,Andricus kollari,asexual,Baryscapus berhidanus,,
HU, Hungary,868,Andricus kollari,asexual,Baryscapus berhidanus,94,Q. petraea Q. pubescens Q. robur
HU, Hungary,869,Andricus kollari,asexual,Baryscapus ?pallidae,1,Q. robur
HU, Hungary,870,Andricus kollari,asexual,(Scambus sp.),3,Q. petraea
AT, Austria,871,Andricus legitimus,asexual,Synergus clandestinus,,
DE, Germany,871,Andricus legitimus,asexual,Synergus clandestinus,,
ES, Spain,871,Andricus legitimus,asexual,Synergus clandestinus,37,Q. faginea Q. pyrenaica aborted acorns 
FI, Finland,871,Andricus legitimus,asexual,Synergus clandestinus,,
GB, United Kingdom,871,Andricus legitimus,asexual,Synergus clandestinus,30,Q. robur 
HU, Hungary,871,Andricus legitimus,asexual,Synergus clandestinus,,
NL, Netherlands,871,Andricus legitimus,asexual,Synergus clandestinus,,Q. robur 
PL, Poland,871,Andricus legitimus,asexual,Synergus clandestinus,,
UA, Ukraine,871,Andricus legitimus,asexual,Synergus clandestinus,,Q. robur 
NL, Netherlands,872,Andricus legitimus,asexual,Synergus facialis,,Q. robur 
ES, Spain,873,Andricus legitimus,asexual,Eurytoma brunniventris,2,Q. pyrenaica 
NL, Netherlands,873,Andricus legitimus,asexual,Eurytoma brunniventris,,Q. robur 
ES, Spain,874,Andricus legitimus,asexual,Megastigmus dorsalis,48,Q. pyrenaica 
NL, Netherlands,874,Andricus legitimus,asexual,Megastigmus dorsalis,,Q. robur 
ES, Spain,875,Andricus legitimus,asexual,Hobbya stenonota,43,Q. pyrenaica 
ES, Spain,876,Andricus legitimus,asexual,Mesopolobus tibialis,1,Q. faginea 
ES, Spain,877,Andricus legitimus,asexual,Eupelmus spongipartus,24,Q. pyrenaica 
GB, United Kingdom,878,Andricus lignicolus,bisexual,Mesopolobus dubius,3,Q. cerris 
GB, United Kingdom,879,Andricus lignicolus,bisexual,Mesopolobus fuscipes,70,Q. cerris 
GB, United Kingdom,879,Andricus lignicolus,bisexual,Mesopolobus fuscipes,1,Q. cerris 
GB, United Kingdom,880,Andricus lignicolus,bisexual,Mesopolobus xanthocerus,3,Q. cerris 
AT, Austria,881,Andricus lignicolus,asexual,Ceroptres clavicornis,3,
BG, Bulgaria,881,Andricus lignicolus,asexual,Ceroptres clavicornis,,
HU, Hungary,881,Andricus lignicolus,asexual,Ceroptres clavicornis,10,Q. petraea Q. robur 
PL, Poland,881,Andricus lignicolus,asexual,Ceroptres clavicornis,,
RO, Romania,881,Andricus lignicolus,asexual,Ceroptres clavicornis,,
UA, Ukraine,881,Andricus lignicolus,asexual,Ceroptres clavicornis,,
AT, Austria,882,Andricus lignicolus,asexual,Synergus apicalis,,
HU, Hungary,882,Andricus lignicolus,asexual,Synergus apicalis,,
UA, Ukraine,882,Andricus lignicolus,asexual,Synergus apicalis,,
HU, Hungary,883,Andricus lignicolus,asexual,Synergus crassicornis,1,Q. robur
DE, Germany,884,Andricus lignicolus,asexual,Synergus facialis,,
GB, United Kingdom,884,Andricus lignicolus,asexual,Synergus facialis,16,Q. robur 
HU, Hungary,884,Andricus lignicolus,asexual,Synergus facialis,59,Q. petraea Q. robur 
NL, Netherlands,884,Andricus lignicolus,asexual,Synergus facialis,,
AT, Austria,885,Andricus lignicolus,asexual,Synergus hayneanus,,
DE, Germany,885,Andricus lignicolus,asexual,Synergus hayneanus,,
HU, Hungary,885,Andricus lignicolus,asexual,Synergus hayneanus,34,Q. petraea Q. robur 
RO, Romania,885,Andricus lignicolus,asexual,Synergus hayneanus,,
UA, Ukraine,885,Andricus lignicolus,asexual,Synergus hayneanus,,
AT, Austria,886,Andricus lignicolus,asexual,Synergus pallicornis,,
DE, Germany,886,Andricus lignicolus,asexual,Synergus pallicornis,,
HU, Hungary,886,Andricus lignicolus,asexual,Synergus pallicornis,1,Q. robur 
UA, Ukraine,886,Andricus lignicolus,asexual,Synergus pallicornis,,
AT, Austria,887,Andricus lignicolus,asexual,Synergus pallidipennis,,
GB, United Kingdom,887,Andricus lignicolus,asexual,Synergus pallidipennis,2,
HU, Hungary,887,Andricus lignicolus,asexual,Synergus pallidipennis,16,Q. petraea Q. robur 
UA, Ukraine,887,Andricus lignicolus,asexual,Synergus pallidipennis,,
AT, Austria,888,Andricus lignicolus,asexual,Synergus pallipes,,
HU, Hungary,888,Andricus lignicolus,asexual,Synergus pallipes,15,Q. petraea Q. robur 
NL, Netherlands,888,Andricus lignicolus,asexual,Synergus pallipes,,Q. robur 
UA, Ukraine,888,Andricus lignicolus,asexual,Synergus pallipes,,
DE, Germany,889,Andricus lignicolus,asexual,Synergus reinhardi,,
GB, United Kingdom,889,Andricus lignicolus,asexual,Synergus reinhardi,42,Q. robur 
HU, Hungary,889,Andricus lignicolus,asexual,Synergus reinhardi,,
NL, Netherlands,889,Andricus lignicolus,asexual,Synergus reinhardi,,Q. robur 
PL, Poland,889,Andricus lignicolus,asexual,Synergus reinhardi,,
RO, Romania,889,Andricus lignicolus,asexual,Synergus reinhardi,,
UA, Ukraine,889,Andricus lignicolus,asexual,Synergus reinhardi,,
UA, Ukraine,890,Andricus lignicolus,asexual,Synergus ruficornis,,
AT, Austria,891,Andricus lignicolus,asexual,Synergus umbraculus,13,
DE, Germany,891,Andricus lignicolus,asexual,Synergus umbraculus,,
FR, France,891,Andricus lignicolus,asexual,Synergus umbraculus,4,
GB, United Kingdom,891,Andricus lignicolus,asexual,Synergus umbraculus,10,Q. robur 
HU, Hungary,891,Andricus lignicolus,asexual,Synergus umbraculus,120,Q. petraea Q. robur 
NL, Netherlands,891,Andricus lignicolus,asexual,Synergus umbraculus,,Q. robur 
PL, Poland,891,Andricus lignicolus,asexual,Synergus umbraculus,,
UA, Ukraine,891,Andricus lignicolus,asexual,Synergus umbraculus,,
HU, Hungary,892,Andricus lignicolus,asexual,Eurytoma adleriae,13,
SK, Slovakia,892,Andricus lignicolus,asexual,Eurytoma adleriae,1,
AT, Austria,893,Andricus lignicolus,asexual,Eurytoma brunniventris,6,
BG, Bulgaria,893,Andricus lignicolus,asexual,Eurytoma brunniventris,12,
GB, United Kingdom,893,Andricus lignicolus,asexual,Eurytoma brunniventris,2,Q. robur 
HU, Hungary,893,Andricus lignicolus,asexual,Eurytoma brunniventris,96,Q. petraea Q. robur 
NL, Netherlands,893,Andricus lignicolus,asexual,Eurytoma brunniventris,,Q. robur 
AT, Austria,894,Andricus lignicolus,asexual,Eurytoma setigera,,
AT, Austria,895,Andricus lignicolus,asexual,Sycophila biguttata,4,
BG, Bulgaria,895,Andricus lignicolus,asexual,Sycophila biguttata,4,
DE, Germany,895,Andricus lignicolus,asexual,Sycophila biguttata,,
HU, Hungary,895,Andricus lignicolus,asexual,Sycophila biguttata,9,Q. petraea Q. robur 
RO, Romania,895,Andricus lignicolus,asexual,Sycophila biguttata,,
AT, Austria,896,Andricus lignicolus,asexual,Sycophila variegata,2,
BG, Bulgaria,896,Andricus lignicolus,asexual,Sycophila variegata,1,
HU, Hungary,896,Andricus lignicolus,asexual,Sycophila variegata,,
RO, Romania,896,Andricus lignicolus,asexual,Sycophila variegata,,
AT, Austria,897,Andricus lignicolus,asexual,Megastigmus dorsalis,,
BG, Bulgaria,897,Andricus lignicolus,asexual,Megastigmus dorsalis,25,
FR, France,897,Andricus lignicolus,asexual,Megastigmus dorsalis,2,
