Country,Country2,ID,Gall_sp,Status,Parasitoid,Number,Tree_host
FR, France,1,Andricus alniensis,bisexual,Synergus facialis,,Q. pubescens 
FR, France,2,Andricus alniensis,bisexual,Synergus thaumacerus,,Q. pubescens 
FR, France,3,Andricus alniensis,bisexual,Ormyrus pomaceus,,Q. pubescens 
FR, France,4,Andricus alniensis,bisexual,Mesopolobus tibialis,,Q. pubescens 
AT, Austria,5,Andricus amblycerus,asexual,Ceroptres clavicornis,2,
HU, Hungary,5,Andricus amblycerus,asexual,Ceroptres clavicornis,5,Q. petraea Q.pubescens 
PL, Poland,5,Andricus amblycerus,asexual,Ceroptres clavicornis,,
AT, Austria,6,Andricus amblycerus,asexual,Synergus apicalis,,
HU, Hungary,6,Andricus amblycerus,asexual,Synergus apicalis,,
HU, Hungary,7,Andricus amblycerus,asexual,Synergus facialis,1,Q. pubescens
AT, Austria,8,Andricus amblycerus,asexual,Synergus pallipes,,
HU, Hungary,8,Andricus amblycerus,asexual,Synergus pallipes,1,Q.pubescens
AT, Austria,9,Andricus amblycerus,asexual,Synergus umbraculus,,
PL, Poland,9,Andricus amblycerus,asexual,Synergus umbraculus,,
AT, Austria,10,Andricus amblycerus,asexual,Eurytoma setigera,1,
HU, Hungary,11,Andricus amblycerus,asexual,Sycophila biguttata,4,Q. pubescens
HU, Hungary,12,Andricus amblycerus,asexual,Sycophila flavicollis,1,Q. pubescens
HU, Hungary,13,Andricus amblycerus,asexual,Sycophila variegata,1,Q. petraea
RO, Romania,14,Andricus amblycerus,asexual,Ormyrus nitidulus,,
AT, Austria,15,Andricus amblycerus,asexual,Ormyrus pomaceus,6,
HU, Hungary,15,Andricus amblycerus,asexual,Ormyrus pomaceus,25,Q. pubescens
HU, Hungary,16,Andricus amblycerus,asexual,Caenacis lauta,1,Q. pubescens
HU, Hungary,17,Andricus amblycerus,asexual,Eupelmus urozonus,4,Q. pubescens
AT, Austria,18,Andricus amenti,bisexual,Mesopolobus amaenus,,
AT, Austria,19,Andricus amenti,bisexual,Mesopolobus tibialis,,
AT, Austria,20,Andricus amenti,bisexual,Mesopolobus xanthocerus,,
FR, France,20,Andricus amenti,bisexual,Mesopolobus xanthocerus,12,
AT, Austria,21,Andricus amenti,bisexual,Eupelmus urozonus,,
AT, Austria,22,Andricus amenti,bisexual,Aulogymnus gallarum,,
FR, France,22,Andricus amenti,bisexual,Aulogymnus gallarum,5,
FR, France,23,Andricus amenti,bisexual,Aprostocetus aethiops,3,
FR, France,24,Andricus amenti,bisexual,Aprostocetus sp.,1,
DE, Germany,25,Andricus amenti,asexual,Synergus pallipes,,
HU, Hungary,26,Andricus amenti,asexual,Eurytoma brunniventris,1,Q. robur
HU, Hungary,27,Andricus amenti,asexual,Mesopolobus fasciiventris,2,Q. robur
HU, Hungary,28,Andricus amenti,asexual,Eupelmus urozonus,2,Q. robur
GB, United Kingdom,29,Andricus aries,asexual,Ceroptres clavicornis,2,Q. robur 
HU, Hungary,29,Andricus aries,asexual,Ceroptres clavicornis,4,
GB, United Kingdom,30,Andricus aries,asexual,Synergus facialis,16,
HU, Hungary,31,Andricus aries,asexual,Synergus hayneanus,4,Q. robur
GB, United Kingdom,32,Andricus aries,asexual,Synergus pallipes,1,
GB, United Kingdom,33,Andricus aries,asexual,Synergus reinhardi,15,Q. robur 
GB, United Kingdom,34,Andricus aries,asexual,Synergus tibialis,2,Q. robur
HU, Hungary,35,Andricus aries,asexual,Synergus umbraculus,16,Q. robur 
HU, Hungary,36,Andricus aries,asexual,Eurytoma adleriae,2,
AT, Austria,37,Andricus aries,asexual,Eurytoma brunniventris,,
GB, United Kingdom,37,Andricus aries,asexual,Eurytoma brunniventris,4,
HU, Hungary,37,Andricus aries,asexual,Eurytoma brunniventris,1,
GB, United Kingdom,38,Andricus aries,asexual,Sycophila biguttata,5,Q. robur 
HU, Hungary,38,Andricus aries,asexual,Sycophila biguttata,1,Q. robur
GB, United Kingdom,39,Andricus aries,asexual,Sycophila flavicollis,3,Q. robur 
GB, United Kingdom,40,Andricus aries,asexual,Megastigmus dorsalis,6,
GB, United Kingdom,41,Andricus aries,asexual,Megastigmus ?stigmatizans,1,
AT, Austria,42,Andricus aries,asexual,Ormyrus nitidulus,6,
AT, Austria,43,Andricus aries,asexual,Ormyrus pomaceus,10,
HU, Hungary,43,Andricus aries,asexual,Ormyrus pomaceus,2,
UA, Ukraine,43,Andricus aries,asexual,Ormyrus pomaceus,4,Q. robur
AT, Austria,44,Andricus aries,asexual,Caenacis lauta,,
AT, Austria,45,Andricus aries,asexual,Eupelmus spongipartus,,
AT, Austria,46,Andricus aries,asexual,Eupelmus urozonus,,
TR, Turkey,47,Andricus askewi,asexual,Synergus sp.,4,Q. infectoria
TR, Turkey,48,Andricus askewi,asexual,Eurytoma brunniventris,3,Q. infectoria
TR, Turkey,49,Andricus askewi,asexual,Sycophila biguttata,8,Q. infectoria
TR, Turkey,50,Andricus askewi,asexual,Megastigmus dorsalis,1,Q. infectoria
TR, Turkey,51,Andricus askewi,asexual,Ormyrus nitidulus,4,Q. infectoria
TR, Turkey,52,Andricus askewi,asexual,Cecidostiba fungosa,2,Q. infectoria
TR, Turkey,53,Andricus askewi,asexual,(Ichneumonidae sp.),1,Q. infectoria
AT, Austria,54,Andricus burgundus,bisexual [see also Synophrus politus],Ceroptres cerri,8,
HU, Hungary,54,Andricus burgundus,bisexual [see also Synophrus politus],Ceroptres cerri,33,Q. cerris 
ES, Spain,55,Andricus burgundus,bisexual [see also Synophrus politus],Synophrus politus,,
HU, Hungary,56,Andricus burgundus,bisexual [see also Synophrus politus],Eurytoma brunniventris,1,Q. cerris
ES, Spain,57,Andricus burgundus,bisexual [see also Synophrus politus],Sycophila biguttata,1,Q. suber 
HU, Hungary,57,Andricus burgundus,bisexual [see also Synophrus politus],Sycophila biguttata,2,Q. cerris
ES, Spain,58,Andricus burgundus,bisexual [see also Synophrus politus],Sycophila variegata,1,Q. suber 
HU, Hungary,59,Andricus burgundus,bisexual [see also Synophrus politus],Megastigmus dorsalis,1,Q. cerris
ES, Spain,60,Andricus burgundus,bisexual [see also Synophrus politus],Torymus auratus,,Q. suber 
ES, Spain,61,Andricus burgundus,bisexual [see also Synophrus politus],Ormyrus pomaceus,1,Q. suber
ES, Spain,62,Andricus burgundus,bisexual [see also Synophrus politus],Ormocerus vernalis,14,Q. suber 
HU, Hungary,63,Andricus burgundus,bisexual [see also Synophrus politus],Cecidostiba fungosa,53,Q. cerris
HU, Hungary,64,Andricus burgundus,bisexual [see also Synophrus politus],Cecidostiba saportai,21,Q. cerris
HU, Hungary,65,Andricus burgundus,bisexual [see also Synophrus politus],Cecidostiba semifascia,2,Q. cerris
FR, France,66,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus albitarsus,11,Q. suber
HU, Hungary,67,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus amaenus,7,Q. cerris 
IT, Italy,67,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus amaenus,,
ES, Spain,68,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus dubius,,Q. suber 
HU, Hungary,69,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus fasciiventris,1,Q. cerris
HU, Hungary,70,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus fuscipes,27,Q. cerris
ES, Spain,71,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus lichtensteini,2,Q. suber 
IT, Italy,71,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus lichtensteini,,
ES, Spain,72,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus mediterraneus,2,Q. suber 
ES, Spain,73,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus tarsatus,4,
ES, Spain,74,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus tibialis,1,Q. suber 
HU, Hungary,74,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus tibialis,2,
ES, Spain,75,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus xanthocerus,70,Q. suber 
FR, France,75,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus xanthocerus,12,Q. suber 
HU, Hungary,75,Andricus burgundus,bisexual [see also Synophrus politus],Mesopolobus xanthocerus,107,Q. cerris
HU, Hungary,76,Andricus burgundus,bisexual [see also Synophrus politus],Eupelmus urozonus,22,Q. cerris 
ES, Spain,77,Andricus burgundus,bisexual [see also Synophrus politus],Eupelmus vesicularis,,Q. suber 
ES, Spain,78,Andricus burgundus,bisexual [see also Synophrus politus],Aulogymnus gallarum,5,Q. suber 
HU, Hungary,78,Andricus burgundus,bisexual [see also Synophrus politus],Aulogymnus gallarum,27,Q. cerris
ES, Spain,79,Andricus burgundus,bisexual [see also Synophrus politus],Aulogymnus testaceoviridis,63,Q. suber 
FR, France,79,Andricus burgundus,bisexual [see also Synophrus politus],Aulogymnus testaceoviridis,68,Q.suber 
HU, Hungary,79,Andricus burgundus,bisexual [see also Synophrus politus],Aulogymnus testaceoviridis,19,Q. cerris
HU, Hungary,80,Andricus burgundus,bisexual [see also Synophrus politus],Aprostocetus aethiops,3,Q. cerris
HU, Hungary,81,Andricus burgundus,bisexual [see also Synophrus politus],Aprostocetus cerricola,4,Q. cerris
ES, Spain,82,Andricus burgundus,bisexual [see also Synophrus politus],Aprostocetus sp.,,Q. suber 
FR, France,83,Andricus burgundus,bisexual [see also Synophrus politus],(Aprostocetus sp. lycidas gp),1,Q. suber
HU, Hungary,84,Andricus burgundus,bisexual [see also Synophrus politus],Baryscapus ?pallidae,5,Q. cerris 
ES, Spain,85,Andricus burgundus,bisexual [see also Synophrus politus],Pediobius rotundatus,11,Q. suber 
AT, Austria,86,Andricus caliciformis,asexual,Ceroptres clavicornis,,
HU, Hungary,87,Andricus caliciformis,asexual,Synergus facialis,11,Q. pubescens 
HU, Hungary,88,Andricus caliciformis,asexual,Synergus hayneanus,2,Q. pubescens
HU, Hungary,89,Andricus caliciformis,asexual,Synergus pallicornis,1,Q. pubescens
AT, Austria,90,Andricus caliciformis,asexual,Synergus pallipes,,
HU, Hungary,90,Andricus caliciformis,asexual,Synergus pallipes,7,Q. petraea Q. pubescens
AT, Austria,91,Andricus caliciformis,asexual,Synergus reinhardi,,
HU, Hungary,91,Andricus caliciformis,asexual,Synergus reinhardi,,
UA, Ukraine,91,Andricus caliciformis,asexual,Synergus reinhardi,,
AT, Austria,92,Andricus caliciformis,asexual,Synergus umbraculus,,
HU, Hungary,92,Andricus caliciformis,asexual,Synergus umbraculus,20,Q. pubescens 
UA, Ukraine,92,Andricus caliciformis,asexual,Synergus umbraculus,,
SK, Slovakia,93,Andricus caliciformis,asexual,Eurytoma adleriae,1,
AT, Austria,94,Andricus caliciformis,asexual,Eurytoma brunniventris,,
BG, Bulgaria,94,Andricus caliciformis,asexual,Eurytoma brunniventris,1,
HU, Hungary,94,Andricus caliciformis,asexual,Eurytoma brunniventris,29,Q. petraea Q. pubescens Q.robur 
RO, Romania,94,Andricus caliciformis,asexual,Eurytoma brunniventris,,
HU, Hungary,95,Andricus caliciformis,asexual,Eurytoma setigera,,
HU, Hungary,96,Andricus caliciformis,asexual,Sycophila biguttata,,
HU, Hungary,97,Andricus caliciformis,asexual,Megastigmus dorsalis,6,Q. petraea Q. pubescens 
RO, Romania,97,Andricus caliciformis,asexual,Megastigmus dorsalis,,
AT, Austria,98,Andricus caliciformis,asexual,Ormyrus nitidulus,4,
HU, Hungary,98,Andricus caliciformis,asexual,Ormyrus nitidulus,1,
HU, Hungary,99,Andricus caliciformis,asexual,Ormyrus pomaceus,3,Q. pubescens Q. robur 
HU, Hungary,100,Andricus caliciformis,asexual,Caenacis lauta,1,Q. petraea
HU, Hungary,101,Andricus caliciformis,asexual,Cecidostiba fungosa,8,
HU, Hungary,101,Andricus caliciformis,asexual,Cecidostiba fungosa,20,Q. pubescens Q. robur 
HU, Hungary,102,Andricus caliciformis,asexual,Aulogymnus sp.,3,Q. pubescens
FI, Finland,103,Andricus callidoma,bisexual,Torymus flavipes,1,Q. robur 
FI, Finland,104,Andricus callidoma,bisexual,Mesopolobus fasciiventris,1,Q. robur 
GB, United Kingdom,105,Andricus callidoma,bisexual,Mesopolobus ?fuscipes,1,Q. robur 
FI, Finland,106,Andricus callidoma,bisexual,Mesopolobus tibialis,4,
NL, Netherlands,106,Andricus callidoma,bisexual,Mesopolobus tibialis,,Q. robur 
FI, Finland,107,Andricus callidoma,bisexual,Mesopolobus xanthocerus,11,
GB, United Kingdom,107,Andricus callidoma,bisexual,Mesopolobus xanthocerus,2,Q. petraea 
FI, Finland,108,Andricus callidoma,bisexual,(Pteromalus chrysos & P. spp.),3,Q. robur 
FI, Finland,109,Andricus callidoma,bisexual,Eupelmus urozonus,2,Q. robur 
FI, Finland,110,Andricus callidoma,bisexual,Aulogymnus gallarum,16,Q. robur 
GB, United Kingdom,110,Andricus callidoma,bisexual,Aulogymnus gallarum,2,Q. petraea 
FI, Finland,111,Andricus callidoma,bisexual,Aprostocetus aethiops,13,Q. robur 
AD,Andorra,112,Andricus callidoma,asexual,Ceroptres clavicornis,,
AT, Austria,113,Andricus callidoma,asexual,Synergus facialis,,
DE, Germany,113,Andricus callidoma,asexual,Synergus facialis,3,
ES, Spain,113,Andricus callidoma,asexual,Synergus facialis,6,Q. lusitanica Q.
FR, France,114,Andricus callidoma,asexual,pyrenaica,1,
GB9,,114,Andricus callidoma,asexual,pyrenaica,9,Q. robur 
NL, Netherlands,114,Andricus callidoma,asexual,pyrenaica,,Q. robur 
PL, Poland,114,Andricus callidoma,asexual,pyrenaica,,
UA, Ukraine,114,Andricus callidoma,asexual,pyrenaica,,
AT, Austria,115,Andricus callidoma,asexual,Synergus pallipes,,
NL, Netherlands,115,Andricus callidoma,asexual,Synergus pallipes,,
PL, Poland,115,Andricus callidoma,asexual,Synergus pallipes,,
UA, Ukraine,115,Andricus callidoma,asexual,Synergus pallipes,,
AT, Austria,116,Andricus callidoma,asexual,Synergus radiatus,,
DE, Germany,116,Andricus callidoma,asexual,Synergus radiatus,,
DK, Denmark,116,Andricus callidoma,asexual,Synergus radiatus,,
NL, Netherlands,116,Andricus callidoma,asexual,Synergus radiatus,,
PL, Poland,116,Andricus callidoma,asexual,Synergus radiatus,,
UA, Ukraine,116,Andricus callidoma,asexual,Synergus radiatus,,
AT, Austria,117,Andricus callidoma,asexual,Synergus thaumacerus,,
AT, Austria,118,Andricus callidoma,asexual,Eurytoma brunniventris,,
FI, Finland,118,Andricus callidoma,asexual,Eurytoma brunniventris,1,
FR, France,118,Andricus callidoma,asexual,Eurytoma brunniventris,4,
GB, United Kingdom,118,Andricus callidoma,asexual,Eurytoma brunniventris,1,Q. robur 
AT, Austria,119,Andricus callidoma,asexual,Ormyrus pomaceus,1,
ES, Spain,119,Andricus callidoma,asexual,Ormyrus pomaceus,1,Q. pyrenaica 
AT, Austria,120,Andricus callidoma,asexual,Caenacis lauta,,
AT, Austria,121,Andricus callidoma,asexual,Mesopolobus fasciiventris,3,
GB, United Kingdom,121,Andricus callidoma,asexual,Mesopolobus fasciiventris,1,Q. petraea
AD,Andorra,122,Andricus callidoma,asexual,Mesopolobus sericeus,,
GB, United Kingdom,122,Andricus callidoma,asexual,Mesopolobus sericeus,1,Q. robur 
FI, Finland,123,Andricus callidoma,asexual,(Pteromalus chrysos),1,Q. robur
FR, France,124,Andricus callidoma,asexual,Eupelmus spongipartus,1,
RO, Romania,125,Andricus callidoma,asexual,Eupelmus urozonus,,
HU, Hungary,126,Andricus caputmedusae,asexual,Ceroptres clavicornis,1,Q. pubescens 
HU, Hungary,127,Andricus caputmedusae,asexual,Synergus crassicornis,1,Q. pubescens
AT, Austria,128,Andricus caputmedusae,asexual,Synergus facialis,,
HU, Hungary,128,Andricus caputmedusae,asexual,Synergus facialis,141,Q. petraea Q. pubescens 
HU, Hungary,129,Andricus caputmedusae,asexual,Synergus hayneanus,62,Q. pubescens
AT, Austria,130,Andricus caputmedusae,asexual,Synergus pallicornis,,
HU, Hungary,130,Andricus caputmedusae,asexual,Synergus pallicornis,28,Q. pubescens Q. robur 
RO, Romania,130,Andricus caputmedusae,asexual,Synergus pallicornis,,
HU, Hungary,131,Andricus caputmedusae,asexual,Synergus pallidipennis,2,Q. pubescens
AT, Austria,132,Andricus caputmedusae,asexual,Synergus pallipes,,
HU, Hungary,132,Andricus caputmedusae,asexual,Synergus pallipes,40,Q. petraea Q. pubescens Q. robur 
RO, Romania,132,Andricus caputmedusae,asexual,Synergus pallipes,,
TR, Turkey,132,Andricus caputmedusae,asexual,Synergus pallipes,1,Q. petraea
AT, Austria,133,Andricus caputmedusae,asexual,Synergus reinhardi,,
AT, Austria,134,Andricus caputmedusae,asexual,Synergus umbraculus,,
HU, Hungary,134,Andricus caputmedusae,asexual,Synergus umbraculus,33,Q. petraea Q. pubescens 
PL, Poland,134,Andricus caputmedusae,asexual,Synergus umbraculus,,
TR, Turkey,134,Andricus caputmedusae,asexual,Synergus umbraculus,5,Q. petraea
HU, Hungary,135,Andricus caputmedusae,asexual,Eurytoma adleriae,1,
AT, Austria,136,Andricus caputmedusae,asexual,Eurytoma brunniventris,,
BG, Bulgaria,136,Andricus caputmedusae,asexual,Eurytoma brunniventris,1,Q. petraea 
HU, Hungary,136,Andricus caputmedusae,asexual,Eurytoma brunniventris,47,Q. petraea Q. pubescens
AT, Austria,137,Andricus caputmedusae,asexual,Eurytoma setigera,1,
HU, Hungary,137,Andricus caputmedusae,asexual,Eurytoma setigera,7,Q. pubescens
TR, Turkey,138,Andricus caputmedusae,asexual,Eurytoma sp.(1),1,Q. petraea
AT, Austria,139,Andricus caputmedusae,asexual,Sycophila biguttata,47,
BG, Bulgaria,139,Andricus caputmedusae,asexual,Sycophila biguttata,4,
HU, Hungary,139,Andricus caputmedusae,asexual,Sycophila biguttata,41,Q. petraea Q. pubescens 
RO, Romania,139,Andricus caputmedusae,asexual,Sycophila biguttata,,
TR, Turkey,139,Andricus caputmedusae,asexual,Sycophila biguttata,1,Q. petraea
HU, Hungary,140,Andricus caputmedusae,asexual,Sycophila variegata,3,Q. pubescens
AT, Austria,141,Andricus caputmedusae,asexual,Megastigmus dorsalis,,
HU, Hungary,141,Andricus caputmedusae,asexual,Megastigmus dorsalis,10,Q. pubescens 
TR, Turkey,141,Andricus caputmedusae,asexual,Megastigmus dorsalis,3,Q. petraea
AT, Austria,142,Andricus caputmedusae,asexual,Megastigmus stigmatizans,,
BG, Bulgaria,142,Andricus caputmedusae,asexual,Megastigmus stigmatizans,3,Q. frainetto Q. petraea 
HU, Hungary,142,Andricus caputmedusae,asexual,Megastigmus stigmatizans,17,Q. pubescens 
TR, Turkey,142,Andricus caputmedusae,asexual,Megastigmus stigmatizans,1,Q. petraea
BG, Bulgaria,143,Andricus caputmedusae,asexual,Ormyrus nitidulus,3,
HU, Hungary,143,Andricus caputmedusae,asexual,Ormyrus nitidulus,15,Q. pubescens Q. robur 
TR, Turkey,143,Andricus caputmedusae,asexual,Ormyrus nitidulus,2,Q. petraea
AT, Austria,144,Andricus caputmedusae,asexual,Ormyrus pomaceus,2,
HU, Hungary,144,Andricus caputmedusae,asexual,Ormyrus pomaceus,2,Q. pubescens
HU, Hungary,145,Andricus caputmedusae,asexual,Caenacis lauta,2,Q. pubescens
AT, Austria,146,Andricus caputmedusae,asexual,Cecidostiba fungosa,,
HU, Hungary,146,Andricus caputmedusae,asexual,Cecidostiba fungosa,245,Q. pubescens Q. robur 
TR, Turkey,146,Andricus caputmedusae,asexual,Cecidostiba fungosa,9,Q. petraea
HU, Hungary,147,Andricus caputmedusae,asexual,Hobbya stenonota,4,Q. pubescens
RO, Romania,148,Andricus caputmedusae,asexual,Eupelmus ?cerris,,
AT, Austria,149,Andricus caputmedusae,asexual,Eupelmus spongipartus,,
HU, Hungary,149,Andricus caputmedusae,asexual,Eupelmus spongipartus,15,Q. cerris Q. pubescens
AT, Austria,150,Andricus caputmedusae,asexual,Eupelmus urozonus,,
HU, Hungary,150,Andricus caputmedusae,asexual,Eupelmus urozonus,14,Q. pubescens 
HU, Hungary,151,Andricus caputmedusae,asexual,Eupelmus vesicularis,1,Q. pubescens
HU, Hungary,152,Andricus caputmedusae,asexual,Aulogymnus gallarum,1,Q. pubescens
BG, Bulgaria,153,Andricus caputmedusae,asexual,Aulogymnus trilineatus,1,
HU, Hungary,153,Andricus caputmedusae,asexual,Aulogymnus trilineatus,29,Q. pubescens 
RO, Romania,153,Andricus caputmedusae,asexual,Aulogymnus trilineatus,,
TR, Turkey,153,Andricus caputmedusae,asexual,Aulogymnus trilineatus,8,Q. petraea
BG, Bulgaria,154,Andricus caputmedusae,asexual,Baryscapus berhidanus,1,
HU, Hungary,154,Andricus caputmedusae,asexual,Baryscapus berhidanus,9,Q. pubescens 
TR, Turkey,154,Andricus caputmedusae,asexual,Baryscapus berhidanus,1,Q. petraea
HU, Hungary,155,Andricus caputmedusae,asexual,Baryscapus ?diaphantus,13,Q. pubescens
HU, Hungary,156,Andricus caputmedusae,asexual,Baryscapus ?pallidae,19,Q. pubescens 
HU, Hungary,157,Andricus caputmedusae,asexual,Pediobius pyrgo,7,Q. pubescens
TR, Turkey,158,Andricus caputmedusae,asexual,Pediobius saulius,1,Q. petraea
HU, Hungary,159,Andricus caputmedusae,asexual,(Gelinae sp.),3,Q. pubescens
HU, Hungary,160,Andricus caputmedusae,asexual,(Ichneumonidae sp.),2,Q. pubescens
JO, Jordan,161,Andricus cecconii,bisexual,Ceroptres cerri,3,Q. ithaburensis 
GR, Greece,162,Andricus cecconii,bisexual,Eurytoma brunniventris,,
GR, Greece,163,Andricus cecconii,bisexual,Ormyrus pomaceus,,
GR, Greece,164,Andricus cecconii,bisexual,Aulogymnus gallarum,,
JO, Jordan,165,Andricus cecconii,bisexual,(Perilampus sp. nr tristis),7,Q. ithaburensis
AT, Austria,166,Andricus clementinae,asexual,Synergus facialis,,
AT, Austria,167,Andricus clementinae,asexual,Synergus pallipes,,
AT, Austria,168,Andricus clementinae,asexual,Synergus umbraculus,,
PL, Poland,168,Andricus clementinae,asexual,Synergus umbraculus,,
AT, Austria,169,Andricus clementinae,asexual,Sycophila biguttata,4,
AT, Austria,170,Andricus conglomeratus,asexual,Ceroptres clavicornis,,
FR, France,170,Andricus conglomeratus,asexual,Ceroptres clavicornis,2,
HU, Hungary,170,Andricus conglomeratus,asexual,Ceroptres clavicornis,1,Q. robur 
UA, Ukraine,170,Andricus conglomeratus,asexual,Ceroptres clavicornis,,
AT, Austria,171,Andricus conglomeratus,asexual,Synergus apicalis,,
HU, Hungary,171,Andricus conglomeratus,asexual,Synergus apicalis,,
UA, Ukraine,171,Andricus conglomeratus,asexual,Synergus apicalis,,
AT, Austria,172,Andricus conglomeratus,asexual,Synergus facialis,,
HU, Hungary,172,Andricus conglomeratus,asexual,Synergus facialis,122,Q. petraea Q. robur 
AT, Austria,173,Andricus conglomeratus,asexual,Synergus hayneanus,,
HU, Hungary,173,Andricus conglomeratus,asexual,Synergus hayneanus,10,Q. petraea Q. pubescens 
RO, Romania,173,Andricus conglomeratus,asexual,Synergus hayneanus,,
UA, Ukraine,173,Andricus conglomeratus,asexual,Synergus hayneanus,,
AT, Austria,174,Andricus conglomeratus,asexual,Synergus pallicornis,1,
HU, Hungary,174,Andricus conglomeratus,asexual,Synergus pallicornis,14,Q. petraea 
IT, Italy,174,Andricus conglomeratus,asexual,Synergus pallicornis,,
RO, Romania,174,Andricus conglomeratus,asexual,Synergus pallicornis,,
UA, Ukraine,174,Andricus conglomeratus,asexual,Synergus pallicornis,,
HU, Hungary,175,Andricus conglomeratus,asexual,Synergus pallidipennis,,
AT, Austria,176,Andricus conglomeratus,asexual,Synergus pallipes,,
HU, Hungary,176,Andricus conglomeratus,asexual,Synergus pallipes,122,Q. petraea Q. robur
AT, Austria,177,Andricus conglomeratus,asexual,Synergus umbraculus,6,
HU, Hungary,177,Andricus conglomeratus,asexual,Synergus umbraculus,88,Q. petraea Q. robur 
PL, Poland,177,Andricus conglomeratus,asexual,Synergus umbraculus,,
UA, Ukraine,177,Andricus conglomeratus,asexual,Synergus umbraculus,,
GR, Greece,178,Andricus conglomeratus,asexual,Eurytoma adleriae,4,
HU, Hungary,178,Andricus conglomeratus,asexual,Eurytoma adleriae,1,
SK, Slovakia,178,Andricus conglomeratus,asexual,Eurytoma adleriae,1,
UA, Ukraine,178,Andricus conglomeratus,asexual,Eurytoma adleriae,,
AT, Austria,179,Andricus conglomeratus,asexual,Eurytoma brunniventris,4,
BG, Bulgaria,179,Andricus conglomeratus,asexual,Eurytoma brunniventris,21,Q. pubescens 
GR, Greece,179,Andricus conglomeratus,asexual,Eurytoma brunniventris,4,Q. petraea Q. frainetto 
HU, Hungary,179,Andricus conglomeratus,asexual,Eurytoma brunniventris,203,Q. petraea Q. pubescens Q. robur 
RO, Romania,179,Andricus conglomeratus,asexual,Eurytoma brunniventris,3,
AT, Austria,180,Andricus conglomeratus,asexual,Eurytoma setigera,,
HR, Croatia,180,Andricus conglomeratus,asexual,Eurytoma setigera,,
HU, Hungary,180,Andricus conglomeratus,asexual,Eurytoma setigera,8,Q. petraea 
RO, Romania,180,Andricus conglomeratus,asexual,Eurytoma setigera,,
AT, Austria,181,Andricus conglomeratus,asexual,Sycophila biguttata,13,
BG, Bulgaria,181,Andricus conglomeratus,asexual,Sycophila biguttata,5,
HU, Hungary,181,Andricus conglomeratus,asexual,Sycophila biguttata,6,Q. petraea Q. robur 
RO, Romania,181,Andricus conglomeratus,asexual,Sycophila biguttata,1,
BG, Bulgaria,182,Andricus conglomeratus,asexual,Sycophila flavicollis,2,
HU, Hungary,182,Andricus conglomeratus,asexual,Sycophila flavicollis,,
RO, Romania,182,Andricus conglomeratus,asexual,Sycophila flavicollis,1,
AT, Austria,183,Andricus conglomeratus,asexual,Sycophila variegata,5,
HU, Hungary,183,Andricus conglomeratus,asexual,Sycophila variegata,2,Q. petraea 
RO, Romania,183,Andricus conglomeratus,asexual,Sycophila variegata,,
AT, Austria,184,Andricus conglomeratus,asexual,Megastigmus dorsalis,3,
BG, Bulgaria,184,Andricus conglomeratus,asexual,Megastigmus dorsalis,12,
HU, Hungary,184,Andricus conglomeratus,asexual,Megastigmus dorsalis,8,Q. robur 
RO, Romania,184,Andricus conglomeratus,asexual,Megastigmus dorsalis,,
UA, Ukraine,184,Andricus conglomeratus,asexual,Megastigmus dorsalis,3,
HU, Hungary,185,Andricus conglomeratus,asexual,Torymus affinis,1,
BG, Bulgaria,186,Andricus conglomeratus,asexual,Torymus auratus,1,Q. pubescens 
HU, Hungary,186,Andricus conglomeratus,asexual,Torymus auratus,,
RO, Romania,186,Andricus conglomeratus,asexual,Torymus auratus,,
UA, Ukraine,186,Andricus conglomeratus,asexual,Torymus auratus,1,
BG, Bulgaria,187,Andricus conglomeratus,asexual,Torymus flavipes,2,Q. pubescens 
AT, Austria,188,Andricus conglomeratus,asexual,Ormyrus nitidulus,7,
BG, Bulgaria,188,Andricus conglomeratus,asexual,Ormyrus nitidulus,4,Q. cerris 
GR, Greece,188,Andricus conglomeratus,asexual,Ormyrus nitidulus,1,Q. frainetto 
HU, Hungary,188,Andricus conglomeratus,asexual,Ormyrus nitidulus,32,Q. petraea 
RO, Romania,188,Andricus conglomeratus,asexual,Ormyrus nitidulus,2,Q. petraea 
UA, Ukraine,188,Andricus conglomeratus,asexual,Ormyrus nitidulus,1,Q. robur
AT, Austria,189,Andricus conglomeratus,asexual,Ormyrus pomaceus,6,
HU, Hungary,189,Andricus conglomeratus,asexual,Ormyrus pomaceus,7,Q. petraea Q. robur 
RO, Romania,189,Andricus conglomeratus,asexual,Ormyrus pomaceus,,
