Per_country,Country,Gall_sp,Status,Parasitoid,Number
AT,Austria,Neuroterus anthracinus,bisexual,Saphonecrus connatus,
HU,Hungary,Neuroterus anthracinus,bisexual,Saphonecrus connatus,1
AD,Andorra,Neuroterus anthracinus,bisexual,Synergus facialis,
DE,Germany,Neuroterus anthracinus,bisexual,Synergus facialis,5
DK,Denmark,Neuroterus anthracinus,bisexual,Synergus facialis,
ES,Spain,Neuroterus anthracinus,bisexual,Synergus facialis,2
FR,France,Neuroterus anthracinus,bisexual,Synergus facialis,4
GB,United Kingdom,Neuroterus anthracinus,bisexual,Synergus facialis,
HU,Hungary,Neuroterus anthracinus,bisexual,Synergus facialis,32
NL,Netherlands,Neuroterus anthracinus,bisexual,Synergus facialis,
PL,Poland,Neuroterus anthracinus,bisexual,Synergus facialis,
RU,Russian Federation,Neuroterus anthracinus,bisexual,Synergus facialis,
UA,Ukraine,Neuroterus anthracinus,bisexual,Synergus facialis,
AT,Austria,Neuroterus anthracinus,bisexual,Synergus pallicornis,
ES,Spain,Neuroterus anthracinus,bisexual,Synergus pallicornis,
HU,Hungary,Neuroterus anthracinus,bisexual,Synergus pallicornis,1
PL,Poland,Neuroterus anthracinus,bisexual,Synergus pallicornis,
AD,Andorra,Neuroterus anthracinus,bisexual,Synergus pallipes,
AT,Austria,Neuroterus anthracinus,bisexual,Synergus pallipes,
DE,Germany,Neuroterus anthracinus,bisexual,Synergus pallipes,
DK,Denmark,Neuroterus anthracinus,bisexual,Synergus pallipes,
ES,Spain,Neuroterus anthracinus,bisexual,Synergus pallipes,3
FR,France,Neuroterus anthracinus,bisexual,Synergus pallipes,
HU,Hungary,Neuroterus anthracinus,bisexual,Synergus pallipes,30
NL,Netherlands,Neuroterus anthracinus,bisexual,Synergus pallipes,
PL,Poland,Neuroterus anthracinus,bisexual,Synergus pallipes,
PT,Portugal,Neuroterus anthracinus,bisexual,Synergus pallipes,
RO,Romania,Neuroterus anthracinus,bisexual,Synergus pallipes,
RU,Russian Federation,Neuroterus anthracinus,bisexual,Synergus pallipes,
UA,Ukraine,Neuroterus anthracinus,bisexual,Synergus pallipes,
AD,Andorra,Neuroterus anthracinus,bisexual,Synergus radiatus,
AT,Austria,Neuroterus anthracinus,bisexual,Synergus radiatus,
DE,Germany,Neuroterus anthracinus,bisexual,Synergus radiatus,
DK,Denmark,Neuroterus anthracinus,bisexual,Synergus radiatus,
ES,Spain,Neuroterus anthracinus,bisexual,Synergus radiatus,12
FR,France,Neuroterus anthracinus,bisexual,Synergus radiatus,4
GB,United Kingdom,Neuroterus anthracinus,bisexual,Synergus radiatus,24
HU,Hungary,Neuroterus anthracinus,bisexual,Synergus radiatus,1
NL,Netherlands,Neuroterus anthracinus,bisexual,Synergus radiatus,
PL,Poland,Neuroterus anthracinus,bisexual,Synergus radiatus,
UA,Ukraine,Neuroterus anthracinus,bisexual,Synergus radiatus,
AT,Austria,Neuroterus anthracinus,bisexual,Synergus ruficornis,
DE,Germany,Neuroterus anthracinus,bisexual,Synergus ruficornis,
UA,Ukraine,Neuroterus anthracinus,bisexual,Synergus ruficornis,
AT,Austria,Neuroterus anthracinus,bisexual,Synergus thaumacerus,
DE,Germany,Neuroterus anthracinus,bisexual,Synergus thaumacerus,
FR,France,Neuroterus anthracinus,bisexual,Synergus thaumacerus,1
PL,Poland,Neuroterus anthracinus,bisexual,Synergus thaumacerus,
UA,Ukraine,Neuroterus anthracinus,bisexual,Synergus thaumacerus,
HU,Hungary,Neuroterus anthracinus,bisexual,Synergus umbraculus,14
AD,Andorra,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,1
AT,Austria,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,
BG,Bulgaria,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,2
DE,Germany,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,1
ES,Spain,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,6
FI,Finland,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,1
FR,France,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,30
GB,United Kingdom,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,30
HU,Hungary,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,57
IT,Italy,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,4
RO,Romania,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,
UA,Ukraine,Neuroterus anthracinus,bisexual,Eurytoma brunniventris,1
ES,Spain,Neuroterus anthracinus,bisexual,Sycophila biguttata,6
HU,Hungary,Neuroterus anthracinus,bisexual,Sycophila biguttata,2
HU,Hungary,Neuroterus anthracinus,bisexual,Torymus ?cyaneus,1
AD,Andorra,Neuroterus anthracinus,bisexual,Torymus flavipes,1
DE,Germany,Neuroterus anthracinus,bisexual,Torymus geranii,1
FR,France,Neuroterus anthracinus,bisexual,Torymus geranii,2
GB,United Kingdom,Neuroterus anthracinus,bisexual,Torymus geranii,4
HU,Hungary,Neuroterus anthracinus,bisexual,Ormyrus ?nitidulus,2
ES,Spain,Neuroterus anthracinus,bisexual,Ormyrus pomaceus,2
HU,Hungary,Neuroterus anthracinus,bisexual,Ormyrus pomaceus,8
RO,Romania,Neuroterus anthracinus,bisexual,Ormyrus pomaceus,
HU,Hungary,Neuroterus anthracinus,bisexual,Cecidostiba fungosa,1
AT,Austria,Neuroterus anthracinus,bisexual,Mesopolobus fasciiventris,
DE,Germany,Neuroterus anthracinus,bisexual,Mesopolobus fasciiventris,1
FR,France,Neuroterus anthracinus,bisexual,Mesopolobus fasciiventris,9
GB,United Kingdom,Neuroterus anthracinus,bisexual,Mesopolobus fasciiventris,56
HU,Hungary,Neuroterus anthracinus,bisexual,Mesopolobus fasciiventris,6
RO,Romania,Neuroterus anthracinus,bisexual,Mesopolobus fasciiventris,
AD,Andorra,Neuroterus anthracinus,bisexual,Mesopolobus sericeus,
ES,Spain,Neuroterus anthracinus,bisexual,Mesopolobus sericeus,3
GB,United Kingdom,Neuroterus anthracinus,bisexual,Mesopolobus sericeus,5
BG,Bulgaria,Neuroterus anthracinus,bisexual,Eupelmus urozonus,1
FR,France,Neuroterus anthracinus,bisexual,Eupelmus urozonus,1
GB,United Kingdom,Neuroterus anthracinus,bisexual,Eupelmus urozonus,1
GR,Greece,Neuroterus anthracinus,bisexual,Eupelmus urozonus,1
HU,Hungary,Neuroterus anthracinus,bisexual,Eupelmus urozonus,4
ES,Spain,Neuroterus anthracinus,bisexual,Eupelmus vesicularis,1
GB,United Kingdom,Neuroterus anthracinus,bisexual,Aulogymnus arsames,1
HU,Hungary,Neuroterus anthracinus,bisexual,Aulogymnus gallarum,1
GB,United Kingdom,Neuroterus anthracinus,bisexual,(Cirrospilus diallus),1
FR,France,Neuroterus anthracinus,bisexual,Aprostocetus aethiops,1
GB,United Kingdom,Neuroterus anthracinus,bisexual,Aprostocetus aethiops,3
HU,Hungary,Neuroterus anthracinus,bisexual,Aprostocetus aethiops,1
ES,Spain,Neuroterus anthracinus,bisexual,Aprostocetus cerricola,1
HU,Hungary,Neuroterus anthracinus,bisexual,Aprostocetus cerricola,1
ES,Spain,Neuroterus anthracinus,bisexual,Aprostocetus sp(p).,1
HU,Hungary,Neuroterus anthracinus,bisexual,Aprostocetus sp(p).,1
HU,Hungary,Neuroterus anthracinus,bisexual,Baryscapus ?pallidae,6
NL,Netherlands,Neuroterus numismalis,bisexual,Synergus facialis,
DK,Denmark,Neuroterus numismalis,bisexual,Synergus pallicornis,
ES,Spain,Neuroterus numismalis,bisexual,Synergus pallicornis,
PT,Portugal,Neuroterus numismalis,bisexual,Synergus pallicornis,
DK,Denmark,Neuroterus numismalis,bisexual,Synergus pallipes,
GB,United Kingdom,Neuroterus numismalis,bisexual,Synergus pallipes,54
HU,Hungary,Neuroterus numismalis,bisexual,Synergus pallipes,7
ES,Spain,Neuroterus numismalis,bisexual,Eurytoma brunniventris,1
FR,France,Neuroterus numismalis,bisexual,Eurytoma brunniventris,2
GB,United Kingdom,Neuroterus numismalis,bisexual,Eurytoma brunniventris,22
UA,Ukraine,Neuroterus numismalis,bisexual,Eurytoma brunniventris,1
UA,Ukraine,Neuroterus numismalis,bisexual,Eurytoma setigera,1
HU,Hungary,Neuroterus numismalis,bisexual,Torymus auratus,1
GB,United Kingdom,Neuroterus numismalis,bisexual,Torymus flavipes,3
HU,Hungary,Neuroterus numismalis,bisexual,Torymus flavipes,2
UA,Ukraine,Neuroterus numismalis,bisexual,Torymus flavipes,1
HU,Hungary,Neuroterus numismalis,bisexual,Ormyrus pomaceus,1
UA,Ukraine,Neuroterus numismalis,bisexual,Ormyrus pomaceus,3
ES,Spain,Neuroterus numismalis,bisexual,Mesopolobus fasciiventris,3
GB,United Kingdom,Neuroterus numismalis,bisexual,Mesopolobus fasciiventris,19
HU,Hungary,Neuroterus numismalis,bisexual,Mesopolobus fasciiventris,9
UA,Ukraine,Neuroterus numismalis,bisexual,Mesopolobus fasciiventris,9
GB,United Kingdom,Neuroterus numismalis,bisexual,Mesopolobus fuscipes,1
ES,Spain,Neuroterus numismalis,bisexual,Mesopolobus mediterraneus,1
GB,United Kingdom,Neuroterus numismalis,bisexual,Mesopolobus sericeus,1
ES,Spain,Neuroterus numismalis,bisexual,Mesopolobus tibialis,3
GB,United Kingdom,Neuroterus numismalis,bisexual,Mesopolobus tibialis,53
HU,Hungary,Neuroterus numismalis,bisexual,Mesopolobus tibialis,36
UA,Ukraine,Neuroterus numismalis,bisexual,Mesopolobus tibialis,2
ES,Spain,Neuroterus numismalis,bisexual,Eupelmus urozonus,5
HU,Hungary,Neuroterus numismalis,bisexual,Eupelmus urozonus,2
GB,United Kingdom,Neuroterus numismalis,bisexual,Aulogymnus arsames,7
UA,Ukraine,Neuroterus numismalis,bisexual,Aulogymnus gallarum,4
HU,Hungary,Neuroterus numismalis,bisexual,Aulogymnus skianeuros,1
GB,United Kingdom,Neuroterus numismalis,bisexual,Cirrospilus diallus,2
HU,Hungary,Neuroterus numismalis,bisexual,(Cirrospilus viticola),1
UA,Ukraine,Neuroterus numismalis,bisexual,(Cirrospilus viticola),2
GB,United Kingdom,Neuroterus numismalis,bisexual,Aprostocetus aethiops,2
UA,Ukraine,Neuroterus numismalis,bisexual,Aprostocetus aethiops,8
HU,Hungary,Neuroterus numismalis,bisexual,Aprostocetus cerricola,5
HU,Hungary,Neuroterus numismalis,bisexual,Minotetrastichus frontalis,42
UA,Ukraine,Neuroterus numismalis,bisexual,Minotetrastichus frontalis,11
UA,Ukraine,Neuroterus numismalis,bisexual,?Pediobius lysis,1
HU,Hungary,Neuroterus numismalis,bisexual,Pediobius saulius,2
HU,Hungary,Neuroterus numismalis,bisexual,(Closterocerus trifasciatus),23
UA,Ukraine,Neuroterus numismalis,bisexual,(Closterocerus trifasciatus),1
NA,,Neuroterus numismalis,bisexual,Neuroterus numismalis,
UA,Ukraine,Neuroterus numismalis,bisexual,Ceroptres clavicornis,
HU,Hungary,Neuroterus numismalis,bisexual,Synergus pallicornis,1
UA,Ukraine,Neuroterus numismalis,bisexual,Synergus pallicornis,
AD,Andorra,Neuroterus numismalis,bisexual,Synergus pallipes,
DE,Germany,Neuroterus numismalis,bisexual,Synergus pallipes,
GB,United Kingdom,Neuroterus numismalis,bisexual,Synergus pallipes,
PL,Poland,Neuroterus numismalis,bisexual,Synergus pallipes,
UA,Ukraine,Neuroterus numismalis,bisexual,Synergus pallipes,
DE,Germany,Neuroterus numismalis,bisexual,Synergus radiatus,
ES,Spain,Neuroterus numismalis,bisexual,Synergus radiatus,1
FR,France,Neuroterus numismalis,bisexual,Synergus radiatus,4
GB,United Kingdom,Neuroterus numismalis,bisexual,Synergus radiatus,4
PL,Poland,Neuroterus numismalis,bisexual,Synergus radiatus,
PT,Portugal,Neuroterus numismalis,bisexual,Synergus radiatus,
UA,Ukraine,Neuroterus numismalis,bisexual,Synergus radiatus,
ES,Spain,Neuroterus numismalis,bisexual,Eurytoma brunniventris,7
ES,Spain,Neuroterus numismalis,bisexual,Sycophila biguttata,1
HU,Hungary,Neuroterus numismalis,bisexual,Sycophila biguttata,1
ES,Spain,Neuroterus numismalis,bisexual,Torymus flavipes,8
GB,United Kingdom,Neuroterus numismalis,bisexual,Torymus flavipes,14
HU,Hungary,Neuroterus numismalis,bisexual,Torymus flavipes,19
BG,Bulgaria,Neuroterus numismalis,bisexual,Ormyrus pomaceus,1
ES,Spain,Neuroterus numismalis,bisexual,Ormyrus pomaceus,3
HU,Hungary,Neuroterus numismalis,bisexual,Ormyrus pomaceus,8
HU,Hungary,Neuroterus numismalis,bisexual,Cecidostiba fungosa,4
ES,Spain,Neuroterus numismalis,bisexual,Mesopolobus dubius,1
GB,United Kingdom,Neuroterus numismalis,bisexual,Mesopolobus fasciiventris,3
ES,Spain,Neuroterus numismalis,bisexual,Mesopolobus tibialis,21
GB,United Kingdom,Neuroterus numismalis,bisexual,Mesopolobus tibialis,17
HU,Hungary,Neuroterus numismalis,bisexual,Mesopolobus tibialis,3
ES,Spain,Neuroterus numismalis,bisexual,Pediobius lysis,12
GB,United Kingdom,Neuroterus numismalis,bisexual,Pediobius lysis,586
AT,Austria,Neuroterus politus,bisexual,Ceroptres clavicornis,3
ES,Spain,Neuroterus politus,bisexual,Synergus umbraculus,8
AT,Austria,Neuroterus politus,bisexual,Mesopolobus fuscipes,
ES,Spain,Neuroterus politus,bisexual,Mesopolobus fuscipes,40
FR,France,Neuroterus politus,bisexual,Mesopolobus fuscipes,1
GB,United Kingdom,Neuroterus politus,bisexual,Mesopolobus fuscipes,6
AT,Austria,Neuroterus politus,bisexual,Mesopolobus tibialis,
ES,Spain,Neuroterus politus,bisexual,Mesopolobus tibialis,4
FR,France,Neuroterus politus,bisexual,Mesopolobus tibialis,5
AD,Andorra,Neuroterus politus,bisexual,Mesopolobus sp.,2
NA,,Neuroterus politus,bisexual,Neuroterus politus,
AD,Andorra,Neuroterus politus,bisexual,Mesopolobus xanthocerus,1
FR,France,Neuroterus politus,bisexual,Aprostocetus aethiops,1
PT,Portugal,Neuroterus quercusbaccarum,bisexual,Ceroptres cerri,
AT,Austria,Neuroterus quercusbaccarum,bisexual,Saphonecrus connatus,
ES,Spain,Neuroterus quercusbaccarum,bisexual,Saphonecrus connatus,1
SE,Sweden,Neuroterus quercusbaccarum,bisexual,Synergus apicalis,
AD,Andorra,Neuroterus quercusbaccarum,bisexual,Synergus facialis,
DE,Germany,Neuroterus quercusbaccarum,bisexual,Synergus facialis,
ES,Spain,Neuroterus quercusbaccarum,bisexual,Synergus facialis,63
FR,France,Neuroterus quercusbaccarum,bisexual,Synergus facialis,8
GB,United Kingdom,Neuroterus quercusbaccarum,bisexual,Synergus facialis,20
HU,Hungary,Neuroterus quercusbaccarum,bisexual,Synergus facialis,36
IT,Italy,Neuroterus quercusbaccarum,bisexual,Synergus facialis,
NL,Netherlands,Neuroterus quercusbaccarum,bisexual,Synergus facialis,
SE,Sweden,Neuroterus quercusbaccarum,bisexual,Synergus facialis,
ES,Spain,Neuroterus quercusbaccarum,bisexual,Synergus pallicornis,1
PL,Poland,Neuroterus quercusbaccarum,bisexual,Synergus pallicornis,
AD,Andorra,Neuroterus quercusbaccarum,bisexual,Synergus pallipes,2
AT,Austria,Neuroterus quercusbaccarum,bisexual,Synergus pallipes,
DE,Germany,Neuroterus quercusbaccarum,bisexual,Synergus pallipes,
DK,Denmark,Neuroterus quercusbaccarum,bisexual,Synergus pallipes,
ES,Spain,Neuroterus quercusbaccarum,bisexual,Synergus pallipes,118
FR,France,Neuroterus quercusbaccarum,bisexual,Synergus pallipes,7
GB,United Kingdom,Neuroterus quercusbaccarum,bisexual,Synergus pallipes,8
HU,Hungary,Neuroterus quercusbaccarum,bisexual,Synergus pallipes,35
IT,Italy,Neuroterus quercusbaccarum,bisexual,Synergus pallipes,
NL,Netherlands,Neuroterus quercusbaccarum,bisexual,Synergus pallipes,
PL,Poland,Neuroterus quercusbaccarum,bisexual,Synergus pallipes,
AD,Andorra,Neuroterus quercusbaccarum,bisexual,Synergus radiatus,4
AT,Austria,Neuroterus quercusbaccarum,bisexual,Synergus radiatus,
DE,Germany,Neuroterus quercusbaccarum,bisexual,Synergus radiatus,278
DK,Denmark,Neuroterus quercusbaccarum,bisexual,Synergus radiatus,
ES,Spain,Neuroterus quercusbaccarum,bisexual,Synergus radiatus,56
FR,France,Neuroterus quercusbaccarum,bisexual,& Pujade-Villar 1999a),9
GB,United Kingdom,Neuroterus quercusbaccarum,bisexual,& Pujade-Villar 1999a),26
HU,Hungary,Neuroterus quercusbaccarum,bisexual,& Pujade-Villar 1999a),5
IT,Italy,Neuroterus quercusbaccarum,bisexual,& Pujade-Villar 1999a),
NL,Netherlands,Neuroterus quercusbaccarum,bisexual,& Pujade-Villar 1999a),
PL,Poland,Neuroterus quercusbaccarum,bisexual,& Pujade-Villar 1999a),
PL,Poland,Neuroterus quercusbaccarum,bisexual,Synergus ruficornis,
ES,Spain,Neuroterus quercusbaccarum,bisexual,Synergus thaumacerus,
HU,Hungary,Neuroterus quercusbaccarum,bisexual,Synergus thaumacerus,1
IT,Italy,Neuroterus quercusbaccarum,bisexual,Synergus thaumacerus,
SE,Sweden,Neuroterus quercusbaccarum,bisexual,Synergus thaumacerus,1
UA,Ukraine,Neuroterus quercusbaccarum,bisexual,Synergus thaumacerus,
AD,Andorra,Neuroterus quercusbaccarum,bisexual,Eurytoma brunniventris,6
AT,Austria,Neuroterus quercusbaccarum,bisexual,Eurytoma brunniventris,
BG,Bulgaria,Neuroterus quercusbaccarum,bisexual,Eurytoma brunniventris,1
ES,Spain,Neuroterus quercusbaccarum,bisexual,Eurytoma brunniventris,56
FR,France,Neuroterus quercusbaccarum,bisexual,Eurytoma brunniventris,12
GB,United Kingdom,Neuroterus quercusbaccarum,bisexual,Eurytoma brunniventris,7
HU,Hungary,Neuroterus quercusbaccarum,bisexual,Eurytoma brunniventris,28
IT,Italy,Neuroterus quercusbaccarum,bisexual,Eurytoma brunniventris,
UA,Ukraine,Neuroterus quercusbaccarum,bisexual,Eurytoma brunniventris,2
AD,Andorra,Neuroterus quercusbaccarum,bisexual,Eurytoma setigera,2
AT,Austria,Neuroterus quercusbaccarum,bisexual,Eurytoma setigera,1
AT,Austria,Neuroterus quercusbaccarum,bisexual,Sycophila biguttata,65
ES,Spain,Neuroterus quercusbaccarum,bisexual,Sycophila biguttata,21
HU,Hungary,Neuroterus quercusbaccarum,bisexual,Sycophila biguttata,1
ES,Spain,Neuroterus quercusbaccarum,bisexual,Sycophila variegata,3
DE,Germany,Neuroterus quercusbaccarum,bisexual,Megastigmus dorsalis,
AT,Austria,Neuroterus quercusbaccarum,bisexual,Torymus affinis,
RO,Romania,Neuroterus quercusbaccarum,bisexual,Torymus affinis,
AT,Austria,Neuroterus quercusbaccarum,bisexual,Torymus auratus,
BG,Bulgaria,Neuroterus quercusbaccarum,bisexual,Torymus auratus,1
DE,Germany,Neuroterus quercusbaccarum,bisexual,Torymus auratus,
ES,Spain,Neuroterus quercusbaccarum,bisexual,Torymus auratus,2
FR,France,Neuroterus quercusbaccarum,bisexual,Torymus auratus,
GB,United Kingdom,Neuroterus quercusbaccarum,bisexual,Torymus auratus,2
IT,Italy,Neuroterus quercusbaccarum,bisexual,Torymus auratus,1
PL,Poland,Neuroterus quercusbaccarum,bisexual,Torymus auratus,
RO,Romania,Neuroterus quercusbaccarum,bisexual,Torymus auratus,
AD,Andorra,Neuroterus quercusbaccarum,bisexual,Torymus flavipes,2
AT,Austria,Neuroterus quercusbaccarum,bisexual,Torymus flavipes,
BG,Bulgaria,Neuroterus quercusbaccarum,bisexual,Torymus flavipes,5
DE,Germany,Neuroterus quercusbaccarum,bisexual,Torymus flavipes,449
ES,Spain,Neuroterus quercusbaccarum,bisexual,Torymus flavipes,380
FI,Finland,Neuroterus quercusbaccarum,bisexual,Torymus flavipes,7
FR,France,Neuroterus quercusbaccarum,bisexual,(Kaartinen et al. 2010),
GB,United Kingdom,Neuroterus quercusbaccarum,bisexual,(Kaartinen et al. 2010),37
HU,Hungary,Neuroterus quercusbaccarum,bisexual,(Kaartinen et al. 2010),98
IT,Italy,Neuroterus quercusbaccarum,bisexual,(Kaartinen et al. 2010),
PL,Poland,Neuroterus quercusbaccarum,bisexual,(Kaartinen et al. 2010),
RO,Romania,Neuroterus quercusbaccarum,bisexual,(Kaartinen et al. 2010),2
SE,Sweden,Neuroterus quercusbaccarum,bisexual,(Kaartinen et al. 2010),
UA,Ukraine,Neuroterus quercusbaccarum,bisexual,(Kaartinen et al. 2010),54
AT,Austria,Neuroterus quercusbaccarum,bisexual,Torymus geranii,
ES,Spain,Neuroterus quercusbaccarum,bisexual,Torymus geranii,11
FI,Finland,Neuroterus quercusbaccarum,bisexual,Torymus geranii,1
UA,Ukraine,Neuroterus quercusbaccarum,bisexual,Torymus geranii,1
AT,Austria,Neuroterus quercusbaccarum,bisexual,Torymus ?longicalcar,
ES,Spain,Neuroterus quercusbaccarum,bisexual,Torymus notatus,4
HU,Hungary,Neuroterus quercusbaccarum,bisexual,Torymus sp(p).,13
AT,Austria,Neuroterus quercusbaccarum,bisexual,Ormyrus pomaceus,4
ES,Spain,Neuroterus quercusbaccarum,bisexual,Ormyrus pomaceus,2
HU,Hungary,Neuroterus quercusbaccarum,bisexual,Ormyrus pomaceus,3
SE,Sweden,Neuroterus quercusbaccarum,bisexual,Ormyrus pomaceus,
UA,Ukraine,Neuroterus quercusbaccarum,bisexual,Ormyrus pomaceus,4
ES,Spain,Neuroterus quercusbaccarum,bisexual,(Kaleva corynocera),4
SE,Sweden,Neuroterus quercusbaccarum,bisexual,Mesopolobus albitarsus,
AT,Austria,Neuroterus quercusbaccarum,bisexual,Mesopolobus amaenus,
ES,Spain,Neuroterus quercusbaccarum,bisexual,Mesopolobus amaenus,1
FR,France,Neuroterus quercusbaccarum,bisexual,Mesopolobus amaenus,
SE,Sweden,Neuroterus quercusbaccarum,bisexual,Mesopolobus amaenus,
DE,Germany,Neuroterus quercusbaccarum,bisexual,Mesopolobus dubius,1
ES,Spain,Neuroterus quercusbaccarum,bisexual,Mesopolobus dubius,4
GB,United Kingdom,Neuroterus quercusbaccarum,bisexual,Mesopolobus dubius,1
IT,Italy,Neuroterus quercusbaccarum,bisexual,Mesopolobus dubius,
RO,Romania,Neuroterus quercusbaccarum,bisexual,Mesopolobus dubius,
AT,Austria,Neuroterus quercusbaccarum,bisexual,Mesopolobus fasciiventris,
DE,Germany,Neuroterus quercusbaccarum,bisexual,Mesopolobus fasciiventris,42
ES,Spain,Neuroterus quercusbaccarum,bisexual,Mesopolobus fasciiventris,3
HU,Hungary,Neuroterus quercusbaccarum,bisexual,Mesopolobus fasciiventris,6
IT,Italy,Neuroterus quercusbaccarum,bisexual,Mesopolobus fasciiventris,
RO,Romania,Neuroterus quercusbaccarum,bisexual,Mesopolobus fasciiventris,
SE,Sweden,Neuroterus quercusbaccarum,bisexual,Mesopolobus fasciiventris,
UA,Ukraine,Neuroterus quercusbaccarum,bisexual,Mesopolobus fasciiventris,11
GB,United Kingdom,Neuroterus quercusbaccarum,bisexual,Mesopolobus fuscipes,1
AD,Andorra,Neuroterus quercusbaccarum,bisexual,Mesopolobus mediterraneus,2
ES,Spain,Neuroterus quercusbaccarum,bisexual,Mesopolobus mediterraneus,1
ES,Spain,Neuroterus quercusbaccarum,bisexual,Mesopolobus sericeus,9
GB,United Kingdom,Neuroterus quercusbaccarum,bisexual,Mesopolobus sericeus,2
IT,Italy,Neuroterus quercusbaccarum,bisexual,Mesopolobus sericeus,
AD,Andorra,Neuroterus quercusbaccarum,bisexual,Mesopolobus tibialis,2
AT,Austria,Neuroterus quercusbaccarum,bisexual,Mesopolobus tibialis,
DE,Germany,Neuroterus quercusbaccarum,bisexual,Mesopolobus tibialis,144
ES,Spain,Neuroterus quercusbaccarum,bisexual,Mesopolobus tibialis,40
FR,France,Neuroterus quercusbaccarum,bisexual,Mesopolobus tibialis,
GB,United Kingdom,Neuroterus quercusbaccarum,bisexual,Mesopolobus tibialis,9
HU,Hungary,Neuroterus quercusbaccarum,bisexual,Mesopolobus tibialis,10
