"species","family","plant","plantPart","noHosts","hostType","impact"
"Strophosomus melanogramma","Curculionidae","Betula pendula","-","Monophagous","-",""
"Strophosomus melanogramma","Curculionidae","Betula pubescens","-","Monophagous","-",""
"Strymonidia pruni","Lycaenidae","Prunus spinosa","buds,leaves","monophagous","-","-"
"Strymonidia pruni","Lycaenidae","Viburnum lantana","","","-",""
"Strymonidia w-album","Lycaenidae","Tilia cordata","","Oligophagous","-",""
"Strymonidia w-album","Lycaenidae","Ulmus glabra","flowers,leaves","oligophagous","principal","-"
"Stygnocoris fuligeneus","Lygaeidae","Capsella bursa-pastoris","fruits/seeds","","-",""
"Subacyrthosiphon cryptobius","Aphididae","Trifolium campestre","shoots","monophagous","-","-"
"Subacyrthosiphon cryptobius","Aphididae","Trifolium repens","shoots","monophagous","-","I"
"Subacyrthosiphon cryptobius","Aphididae","Amoria repens","shoots","monophagous","-","I"
"Subacyrthosiphon cryptobius","Aphididae","Chrysaspis campestris","shoots","monophagous","-","-"
"Subcoccinella 24-punctata","Coccinellidae","Lotus corniculatus","-","","-",""
"Subsaltusaphis flava","Callaphididae","Carex nigra","leaves","monophagous","-","-"
"Subsaltusaphis ornata","Callaphididae","Carex acutiformis","leaves","monophagous","-","-"
"Subsaltusaphis ornata","Callaphididae","Carex riparia","leaves","monophagous","-","I"
"Subsaltusaphis ornata","Callaphididae","Scirpus sylvaticus","leaves","monophagous","-","-"
"Subsaltusaphis paniceae","Callaphididae","Carex flacca","-","monophagous","-","-"
"Subsaltusaphis paniceae","Callaphididae","Carex panicea","-","monophagous","-","-"
"Subsaltusaphis picta","Callaphididae","Carex acuta","leaves","monophagous","-","-"
"Subsaltusaphis picta","Callaphididae","Carex acutiformis","leaves","monophagous","-","-"
"Subsaltusaphis picta","Callaphididae","Carex riparia","leaves","monophagous","-","-"
"Subsaltusaphis picta","Callaphididae","Carex vesicaria","leaves","monophagous","-","-"
"Subsaltusaphis roszneri","Callaphididae","Carex elata","-","monophagous","-","-"
"Subsaltusaphis roszneri","Callaphididae","Carex rostrata","-","monophagous","-","-"
"Subsaltusaphis roszneri","Callaphididae","Carex vesicaria","-","monophagous","-","-"
"Swammerdamia caesiella","Yponomeutidae","Betula pendula","leaves","monophagous","-","I"
"Swammerdamia caesiella","Yponomeutidae","Betula pubescens","leaves","monophagous","-","I"
"Swammerdamia compunctella","Yponomeutidae","Sorbus aucuparia","leaves","oligophagous","principal","-"
"Swammerdamia passerella","Yponomeutidae","Betula nana","leaves","monophagous","-","-"
"Swammerdamia pyrella","Yponomeutidae","Crataegus laevigata","leaves","oligophagous","-","I"
"Swammerdamia pyrella","Yponomeutidae","Crataegus monogyna","leaves","oligophagous","-","I"
"Swammerdamia pyrella","Yponomeutidae","Malus sylvestris","leaves","oligophagous","-","I"
"Swammerdamia pyrella","Yponomeutidae","Crataegus oxyacanthoides","leaves","oligophagous","-","I"
"Symydobius oblongus","Callaphididae","Betula pendula","branch (small)","monophagous","-","-"
"Symydobius oblongus","Callaphididae","Betula pendula","branch (small)","monophagous","-","-"
"Symydobius oblongus","Callaphididae","Betula pubescens","branch (small)","monophagous","-","-"
"Synanthedon anthraciniformis","Sesiidae","Viburnum lantana","woody parts","monophagous","-","-"
"Synanthedon anthraciniformis","Sesiidae","Viburnum lantana","","","-",""
"Synanthedon culiciformis","Sesiidae","Alnus glutinosa","bark","Number of Hosts","Host type","Significant Impact"
"Synanthedon culiciformis","Sesiidae","Betula pendula","bark","Number of Hosts","Host type","Significant Impact"
"Synanthedon culiciformis","Sesiidae","Betula pubescens","bark","Number of Hosts","Host type","Significant Impact"
"Synanthedon flaviventris","Sesiidae","Salix cinerea","stems","monophagous","-","I"
"Synanthedon formicaeformis","Sesiidae","Salix caprea","bark","monophagous","-","-"
"Synanthedon formicaeformis","Sesiidae","Salix cinerea","woody parts","monophagous","-","-"
"Synanthedon formicaeformis","Sesiidae","Salix purpurea","bark","monophagous","-","-"
"Synanthedon formicaeformis","Sesiidae","Salix viminalis","woody parts","monophagous","-","-"
"Synanthedon myopaeformis","Sesiidae","Malus sylvestris","bark","monophagous","-","I"
"Synanthedon myopaeformis","Sesiidae","Malus sylvestris","woody parts","monophagous","-","I"
"Synanthedon scoliaeformis","Sesiidae","Betula pendula","bark","Number of Hosts","Host type","Significant Impact"
"Synanthedon scoliaeformis","Sesiidae","Betula pubescens","bark","Number of Hosts","Host type","Significant Impact"
"Synanthedon spheciformis","Sesiidae","Alnus glutinosa","bark","Number of Hosts","Host type","Significant Impact"
"Synanthedon spheciformis","Sesiidae","Betula pendula","bark","Number of Hosts","Host type","Significant Impact"
"Synanthedon spheciformis","Sesiidae","Betula pendula","roots","oligophagous","-","I"
"Synanthedon spheciformis","Sesiidae","Betula pubescens","bark","Number of Hosts","Host type","Significant Impact"
"Synanthedon spheciformis","Sesiidae","Betula pubescens","roots","oligophagous","-","I"
"Synanthedon tipuliformis","Sesiidae","Ribes nigrum","stems","monophagous","-","I"
"Synanthedon tipuliformis","Sesiidae","Ribes rubrum","fruits/seeds","monophagous","-","I"
"Synanthedon tipuliformis","Sesiidae","Ribes rubrum","stems","monophagous","-","I"
"Synanthedon tipuliformis","Sesiidae","Ribes sylvestre","fruits/seeds","monophagous","-","I"
"Synanthedon tipuliformis","Sesiidae","Ribes sylvestre","stems","monophagous","-","I"
"Synanthedon vespiformis","Sesiidae","Betula pendula","-","Polyphagous","principal",""
"Synanthedon vespiformis","Sesiidae","Betula pubescens","-","Polyphagous","principal",""
"Synanthedon vespiformis","Sesiidae","Castanea sativa","woody parts","oligophagous","-","-"
"Syncopacma albipalpella","Gelechiidae","Genista anglica","leaves","monophagous","-","-"
"Syncopacma larseniella","Gelechiidae","Lotus pedunculatus","shoots","monophagous","-","-"
"Syncopacma larseniella","Gelechiidae","Lotus uliginosus","shoots","monophagous","-","-"
"Syncopacma larseniella","Gelechiidae","Lotus villosus","shoots","monophagous","-","-"
"Syncopacma sangiella","Gelechiidae","Lotus corniculatus","leaves","monophagous","-","-"
"Syncopacma suecicella","Gelechiidae","Genista pilosa","leaves","monophagous","-","-"
"Syncopacma taeniolella","Gelechiidae","Lotus corniculatus","leaves","monophagous","-","-"
"Syncopacma taeniolella","Gelechiidae","Lotus corniculatus","shoots","monophagous","-","-"
"Syncopacma taeniolella","Gelechiidae","Medicago sativa","leaves,shoots","oligophagous","-","-"
"Syncopacma vinella","Gelechiidae","Genista tinctoria","leaves","oligophagous","principal","-"
"Syncopacma vinella","Gelechiidae","Securigera varia","leaves","oligophagous","-","-"
"Syncopacma vinella","Gelechiidae","Coronilla varia","leaves","oligophagous","-","-"
"Syndemis musculana","Tortricidae","Betula pendula","leaves","Polyphagous","principal",""
"Syndemis musculana","Tortricidae","Betula pubescens","leaves","Polyphagous","principal",""
"Syndiplosis lonicearum","Cecidomyiidae","Viburnum lantana","leaves","","-",""
"Syngrapha interrogationis","Noctuidae","Calluna vulgaris","leaves","oligophagous","principal","-"
"Tachucixius pilosus","Aphididae","Coincya wrightii","-","","-",""
"Tachucixius pilosus","Aphididae","Hutera wrightii","-","","-",""
"Tachucixius pilosus","Aphididae","Rhynchosinapis wrightii","-","","-",""
"Taeniocampa gothica","Orthosiidae","Fallopia japonica","leaves","polyphagous","-",""
"Taeniocampa gothica","Orthosiidae","Polygonum cuspidatum","leaves","polyphagous","-",""
"Taeniocampa gothica","Orthosiidae","Reynoutria japonica","leaves","polyphagous","-",""
"Taeniothrips picipes","Thysanoptera","Armeria maritima","flowers","","-",""
"Takecallis arundicolens","Callaphididae","Sasa palmata","leaves","oligophagous","-","-"
"Takecallis arundinariae","Callaphididae","Sasa palmata","leaves","oligophagous","-","-"
"Tanymecus palliatus","Curculionidae","Cirsium vulgare","-","Polyphagous","-",""
"Tanysphyrus lemnae","Curculionidae","Lemna gibba","leaves","oligophagous","principal","-"
"Tanysphyrus lemnae","Curculionidae","Lemna minor","leaves,stems","oligophagous","principal","-"
"Tanysphyrus lemnae","Curculionidae","Lemna trisulca","leaves","oligophagous","principal","-"
"Tapinotus sellatus","Curculionidae","Lysimachia vulgaris","stems","monophagous","principal","-"
"Taxomyia taxi","Cecidomyiidae","Taxus baccata","","","-",""
"Tebenna micalis","Choreutidae","Pulicaria dysenterica","leaves","monophagous","-","I"
"Teleiodes alburnella","Gelechiidae","Betula pendula","leaves","monophagous","-","-"
"Teleiodes alburnella","Gelechiidae","Betula pubescens","leaves","monophagous","-","-"
"Teleiodes alburnella","Gelechiidae","Crataegus monogyna","bark","-","-","-"
"Teleiodes decorella","Gelechiidae","Quercus petraea","leaves","polyphagous","principal","-"
"Teleiodes decorella","Gelechiidae","Quercus robur","leaves","polyphagous","principal","-"
"Teleiodes fugitivella","Gelechiidae","Ulmus procera","leaves","monophagous","-","-"
"Teleiodes fugitivella","Gelechiidae","Ulmus minor","leaves","monophagous","-","-"
"Teleiodes fugitivella","Gelechiidae","Ulmus minor var. vulgaris","leaves","monophagous","-","-"
"Teleiodes fugitivella","Gelechiidae","Ulmus angustifolia","leaves","monophagous","-","-"
"Teleiodes fugitivella","Gelechiidae","Ulmus carpinifolia","leaves","monophagous","-","-"
"Teleiodes fugitivella","Gelechiidae","Ulmus diversifolia","leaves","monophagous","-","-"
"Teleiodes fugitivella","Gelechiidae","Ulmus sarniensis","leaves","monophagous","-","-"
"Teleiodes fugitivella","Gelechiidae","Ulmus stricta","leaves","monophagous","-","-"
"Teleiodes luculella","Gelechiidae","Quercus petraea","leaves","monophagous","-","-"
"Teleiodes luculella","Gelechiidae","Quercus robur","leaves","monophagous","-","-"
"Teleiodes notatella","Gelechiidae","Salix alba","leaves","monophagous","-","-"
"Teleiodes notatella","Gelechiidae","Salix aurita","leaves","monophagous","-","-"
"Teleiodes notatella","Gelechiidae","Salix caprea","leaves","monophagous","-","-"
"Teleiodes notatella","Gelechiidae","Salix viminalis","leaves","monophagous","-","-"
"Teleiodes paripunctella","Gelechiidae","Myrica gale","-","","-",""
"Teleiodes proximella","Gelechiidae","Alnus glutinosa","leaves","oligophagous","-","-"
"Teleiodes proximella","Gelechiidae","Betula pendula","leaves","monophagous","-","-"
"Teleiodes proximella","Gelechiidae","Betula pubescens","leaves","monophagous","-","-"
"Teleiodes scriptella","Gelechiidae","Acer campestre","leaves","monophagous","-","-"
"Teleiodes sequax","Gelechiidae","Helianthemum nummularium","shoots","monophagous","-","I"
"Teleiodes sequax","Gelechiidae","Helianthemum canum","shoots","monophagous","-","I"
"Teleiodes sequax","Gelechiidae","Helianthemum chamaecistus","shoots","monophagous","-","I"
"Teleiodes vulgella","Gelechiidae","Crataegus laevigata","leaves","polyphagous","principal","-"
"Teleiodes vulgella","Gelechiidae","Crataegus monogyna","leaves","polyphagous","principal","-"
"Teleiodes vulgella","Gelechiidae","Prunus spinosa","leaves","oligophagous","-","I"
"Teleiodes vulgella","Gelechiidae","Crataegus oxyacanthoides","leaves","polyphagous","principal","-"
"Teleiodes wagae","Gelechiidae","Corylus avellana","leaves","monophagous","-","-"
"Teleiopsis diffinis","Gelechiidae","Rumex acetosella","stems","monophagous","-","-"
"Teleiopsis diffinis","Gelechiidae","Rumex angiocarpus","stems","monophagous","-","-"
"Teleiopsis diffinis","Gelechiidae","Rumex tenuifolius","stems","monophagous","-","-"
"Telephila schmidtiellus","Gelechiidae","Origanum vulgare","leaves","monophagous","-","-"
"Tenthredo atra","Tenthredinidae","Coincya wrightii","-","","-",""
"Tenthredo atra","Tenthredinidae","Hutera wrightii","-","","-",""
"Tenthredo atra","Tenthredinidae","Rhynchosinapis wrightii","-","","-",""
"Tenthredo livida","Tenthredinidae","Viburnum opulus","","","-",""
"Tephritis conura","Tephritidae","Cirsium vulgare","-","Oligophagous","-",""
"Tephritis ruralis","Cecidomiidae","Pilosella officinarum","stems","","-",""
"Tephritis ruralis","Cecidomiidae","Hieracium pilosella","stems","","-",""
"Terellia longicaulis","Tephritidae","Cirsium eriophorum","flowers,fruits/seeds","","-",""
"Terellia ruficauda","Tephritidae","Cirsium eriophorum","flowers,fruits/seeds","","-",""
"Terellia serratulae","Tephritidae","Cirsium eriophorum","flowers,fruits/seeds","","-",""
"Terellia winthemi","Tephritidae","Cirsium eriophorum","flowers,fruits/seeds","","-",""
"Tethea or","Thyatiridae","Populus tremula","leaves","oligophagous","principal","-"
"Tetheella fluctuosa","Thyatiridae","Betula pendula","-","monophagous","-","-"
"Tetraneura akinire","Pemphigidae","Poa annua","roots","oligophagous","-","-"
"Tetraneura akinire","Pemphigidae","Ulmus minor","-","monophagous","-","-"
"Tetraneura akinire","Pemphigidae","Ulmus angustifolia","-","monophagous","-","-"
"Tetraneura akinire","Pemphigidae","Ulmus carpinifolia","-","monophagous","-","-"
"Tetraneura akinire","Pemphigidae","Ulmus diversifolia","-","monophagous","-","-"
"Tetraneura akinire","Pemphigidae","Ulmus sarniensis","-","monophagous","-","-"
"Tetraneura akinire","Pemphigidae","Ulmus stricta","-","monophagous","-","-"
"Tetraneura ulmi","Pemphigidae","Festuca gigantea","roots","oligophagous","-","-"
"Tetraneura ulmi","Pemphigidae","Hordeum murinum","roots","oligophagous","-","-"
"Tetraneura ulmi","Pemphigidae","Ulmus glabra","leaves","monophagous","-","-"
"Tetraneura ulmi","Pemphigidae","Hordeum glaucum","roots","oligophagous","-","-"
"Tetraneura ulmi","Pemphigidae","Hordeum leporinum","roots","oligophagous","-","-"
"Tetranychus urticae","Tetranychidae","Rosa rugosa","leaves","","-",""
"Thamnotettis confinis","Cicadellidae","Coincya wrightii","-","","-",""
"Thamnotettis confinis","Cicadellidae","Hutera wrightii","-","","-",""
"Thamnotettis confinis","Cicadellidae","Rhynchosinapis wrightii","-","","-",""
"Thecabius affinis","Pemphigidae","Ranunculus flammula","stems","monophagous","-","-"
"Thecabius affinis","Pemphigidae","Ranunculus repens","stems","monophagous","-","-"
"Thecabius affinis","Pemphigidae","Ranunculus sceleratus","shoots","monophagous","-","-"
"Thecabius affinis","Pemphigidae","Populus nigra","leaves","monophagous","-","-"
"Thelaxes cerridis","Thelaxidae","Quercus cerris","branch (small)","monophagous","-","-"
"Thelaxes cerridis","Thelaxidae","Quercus cerris","leaves","monophagous","-","-"
"Thelaxes dryophila","Thelaxidae","Quercus petraea","branch (small)","monophagous","-","-"
"Thelaxes dryophila","Thelaxidae","Quercus petraea","leaves","monophagous","-","-"
"Thelaxes dryophila","Thelaxidae","Quercus robur","branch (small)","monophagous","-","-"
"Thelaxes dryophila","Thelaxidae","Quercus robur","leaves","monophagous","-","-"
"Thera cognata","Geometridae","Juniperus communis","leaves","monophagous","-","-"
"Thera firmata","Geometridae","Pinus sylvestris","leaves","monophagous","-","-"
"Thera juniperata","Geometridae","Juniperus communis","leaves","monophagous","-","-"
"Thera obeliscata","Geometridae","Pinus sylvestris","leaves","oligophagous","principal","-"
"Thera primaria","Geometridae","Crataegus monogyna","-","oligophagous","subsidiary","-"
"Therioaphis luteola","Callaphididae","Trifolium pratense","-","monophagous","-","-"
"Therioaphis ononidis","Callaphididae","Ononis repens","-","monophagous","-","-"
"Therioaphis ononidis","Callaphididae","Ononis spinosa","-","monophagous","-","-"
"Therioaphis ononidis","Callaphididae","Ononis campestris","-","monophagous","-","-"
"Therioaphis ononidis","Callaphididae","Ononis repens subsp. spinosa","-","monophagous","-","-"
"Therioaphis ononidis","Callaphididae","Ononis repens subsp. maritima","-","monophagous","-","-"
"Therioaphis riehmi","Callaphididae","Melilotus albus","-","monophagous","-","-"
