Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,Tax_res
Sorbus admonitor,Sorbus,"",admonitor,,,"","",rjp-10275,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",admonitor,"","",M.Proctor,rjp-10275,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus anglica,Sorbus,"",anglica,,,"","",rjp-735,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",anglica,"","",Hedl.,rjp-735,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus aria,Sorbus,"",aria,,,"","",rjp-258,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",aria,"","",(L.) Crantz,rjp-258,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus arranensis,Sorbus,"",arranensis,,,"","",rjp-1110,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",arranensis,"","",Hedl.,rjp-1110,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus arvonicola,Sorbus,"",arvonicola,,,"","","",FALSE,1.1,"","",Sorbus,"",arvonicola,,"","","","",FALSE,FALSE,FALSE,2020-10-10,Genus
Sorbus aucuparia,Sorbus,"",aucuparia,,,"","",rjp-68,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",aucuparia,"","",L.,rjp-68,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus bristoliensis,Sorbus,"",bristoliensis,,,"","",rjp-563,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",bristoliensis,"","",Wilmott,rjp-563,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus cambrensis,Sorbus,"",cambrensis,,,"","",rjp-29407,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",cambrensis,"","",M.Proctor,rjp-29407,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus cheddarensis,Sorbus,"",cheddarensis,,,"","",rjp-60105,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",cheddarensis,"","",L.Houston & Ashley Robertson,rjp-60105,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus cuneifolia,Sorbus,"",cuneifolia,,,"","",rjp-29413,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",cuneifolia,"","",T.C.G.Rich,rjp-29413,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus devoniensis,Sorbus,"",devoniensis,,,"","",rjp-69,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",devoniensis,"","",E.F.Warb.,rjp-69,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus domestica,Sorbus,"",domestica,,,"","",rjp-989,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",domestica,"","",L.,rjp-989,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus eminens,Sorbus,"",eminens,,,"","",rjp-1260,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",eminens,"","",E.F.Warb.,rjp-1260,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus eminentiformis,Sorbus,"",eminentiformis,,,"","",rjp-29422,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",eminentiformis,"","",T.C.G.Rich,rjp-29422,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus eminentoides,Sorbus,"",eminentoides,,,"","",rjp-60107,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",eminentoides,"","",L.Houston,rjp-60107,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus evansii,Sorbus,"",evansii,,,"","","",FALSE,1.1,"","",Sorbus,"",evansii,,"","","","",FALSE,FALSE,FALSE,2020-10-10,Genus
Sorbus greenii,Sorbus,"",greenii,,,"","","",FALSE,1.1,"","",Sorbus,"",greenii,,"","","","",FALSE,FALSE,FALSE,2020-10-10,Genus
Sorbus herefordensis,Sorbus,"",herefordensis,,,"","","",FALSE,1.1,"","",Sorbus,"",herefordensis,,"","","","",FALSE,FALSE,FALSE,2020-10-10,Genus
Sorbus lancastriensis,Sorbus,"",lancastriensis,,,"","",rjp-644,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",lancastriensis,"","",E.F.Warb.,rjp-644,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus leighensis,Sorbus,"",leighensis,,,"","",rjp-59913,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",leighensis,"","",T.C.G.Rich,rjp-59913,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus leptophylla,Sorbus,"",leptophylla,,,"","",rjp-1237,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",leptophylla,"","",E.F.Warb.,rjp-1237,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus leyana,Sorbus,"",leyana,,,"","",rjp-1048,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",leyana,"","",Wilmott,rjp-1048,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus margaretae,Sorbus,"",margaretae,,,"","",rjp-38802,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",margaretae,"","",M.Proctor,rjp-38802,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus minima,Sorbus,"",minima,,,"","",rjp-790,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",minima,"","",(Ley) Hedl.,rjp-790,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus parviloba,Sorbus,"",parviloba,,,"","",rjp-60108,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",parviloba,"","",T.C.G.Rich,rjp-60108,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus porrigentiformis,Sorbus,"",porrigentiformis,,,"","",rjp-414,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",porrigentiformis,"","",E.F.Warb.,rjp-414,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus pseudofennica,Sorbus,"",pseudofennica,,,"","",rjp-416,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",pseudofennica,"","",E.F.Warb.,rjp-416,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus pseudomeinichii,Sorbus,"",pseudomeinichii,,,"","",rjp-62017,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",pseudomeinichii,"","",Ashley Robertson,rjp-62017,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus richii,Sorbus,"",richii,,,"","","",FALSE,1.1,"","",Sorbus,"",richii,,"","","","",FALSE,FALSE,FALSE,2020-10-10,Genus
Sorbus rupicola,Sorbus,"",rupicola,,,"","",rjp-1297,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",rupicola,"","",(Syme) Hedl.,rjp-1297,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus rupicoloides,Sorbus,"",rupicoloides,,,"","",rjp-60106,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",rupicoloides,"","",L.Houston & T.G.C.Rich,rjp-60106,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus saxicola,Sorbus,"",saxicola,,,"","",rjp-60109,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",saxicola,"","",T.C.G.Rich,rjp-60109,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus scannelliana,Sorbus,"",scannelliana,,,"","",rjp-59908,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",scannelliana,"","",T.C.G.Rich,rjp-59908,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus spectans,Sorbus,"",spectans,,,"","","",FALSE,1.1,"","",Sorbus,"",spectans,,"","","","",FALSE,FALSE,FALSE,2020-10-10,Genus
Sorbus stenophylla,Sorbus,"",stenophylla,,,"","",rjp-59909,TRUE,1.1,Unresolved,Rosaceae,Sorbus,"",stenophylla,"","",M.Proctor,rjp-59909,Unresolved,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus stirtoniana,Sorbus,"",stirtoniana,,,"","",rjp-59910,TRUE,1.1,Unresolved,Rosaceae,Sorbus,"",stirtoniana,"","",T.C.G.Rich,rjp-59910,Unresolved,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus subcuneata,Sorbus,"",subcuneata,,,"","",rjp-65,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",subcuneata,"","",Wilmott,rjp-65,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus torminalis,Sorbus,"",torminalis,,,"","",rjp-595,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",torminalis,"","",(L.) Crantz,rjp-595,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus vexans,Sorbus,"",vexans,,,"","",rjp-758,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",vexans,"","",E.F.Warb.,rjp-758,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus whiteana,Sorbus,"",whiteana,,,"","",rjp-62045,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",whiteana,"","",T.C.G.Rich & L.Houston,rjp-62045,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Sorbus wilmottiana,Sorbus,"",wilmottiana,,,"","",rjp-1238,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",wilmottiana,"","",E.F.Warb.,rjp-1238,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Spiraea douglasii,Spiraea,"",douglasii,,,"","",rjp-1261,TRUE,1.1,Accepted,Rosaceae,Spiraea,"",douglasii,"","",Hook.,rjp-1261,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Spiraea salicifolia,Spiraea,"",salicifolia,,,"","",rjp-275,TRUE,1.1,Accepted,Rosaceae,Spiraea,"",salicifolia,"","",L.,rjp-275,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Hippophae rhamnoides,Hippophae,"",rhamnoides,,,"","",kew-2851556,TRUE,1.1,Synonym,Elaeagnaceae,Elaeagnus,"",rhamnoides,"","",(L.) A.Nelson,kew-2785205,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Frangula alnus,Frangula,"",alnus,,,"","",kew-2814031,TRUE,1.1,Accepted,Rhamnaceae,Frangula,"",alnus,"","",Mill.,kew-2814031,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Rhamnus cathartica,Rhamnus,"",cathartica,,,"","",kew-2523018,TRUE,1.1,Accepted,Rhamnaceae,Rhamnus,"",cathartica,"","",L.,kew-2523018,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Ulmus glabra,Ulmus,"",glabra,,,"","",kew-2448690,TRUE,1.1,Accepted,Ulmaceae,Ulmus,"",glabra,"","",Huds.,kew-2448690,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Ulmus minor,Ulmus,"",minor,,,"","",kew-2448634,TRUE,1.1,Accepted,Ulmaceae,Ulmus,"",minor,"","",Mill.,kew-2448634,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Ulmus plotii,Ulmus,"",plotii,,,"","",kew-2448823,TRUE,1.1,Synonym,Ulmaceae,Ulmus,"",minor,"","",Mill.,kew-2448634,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Ulmus procera,Ulmus,"",procera,,,"","",kew-2448825,TRUE,1.1,Synonym,Ulmaceae,Ulmus,"",minor,"","",Mill.,kew-2448634,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Humulus lupulus,Humulus,"",lupulus,,,"","",kew-2855039,TRUE,1.1,Accepted,Cannabaceae,Humulus,"",lupulus,"","",L.,kew-2855039,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Parietaria judaica,Parietaria,"",judaica,,,"","",kew-2546385,TRUE,1.1,Accepted,Urticaceae,Parietaria,"",judaica,"","",L.,kew-2546385,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Urtica dioica,Urtica,"",dioica,,,"","",kew-2448560,TRUE,1.1,Accepted,Urticaceae,Urtica,"",dioica,"","",L.,kew-2448560,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Urtica urens,Urtica,"",urens,,,"","",kew-2449000,TRUE,1.1,Accepted,Urticaceae,Urtica,"",urens,"","",L.,kew-2449000,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Castanea sativa,Castanea,"",sativa,,,"","",kew-35042,TRUE,1.1,Accepted,Fagaceae,Castanea,"",sativa,"","",Mill.,kew-35042,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Fagus sylvatica,Fagus,"",sylvatica,,,"","",kew-83891,TRUE,1.1,Accepted,Fagaceae,Fagus,"",sylvatica,"","",L.,kew-83891,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Quercus cerris,Quercus,"",cerris,,,"","",kew-172055,TRUE,1.1,Accepted,Fagaceae,Quercus,"",cerris,"","",L.,kew-172055,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Quercus ilex,Quercus,"",ilex,,,"","",kew-173162,TRUE,1.1,Accepted,Fagaceae,Quercus,"",ilex,"","",L.,kew-173162,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Quercus petraea,Quercus,"",petraea,,,"","",kew-174374,TRUE,1.1,Accepted,Fagaceae,Quercus,"",petraea,"","",(Matt.) Liebl.,kew-174374,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Quercus robur,Quercus,"",robur,,,"","",kew-174750,TRUE,1.1,Accepted,Fagaceae,Quercus,"",robur,"","",L.,kew-174750,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Myrica gale,Myrica,"",gale,,,"","",kew-2500739,TRUE,1.1,Accepted,Myricaceae,Myrica,"",gale,"","",L.,kew-2500739,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Juglans regia,Juglans,"",regia,,,"","",kew-2331747,TRUE,1.1,Accepted,Juglandaceae,Juglans,"",regia,"","",L.,kew-2331747,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Alnus glutinosa,Alnus,"",glutinosa,,,"","",kew-6364,TRUE,1.1,Accepted,Betulaceae,Alnus,"",glutinosa,"","",(L.) Gaertn.,kew-6364,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Alnus incana,Alnus,"",incana,,,"","",kew-6417,TRUE,1.1,Accepted,Betulaceae,Alnus,"",incana,"","",(L.) Moench,kew-6417,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Betula nana,Betula,"",nana,,,"","",kew-21505,TRUE,1.1,Accepted,Betulaceae,Betula,"",nana,"","",L.,kew-21505,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Betula pendula,Betula,"",pendula,,,"","",kew-21582,TRUE,1.1,Accepted,Betulaceae,Betula,"",pendula,"","",Roth,kew-21582,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Betula pubescens,Betula,"",pubescens,,,"","",kew-21636,TRUE,1.1,Accepted,Betulaceae,Betula,"",pubescens,"","",Ehrh.,kew-21636,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Carpinus betulus,Carpinus,"",betulus,,,"","",kew-34291,TRUE,1.1,Accepted,Betulaceae,Carpinus,"",betulus,"","",L.,kew-34291,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Corylus avellana,Corylus,"",avellana,,,"","",kew-47841,TRUE,1.1,Accepted,Betulaceae,Corylus,"",avellana,"","",L.,kew-47841,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Bryonia dioica,Bryonia,"",dioica,,,"","",kew-2684380,TRUE,1.1,Synonym,Cucurbitaceae,Bryonia,"",cretica,subsp.,dioica,(Jacq.) Tutin,kew-2684370,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Euonymus europaeus,Euonymus,"",europaeus,,,"","",kew-2803293,TRUE,1.1,Accepted,Celastraceae,Euonymus,"",europaeus,"","",L.,kew-2803293,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Parnassia palustris,Parnassia,"",palustris,,,"","",kew-2559858,TRUE,1.1,Accepted,Celastraceae,Parnassia,"",palustris,"","",L.,kew-2559858,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Oxalis acetosella,Oxalis,"",acetosella,,,"","",kew-2394737,TRUE,1.1,Accepted,Oxalidaceae,Oxalis,"",acetosella,"","",L.,kew-2394737,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Hypericum androsaemum,Hypericum,"",androsaemum,,,"","",kew-2857718,TRUE,1.1,Accepted,Hypericaceae,Hypericum,"",androsaemum,"","",L.,kew-2857718,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Hypericum elodes,Hypericum,"",elodes,,,"","",kew-2858066,TRUE,1.1,Unresolved,Hypericaceae,Hypericum,"",elodes,"","",L.,kew-2858066,Unresolved,FALSE,FALSE,FALSE,2020-10-10,Species
Hypericum hirsutum,Hypericum,"",hirsutum,,,"","",kew-2858248,TRUE,1.1,Accepted,Hypericaceae,Hypericum,"",hirsutum,"","",L.,kew-2858248,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Hypericum humifusum,Hypericum,"",humifusum,,,"","",kew-2858263,TRUE,1.1,Accepted,Hypericaceae,Hypericum,"",humifusum,"","",L.,kew-2858263,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Hypericum linariifolium,Hypericum,"",linariifolium,,,"","",kew-2858397,TRUE,1.1,Accepted,Hypericaceae,Hypericum,"",linariifolium,"","",Vahl,kew-2858397,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Hypericum maculatum,Hypericum,"",maculatum,,,"","",kew-2858444,TRUE,1.1,Accepted,Hypericaceae,Hypericum,"",maculatum,"","",Crantz,kew-2858444,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Hypericum montanum,Hypericum,"",montanum,,,"","",kew-2858521,TRUE,1.1,Accepted,Hypericaceae,Hypericum,"",montanum,"","",L.,kew-2858521,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Hypericum perforatum,Hypericum,"",perforatum,,,"","",kew-2858676,TRUE,1.1,Accepted,Hypericaceae,Hypericum,"",perforatum,"","",L.,kew-2858676,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Hypericum pulchrum,Hypericum,"",pulchrum,,,"","",kew-2858766,TRUE,1.1,Accepted,Hypericaceae,Hypericum,"",pulchrum,"","",L.,kew-2858766,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Hypericum tetrapterum,Hypericum,"",tetrapterum,,,"","",kew-2859045,TRUE,1.1,Accepted,Hypericaceae,Hypericum,"",tetrapterum,"","",Fr.,kew-2859045,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Hypericum undulatum,Hypericum,"",undulatum,,,"","",kew-2859108,TRUE,1.1,Accepted,Hypericaceae,Hypericum,"",undulatum,"","",Schousb. ex Willd.,kew-2859108,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Elatine hexandra,Elatine,"",hexandra,,,"","",kew-2786543,TRUE,1.1,Accepted,Elatinaceae,Elatine,"",hexandra,"","",(Lapierre) DC.,kew-2786543,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Elatine hydropiper,Elatine,"",hydropiper,,,"","",kew-2786547,TRUE,1.1,Accepted,Elatinaceae,Elatine,"",hydropiper,"","",L.,kew-2786547,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola arvensis,Viola,"",arvensis,,,"","",kew-2464083,TRUE,1.1,Accepted,Violaceae,Viola,"",arvensis,"","",Murray,kew-2464083,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola canina,Viola,"",canina,,,"","",kew-2463879,TRUE,1.1,Accepted,Violaceae,Viola,"",canina,"","",L.,kew-2463879,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola hirta,Viola,"",hirta,,,"","",kew-2460076,TRUE,1.1,Accepted,Violaceae,Viola,"",hirta,"","",L.,kew-2460076,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola kitaibeliana,Viola,"",kitaibeliana,,,"","",kew-2460597,TRUE,1.1,Accepted,Violaceae,Viola,"",kitaibeliana,"","",Schult.,kew-2460597,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola lactea,Viola,"",lactea,,,"","",kew-2460373,TRUE,1.1,Accepted,Violaceae,Viola,"",lactea,"","",Sm.,kew-2460373,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola lutea,Viola,"",lutea,,,"","",kew-2460492,TRUE,1.1,Accepted,Violaceae,Viola,"",lutea,"","",Huds.,kew-2460492,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola odorata,Viola,"",odorata,,,"","",kew-2459312,TRUE,1.1,Accepted,Violaceae,Viola,"",odorata,"","",L.,kew-2459312,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola palustris,Viola,"",palustris,,,"","",kew-2459417,TRUE,1.1,Accepted,Violaceae,Viola,"",palustris,"","",L.,kew-2459417,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola reichenbachiana,Viola,"",reichenbachiana,,,"","",kew-2459911,TRUE,1.1,Accepted,Violaceae,Viola,"",reichenbachiana,"","",Jord. ex Boreau,kew-2459911,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola riviniana,Viola,"",riviniana,,,"","",kew-2459647,TRUE,1.1,Accepted,Violaceae,Viola,"",riviniana,"","",Rchb.,kew-2459647,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola rupestris,Viola,"",rupestris,,,"","",kew-2459606,TRUE,1.1,Accepted,Violaceae,Viola,"",rupestris,"","",F.W.Schmidt,kew-2459606,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola stagnina,Viola,"",stagnina,,,"","",kew-2461494,TRUE,1.1,Synonym,Violaceae,Viola,"",persicifolia,"","",Schreb.,kew-2459358,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Viola tricolor,Viola,"",tricolor,,,"","",kew-2461201,TRUE,1.1,Accepted,Violaceae,Viola,"",tricolor,"","",L.,kew-2461201,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Populus tremula,Populus,"",tremula,,,"","",kew-5000217,TRUE,1.1,Accepted,Salicaceae,Populus,"",tremula,"","",L.,kew-5000217,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix alba,Salix,"",alba,,,"","",kew-5001521,TRUE,1.1,Accepted,Salicaceae,Salix,"",alba,"","",L.,kew-5001521,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix arbuscula,Salix,"",arbuscula,,,"","",kew-5001389,TRUE,1.1,Accepted,Salicaceae,Salix,"",arbuscula,"","",L.,kew-5001389,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix aurita,Salix,"",aurita,,,"","",kew-5001338,TRUE,1.1,Accepted,Salicaceae,Salix,"",aurita,"","",L.,kew-5001338,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix caprea,Salix,"",caprea,,,"","",kew-5001859,TRUE,1.1,Accepted,Salicaceae,Salix,"",caprea,"","",L.,kew-5001859,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix cinerea,Salix,"",cinerea,,,"","",kew-5001635,TRUE,1.1,Accepted,Salicaceae,Salix,"",cinerea,"","",L.,kew-5001635,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix euxina,Salix,"",euxina,,,"","",kew-5004714,TRUE,1.1,Accepted,Salicaceae,Salix,"",euxina,"","",I.V.Belyaeva,kew-5004714,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix herbacea,Salix,"",herbacea,,,"","",kew-5000781,TRUE,1.1,Accepted,Salicaceae,Salix,"",herbacea,"","",L.,kew-5000781,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix lanata,Salix,"",lanata,,,"","",kew-5001036,TRUE,1.1,Accepted,Salicaceae,Salix,"",lanata,"","",L.,kew-5001036,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix lapponum,Salix,"",lapponum,,,"","",kew-5001038,TRUE,1.1,Accepted,Salicaceae,Salix,"",lapponum,"","",L.,kew-5001038,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix myrsinifolia,Salix,"",myrsinifolia,,,"","",kew-5002803,TRUE,1.1,Accepted,Salicaceae,Salix,"",myrsinifolia,"","",Salisb.,kew-5002803,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix myrsinites,Salix,"",myrsinites,,,"","",kew-5002800,TRUE,1.1,Accepted,Salicaceae,Salix,"",myrsinites,"","",L.,kew-5002800,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix pentandra,Salix,"",pentandra,,,"","",kew-5000982,TRUE,1.1,Accepted,Salicaceae,Salix,"",pentandra,"","",L.,kew-5000982,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix phylicifolia,Salix,"",phylicifolia,,,"","",kew-5002991,TRUE,1.1,Accepted,Salicaceae,Salix,"",phylicifolia,"","",L.,kew-5002991,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix purpurea,Salix,"",purpurea,,,"","",kew-5003498,TRUE,1.1,Accepted,Salicaceae,Salix,"",purpurea,"","",L.,kew-5003498,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix repens,Salix,"",repens,,,"","",kew-5003472,TRUE,1.1,Accepted,Salicaceae,Salix,"",repens,"","",L.,kew-5003472,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix reticulata,Salix,"",reticulata,,,"","",kew-5003396,TRUE,1.1,Accepted,Salicaceae,Salix,"",reticulata,"","",L.,kew-5003396,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix triandra,Salix,"",triandra,,,"","",kew-5002239,TRUE,1.1,Accepted,Salicaceae,Salix,"",triandra,"","",L.,kew-5002239,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Salix viminalis,Salix,"",viminalis,,,"","",kew-5001961,TRUE,1.1,Accepted,Salicaceae,Salix,"",viminalis,"","",L.,kew-5001961,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Euphorbia amygdaloides,Euphorbia,"",amygdaloides,,,"","",kew-78308,TRUE,1.1,Accepted,Euphorbiaceae,Euphorbia,"",amygdaloides,"","",L.,kew-78308,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Euphorbia exigua,Euphorbia,"",exigua,,,"","",kew-79610,TRUE,1.1,Accepted,Euphorbiaceae,Euphorbia,"",exigua,"","",L.,kew-79610,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Euphorbia helioscopia,Euphorbia,"",helioscopia,,,"","",kew-80043,TRUE,1.1,Accepted,Euphorbiaceae,Euphorbia,"",helioscopia,"","",L.,kew-80043,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Euphorbia lathyris,Euphorbia,"",lathyris,,,"","",kew-80521,TRUE,1.1,Accepted,Euphorbiaceae,Euphorbia,"",lathyris,"","",L.,kew-80521,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Euphorbia paralias,Euphorbia,"",paralias,,,"","",kew-81334,TRUE,1.1,Accepted,Euphorbiaceae,Euphorbia,"",paralias,"","",L.,kew-81334,Accepted,FALSE,FALSE,FALSE,2020-10-10,Species
Euphorbia peplis,Euphorbia,"",peplis,,,"","",kew-81421,TRUE,1.1,Accepted,Euphorbiaceae,Euphorbia,"",peplus,"","",L.,kew-81421,Accepted,TRUE,FALSE,FALSE,2020-10-10,Species
