Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,Tax_res
"","","",,,,"","","",FALSE,1.1,"","",,"",,,"","","","",TRUE,FALSE,FALSE,2020-10-09,
Abelmoschus esculentus,Abelmoschus,"",esculentus,,,"","",kew-2609574,TRUE,1.1,Accepted,Malvaceae,Abelmoschus,"",esculentus,"","",(L.) Moench,kew-2609574,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abelmoschus manihot Medic.,Abelmoschus,"",manihot,,,"",Medic.,kew-2609589,TRUE,1.1,Accepted,Malvaceae,Abelmoschus,"",manihot,"","",(L.) Medik.,kew-2609589,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies alba,Abies,"",alba,,,"","",kew-2609691,TRUE,1.1,Accepted,Pinaceae,Abies,"",alba,"","",Mill.,kew-2609691,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies amabilis Dougl. ex J.Forbes,Abies,"",amabilis,,,"",Dougl. ex J.Forbes,kew-2609703,TRUE,1.1,Accepted,Pinaceae,Abies,"",amabilis,"","",(Douglas ex Loudon) J.Forbes,kew-2609703,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies balsamea,Abies,"",balsamea,,,"","",kew-2609719,TRUE,1.1,Accepted,Pinaceae,Abies,"",balsamea,"","",(L.) Mill.,kew-2609719,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies borisii-regis,Abies,"",borisii-regis,,,"","",kew-2609736,TRUE,1.1,Accepted,Pinaceae,Abies,×,borisii-regis,"","",Mattf.,kew-2609736,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies bornmuelleriana Mattf.,Abies,"",bornmuelleriana,,,"",Mattf.,kew-2609737,TRUE,1.1,Synonym,Pinaceae,Abies,"",nordmanniana,subsp.,equi-trojani,(Asch. & Sint. ex Boiss.) Coode & Cullen,kew-2609998,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies cephalonica,Abies,"",cephalonica,,,"","",kew-2609753,TRUE,1.1,Accepted,Pinaceae,Abies,"",cephalonica,"","",Loudon,kew-2609753,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies cilicica Carriere,Abies,"",cilicica,,,"",Carriere,kew-2609771,TRUE,1.1,Accepted,Pinaceae,Abies,"",cilicica,"","",(Antoine & Kotschy) Carrière,kew-2609771,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies concolor Lindl. ex Hildebr.,Abies,"",concolor,,,"",Lindl. ex Hildebr.,kew-2609785,TRUE,1.1,Accepted,Pinaceae,Abies,"",concolor,"","",(Gordon) Lindl. ex Hildebr.,kew-2609785,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies firma Siebold & Zucc.,Abies,"",firma,,,"",Siebold & Zucc.,kew-2609854,TRUE,1.1,Accepted,Pinaceae,Abies,"",firma,"","",Siebold & Zucc.,kew-2609854,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies fraseri Poir.,Abies,"",fraseri,,,"",Poir.,kew-2609865,TRUE,1.1,Accepted,Pinaceae,Abies,"",fraseri,"","",(Pursh) Poir.,kew-2609865,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies grandis,Abies,"",grandis,,,"","",kew-2609877,TRUE,1.1,Accepted,Pinaceae,Abies,"",grandis,"","",(Douglas ex D.Don) Lindl.,kew-2609877,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies homolepis Siebold & Zucc.,Abies,"",homolepis,,,"",Siebold & Zucc.,kew-2609902,TRUE,1.1,Accepted,Pinaceae,Abies,"",homolepis,"","",Siebold & Zucc.,kew-2609902,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies lasiocarpa,Abies,"",lasiocarpa,,,"","",kew-2609926,TRUE,1.1,Accepted,Pinaceae,Abies,"",lasiocarpa,"","",(Hook.) Nutt.,kew-2609926,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies mariesii M.T.Mast.,Abies,"",mariesii,,,"",M.T.Mast.,kew-2609947,TRUE,1.1,Accepted,Pinaceae,Abies,"",mariesii,"","",Mast.,kew-2609947,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies nephrolepis Maxim.,Abies,"",nephrolepis,,,"",Maxim.,kew-2609978,TRUE,1.1,Accepted,Pinaceae,Abies,"",nephrolepis,"","",(Trautv. ex Maxim.) Maxim.,kew-2609978,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies nordmanniana,Abies,"",nordmanniana,,,"","",kew-2609993,TRUE,1.1,Accepted,Pinaceae,Abies,"",nordmanniana,"","",(Steven) Spach,kew-2609993,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies nordmanniana var. equi-trojan,Abies,"",nordmanniana,,var.,equi-trojan,"",kew-2609997,TRUE,1.1,Synonym,Pinaceae,Abies,"",nordmanniana,subsp.,equi-trojani,(Asch. & Sint. ex Boiss.) Coode & Cullen,kew-2609998,Accepted,TRUE,FALSE,FALSE,2020-10-09,Species
Abies numidica de Lannoy ex Carriere,Abies,"",numidica,,,"",de Lannoy ex Carriere,kew-2610003,TRUE,1.1,Accepted,Pinaceae,Abies,"",numidica,"","",de Lannoy ex Carrière,kew-2610003,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies other species,Abies,"",other,,,species,"","",FALSE,1.1,"","",Abies,"",other,,species,"","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Abies pindrow Royle,Abies,"",pindrow,,,"",Royle,kew-2610035,TRUE,1.1,Accepted,Pinaceae,Abies,"",pindrow,"","",(Royle ex D.Don) Royle,kew-2610035,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies pindrow Royle var. brevifolia,Abies,"",pindrow,,var.,brevifolia,Royle,kew-2610036,TRUE,1.1,Accepted,Pinaceae,Abies,"",pindrow,var.,brevifolia,Dallim. & A.B.Jacks.,kew-2610036,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies pinsapo,Abies,"",pinsapo,,,"","",kew-2610038,TRUE,1.1,Accepted,Pinaceae,Abies,"",pinsapo,"","",Boiss.,kew-2610038,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies procera,Abies,"",procera,,,"","",kew-2610049,TRUE,1.1,Accepted,Pinaceae,Abies,"",procera,"","",Rehder,kew-2610049,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies religiosa Schlechtend. & Cham.,Abies,"",religiosa,,,"",Schlechtend. & Cham.,kew-2610057,TRUE,1.1,Accepted,Pinaceae,Abies,"",religiosa,"","",(Kunth) Schltdl. & Cham.,kew-2610057,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies sibirica,Abies,"",sibirica,,,"","",kew-2610076,TRUE,1.1,Accepted,Pinaceae,Abies,"",sibirica,"","",Ledeb.,kew-2610076,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abies spp.,Abies,"",spp.,,,"","","",FALSE,1.1,"","",Abies,"",spp.,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Abies sutchuenensis Rehd. & Wils.,Abies,"",sutchuenensis,,,"",Rehd. & Wils.,"",FALSE,1.1,"","",Abies,"",sutchuenensis,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Abies veitchii Lindl.,Abies,"",veitchii,,,"",Lindl.,kew-2610120,TRUE,1.1,Accepted,Pinaceae,Abies,"",veitchii,"","",Lindl.,kew-2610120,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Abutilon longicuspe Hochst. ex A.Rich,Abutilon,"",longicuspe,,,"",Hochst. ex A.Rich,kew-2610752,TRUE,1.1,Accepted,Malvaceae,Abutilon,"",longicuspe,"","",Hochst. ex A.Rich.,kew-2610752,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia armata R.Br.,Acacia,"",armata,,,"",R.Br.,ild-357,TRUE,1.1,Synonym,Leguminosae,Acacia,"",paradoxa,"","",DC.,ild-31551,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia confusa Merrill,Acacia,"",confusa,,,"",Merrill,ild-32525,TRUE,1.1,Accepted,Leguminosae,Acacia,"",confusa,"","",Merr.,ild-32525,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia cornigera Willd.,Acacia,"",cornigera,,,"",Willd.,ild-28283,TRUE,1.1,Accepted,Leguminosae,Acacia,"",cornigera,"","",(L.) Willd.,ild-28283,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia cultriformis A.Cunn.,Acacia,"",cultriformis,,,"",A.Cunn.,ild-385,TRUE,1.1,Accepted,Leguminosae,Acacia,"",cultriformis,"","",G.Don,ild-385,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia cyanophylla,Acacia,"",cyanophylla,,,"","",ild-386,TRUE,1.1,Synonym,Leguminosae,Acacia,"",saligna,"","",(Labill.) Wendl.,ild-591,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia cyclops,Acacia,"",cyclops,,,"","",ild-387,TRUE,1.1,Accepted,Leguminosae,Acacia,"",cyclops,"","",G.Don,ild-387,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia dealbata,Acacia,"",dealbata,,,"","",ild-389,TRUE,1.1,Accepted,Leguminosae,Acacia,"",dealbata,"","",Link,ild-389,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia karoo,Acacia,"",karoo,,,"","",ild-2219,TRUE,1.1,Synonym,Leguminosae,Acacia,"",karroo,"","",Hayne,ild-470,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia linearis Macbr.,Acacia,"",linearis,,,"",Macbr.,ild-31014,TRUE,1.1,Synonym,Leguminosae,Zapoteca,"",portoricensis,"","",(Jacq.) H.M.Hern.,ild-25632,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia longifolia,Acacia,"",longifolia,,,"","",ild-588,TRUE,1.1,Accepted,Leguminosae,Acacia,"",longifolia,"","",(Andrews) Willd.,ild-588,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia mearnsii,Acacia,"",mearnsii,,,"","",ild-502,TRUE,1.1,Accepted,Leguminosae,Acacia,"",mearnsii,"","",De Wild.,ild-502,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia melanoxylon,Acacia,"",melanoxylon,,,"","",ild-504,TRUE,1.1,Accepted,Leguminosae,Acacia,"",melanoxylon,"","",R.Br.,ild-504,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia nilotica Delile,Acacia,"",nilotica,,,"",Delile,ild-518,TRUE,1.1,Accepted,Leguminosae,Acacia,"",nilotica,"","",(L.) Delile,ild-518,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia pravissima F.J.Muell.,Acacia,"",pravissima,,,"",F.J.Muell.,ild-39335,TRUE,1.1,Accepted,Leguminosae,Acacia,"",pravissima,"","",F.Muell.,ild-39335,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia saligna,Acacia,"",saligna,,,"","",ild-591,TRUE,1.1,Accepted,Leguminosae,Acacia,"",saligna,"","",(Labill.) Wendl.,ild-591,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acacia woodii Davy,Acacia,"",woodii,,,"",Davy,ild-617,TRUE,1.1,Synonym,Leguminosae,Acacia,"",sieberiana,var.,woodii,(Burtt Davy) Keay & Brenan,ild-33349,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acaena novae-zelandiae T.Kirk,Acaena,"",novae-zelandiae,,,"",T.Kirk,rjp-36,TRUE,1.1,Accepted,Rosaceae,Acaena,"",novae-zelandiae,"","",Kirk,rjp-36,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acalypha claoxyloides Hutch.,Acalypha,"",claoxyloides,,,"",Hutch.,kew-357,TRUE,1.1,Accepted,Euphorbiaceae,Acalypha,"",claoxyloides,"","",Hutch.,kew-357,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acalypha wilkesiana Mull. Arg.,Acalypha,"",wilkesiana,,,"",Mull. Arg.,kew-1384,TRUE,1.1,Accepted,Euphorbiaceae,Acalypha,"",wilkesiana,"","",Müll.Arg.,kew-1384,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer,Acer,"",,,,"","","",FALSE,1.1,"","",Acer,"",,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Acer X zoeschense Pax,Acer,×,zoeschense,,,"",Pax,kew-2616656,TRUE,1.1,Unresolved,Sapindaceae,Acer,×,zoeschense,"","",Pax,kew-2616656,Unresolved,FALSE,FALSE,FALSE,2020-10-09,Species
Acer campestre,Acer,"",campestre,,,"","",kew-2615447,TRUE,1.1,Accepted,Sapindaceae,Acer,"",campestre,"","",L.,kew-2615447,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer carpinifolium Siebold & Zucc.,Acer,"",carpinifolium,,,"",Siebold & Zucc.,kew-2615502,TRUE,1.1,Accepted,Sapindaceae,Acer,"",carpinifolium,"","",Siebold & Zucc.,kew-2615502,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer cinerascens ?author,Acer,"",cinerascens,,,"",?author,kew-2615525,TRUE,1.1,Synonym,Sapindaceae,Acer,"",monspessulanum,subsp.,cinerascens,(Boiss.) Yalt.,kew-2615980,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer circinatum Pursh,Acer,"",circinatum,,,"",Pursh,kew-2615530,TRUE,1.1,Accepted,Sapindaceae,Acer,"",circinatum,"","",Pursh,kew-2615530,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer grosseri Pax var. hersii,Acer,"",grosseri,,var.,hersii,Pax,kew-2615694,TRUE,1.1,Unresolved,Sapindaceae,Acer,"",grosseri,var.,hersii,(Rehder) Rehder,kew-2615694,Unresolved,FALSE,FALSE,FALSE,2020-10-09,Species
Acer japonicum Thunb.,Acer,"",japonicum,,,"",Thunb.,kew-2615790,TRUE,1.1,Accepted,Sapindaceae,Acer,"",japonicum,"","",Thunb.,kew-2615790,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer macrophyllum Pursh,Acer,"",macrophyllum,,,"",Pursh,kew-2615900,TRUE,1.1,Accepted,Sapindaceae,Acer,"",macrophyllum,"","",Pursh,kew-2615900,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer miyabei Maxim.,Acer,"",miyabei,,,"",Maxim.,kew-2615945,TRUE,1.1,Accepted,Sapindaceae,Acer,"",miyabei,"","",Maxim.,kew-2615945,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer monspessulanum,Acer,"",monspessulanum,,,"","",kew-2615976,TRUE,1.1,Accepted,Sapindaceae,Acer,"",monspessulanum,"","",L.,kew-2615976,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer negundo,Acer,"",negundo,,,"","",kew-2616024,TRUE,1.1,Accepted,Sapindaceae,Acer,"",negundo,"","",L.,kew-2616024,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer obtusatum,Acer,"",obtusatum,,,"","",kew-2616098,TRUE,1.1,Synonym,Sapindaceae,Acer,"",opalus,subsp.,obtusatum,(Waldst. & Kit. ex Willd.) Gams,kew-2616128,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer opalus,Acer,"",opalus,,,"","",kew-2616113,TRUE,1.1,Accepted,Sapindaceae,Acer,"",opalus,"","",Mill.,kew-2616113,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer other species,Acer,"",other,,,species,"","",FALSE,1.1,"","",Acer,"",other,,species,"","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Acer palmatum Thunb.,Acer,"",palmatum,,,"",Thunb.,kew-2616153,TRUE,1.1,Accepted,Sapindaceae,Acer,"",palmatum,"","",Thunb.,kew-2616153,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer palmatum Thunb. var. dissectum,Acer,"",palmatum,,var.,dissectum,Thunb.,kew-2616158,TRUE,1.1,Synonym,Sapindaceae,Acer,"",palmatum,"","",Thunb.,kew-2616153,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer pensylvanicum L.,Acer,"",pensylvanicum,,,"",L.,kew-2616210,TRUE,1.1,Accepted,Sapindaceae,Acer,"",pensylvanicum,"","",L.,kew-2616210,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer platanoides,Acer,"",platanoides,,,"","",kew-2616254,TRUE,1.1,Accepted,Sapindaceae,Acer,"",platanoides,"","",L.,kew-2616254,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer pseudocampestre,Acer,"",pseudocampestre,,,"","","",FALSE,1.1,"","",Acer,"",pseudocampestre,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Acer pseudoplatanus,Acer,"",pseudoplatanus,,,"","",kew-2616276,TRUE,1.1,Accepted,Sapindaceae,Acer,"",pseudoplatanus,"","",L.,kew-2616276,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer rubrum L.,Acer,"",rubrum,,,"",L.,kew-2616329,TRUE,1.1,Accepted,Sapindaceae,Acer,"",rubrum,"","",L.,kew-2616329,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer saccharinum,Acer,"",saccharinum,,,"","",kew-2616367,TRUE,1.1,Accepted,Sapindaceae,Acer,"",saccharinum,"","",L.,kew-2616367,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer spicatum Lam.,Acer,"",spicatum,,,"",Lam.,kew-2616481,TRUE,1.1,Accepted,Sapindaceae,Acer,"",spicatum,"","",Lam.,kew-2616481,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acer spp.,Acer,"",spp.,,,"","","",FALSE,1.1,"","",Acer,"",spp.,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Acer tataricum,Acer,"",tataricum,,,"","",kew-2616524,TRUE,1.1,Accepted,Sapindaceae,Acer,"",tataricum,"","",L.,kew-2616524,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea ageratifolia,Achillea,"",ageratifolia,,,"","",gcc-85123,TRUE,1.1,Accepted,Compositae,Achillea,"",ageratifolia,"","",(Sibth. & Sm.) Benth. & Hook.f.,gcc-85123,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea clavennae,Achillea,"",clavennae,,,"","",gcc-105259,TRUE,1.1,Accepted,Compositae,Achillea,"",clavennae,"","",L.,gcc-105259,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea crithmifolia,Achillea,"",crithmifolia,,,"","",gcc-87582,TRUE,1.1,Accepted,Compositae,Achillea,"",crithmifolia,"","",Waldst. & Kit.,gcc-87582,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea decolorans Schrad.,Achillea,"",decolorans,,,"",Schrad.,gcc-15108,TRUE,1.1,Unresolved,Compositae,Achillea,"",decolorans,"","",Schrad.,gcc-15108,Unresolved,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea distans ssp. tanacetifolia,Achillea,"",distans,,ssp.,tanacetifolia,"",gcc-67766,TRUE,1.1,Accepted,Compositae,Achillea,"",distans,subsp.,tanacetifolia,(All.) Janch.,gcc-67766,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea filipendulina Lam. X clypeolata Sibth. & Sm.,Achillea,×,filipendulina,,,clypeolata,Sibth. & Sm.,gcc-139741,TRUE,1.1,Accepted,Compositae,Achillea,"",filipendulina,"","",Lam.,gcc-139741,Accepted,FALSE,FALSE,TRUE,2020-10-09,Species
Achillea gerberi Bieb.,Achillea,"",gerberi,,,"",Bieb.,gcc-49198,TRUE,1.1,Synonym,Compositae,Achillea,"",nobilis,"","",L.,gcc-48678,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea millefolium,Achillea,"",millefolium,,,"","",gcc-140712,TRUE,1.1,Accepted,Compositae,Achillea,"",millefolium,"","",L.,gcc-140712,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea millefolium var. rosea,Achillea,"",millefolium,,var.,rosea,"",gcc-69554,TRUE,1.1,Synonym,Compositae,Achillea,"",millefolium,"","",L.,gcc-140712,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea nobilis,Achillea,"",nobilis,,,"","",gcc-48678,TRUE,1.1,Accepted,Compositae,Achillea,"",nobilis,"","",L.,gcc-48678,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea nobilis ssp. neilreichii,Achillea,"",nobilis,,ssp.,neilreichii,"",gcc-62283,TRUE,1.1,Accepted,Compositae,Achillea,"",nobilis,subsp.,neilreichii,(A.Kern.) Velen.,gcc-62283,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea ptarmica,Achillea,"",ptarmica,,,"","",gcc-132682,TRUE,1.1,Accepted,Compositae,Achillea,"",ptarmica,"","",L.,gcc-132682,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achillea spp.,Achillea,"",spp.,,,"","","",FALSE,1.1,"","",Achillea,"",spp.,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Achillea umbellata,Achillea,"",umbellata,,,"","",gcc-117472,TRUE,1.1,Accepted,Compositae,Achillea,"",umbellata,"","",Sibth. & Sm.,gcc-117472,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Achras apora L.,Achras,"",apora,,,"",L.,"",FALSE,1.1,"","",Achras,"",apora,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Acinos arvensis,Acinos,"",arvensis,,,"","",kew-2009,TRUE,1.1,Synonym,Lamiaceae,Clinopodium,"",acinos,"","",(L.) Kuntze,kew-43426,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acokanthera abyssinica K.Schum.,Acokanthera,"",abyssinica,,,"",K.Schum.,kew-2157,TRUE,1.1,Synonym,Apocynaceae,Acokanthera,"",schimperi,"","",(A.DC.) Schweinf.,kew-2171,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aconitum anglicum,Aconitum,"",anglicum,,,"","",kew-2618368,TRUE,1.1,Synonym,Ranunculaceae,Aconitum,"",napellus,"","",L.,kew-2619110,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aconitum anthora,Aconitum,"",anthora,,,"","",kew-2618374,TRUE,1.1,Accepted,Ranunculaceae,Aconitum,"",anthora,"","",L.,kew-2618374,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aconitum columbianum Nutt.,Aconitum,"",columbianum,,,"",Nutt.,kew-2618552,TRUE,1.1,Accepted,Ranunculaceae,Aconitum,"",columbianum,"","",Nutt.,kew-2618552,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aconitum compactum,Aconitum,"",compactum,,,"","",kew-2618565,TRUE,1.1,Synonym,Ranunculaceae,Aconitum,"",napellus,subsp.,vulgare,(DC.) Rouy & Foucaud,kew-2619210,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aconitum napellus,Aconitum,"",napellus,,,"","",kew-2619110,TRUE,1.1,Accepted,Ranunculaceae,Aconitum,"",napellus,"","",L.,kew-2619110,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aconitum septentrionale,Aconitum,"",septentrionale,,,"","",kew-2619505,TRUE,1.1,Accepted,Ranunculaceae,Aconitum,"",septentrionale,"","",Koelle,kew-2619505,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aconitum variegatum,Aconitum,"",variegatum,,,"","",kew-2619691,TRUE,1.1,Accepted,Ranunculaceae,Aconitum,"",variegatum,"","",L.,kew-2619691,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aconitum vulparia,Aconitum,"",vulparia,,,"","",kew-2619756,TRUE,1.1,Accepted,Ranunculaceae,Aconitum,"",vulparia,"","",Rchb.,kew-2619756,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acorus calamus,Acorus,"",calamus,,,"","",kew-2304,TRUE,1.1,Accepted,Acoraceae,Acorus,"",calamus,"","",L.,kew-2304,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acrostichum aureum L.,Acrostichum,"",aureum,,,"",L.,tro-26600001,TRUE,1.1,Accepted,Pteridaceae,Acrostichum,"",aureum,"","",L.,tro-26600001,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Acrostichum daneifolium Langsd. & Fisch.,Acrostichum,"",daneifolium,,,"",Langsd. & Fisch.,tro-26602571,TRUE,1.1,Accepted,Pteridaceae,Acrostichum,"",danaeifolium,"","",Langsd. & Fisch.,tro-26602571,Accepted,TRUE,FALSE,FALSE,2020-10-09,Species
Actaea spicata,Actaea,"",spicata,,,"","",kew-2620577,TRUE,1.1,Accepted,Ranunculaceae,Actaea,"",spicata,"","",L.,kew-2620577,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Adelocaryum anchusoides Brand,Adelocaryum,"",anchusoides,,,"",Brand,kew-2621174,TRUE,1.1,Unresolved,Boraginaceae,Adelocaryum,"",anchusoides,"","",(Lindl.) Brand,kew-2621174,Unresolved,FALSE,FALSE,FALSE,2020-10-09,Species
Adiantum capillus-veneris,Adiantum,"",capillus-veneris,,,"","",tro-26602671,TRUE,1.1,Accepted,Pteridaceae,Adiantum,"",capillus-veneris,"","",L.,tro-26602671,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Adiantum tenerum Swartz. var. fergussoni,Adiantum,"",tenerum,,var.,fergussoni,Swartz.,tro-26602687,FALSE,1.1,Accepted,Pteridaceae,Adiantum,"",tenerum,"","",Sw.,tro-26602687,Accepted,FALSE,FALSE,TRUE,2020-10-09,Species
Adonis vernalis,Adonis,"",vernalis,,,"","",kew-2623208,TRUE,1.1,Accepted,Ranunculaceae,Adonis,"",vernalis,"","",L.,kew-2623208,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Adoxa moschatellina,Adoxa,"",moschatellina,,,"","",kew-2623230,TRUE,1.1,Accepted,Adoxaceae,Adoxa,"",moschatellina,"","",L.,kew-2623230,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aechmea bracteata Griseb.,Aechmea,"",bracteata,,,"",Griseb.,kew-217842,TRUE,1.1,Accepted,Bromeliaceae,Aechmea,"",bracteata,"","",(Sw.) Griseb.,kew-217842,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aechmea bromeliifolia Bak.,Aechmea,"",bromeliifolia,,,"",Bak.,kew-217848,TRUE,1.1,Accepted,Bromeliaceae,Aechmea,"",bromeliifolia,"","",(Rudge) Baker,kew-217848,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aechmea caudata Lindm. var. variegata,Aechmea,"",caudata,,var.,variegata,Lindm.,kew-217875,TRUE,1.1,Synonym,Bromeliaceae,Aechmea,"",caudata,"","",Lindm.,kew-217872,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aechmea fasciata Bak.,Aechmea,"",fasciata,,,"",Bak.,kew-217960,TRUE,1.1,Accepted,Bromeliaceae,Aechmea,"",fasciata,"","",(Lindl.) Baker,kew-217960,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Aechmea lueddemanniana Brongn. ex Mez.,Aechmea,"",lueddemanniana,,,"",Brongn. ex Mez.,kew-218074,TRUE,1.1,Accepted,Bromeliaceae,Aechmea,"",lueddemanniana,"","",(K.Koch) Mez,kew-218074,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
