Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,Tax_res
Dentaria bulbifera,Dentaria,"",bulbifera,,,"","",kew-2761268,TRUE,1.1,Synonym,Brassicaceae,Cardamine,"",bulbifera,"","",(L.) Crantz,kew-2699536,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Deschampsia cespitosa,Deschampsia,"",cespitosa,,,"","",kew-407579,TRUE,1.1,Accepted,Poaceae,Deschampsia,"",cespitosa,"","",(L.) P.Beauv.,kew-407579,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Deschampsia flexuosa,Deschampsia,"",flexuosa,,,"","",kew-407693,TRUE,1.1,Accepted,Poaceae,Deschampsia,"",flexuosa,"","",(L.) Trin.,kew-407693,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Descurainia sophia,Descurainia,"",sophia,,,"","",kew-2761851,TRUE,1.1,Accepted,Brassicaceae,Descurainia,"",sophia,"","",(L.) Webb ex Prantl,kew-2761851,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Deutzia scabra Thunb.,Deutzia,"",scabra,,,"",Thunb.,kew-2763337,TRUE,1.1,Accepted,Hydrangeaceae,Deutzia,"",scabra,"","",Thunb.,kew-2763337,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dianella caerulea Sims,Dianella,"",caerulea,,,"",Sims,kew-304079,TRUE,1.1,Accepted,Xanthorrhoeaceae,Dianella,"",caerulea,"","",Sims,kew-304079,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dianthus Spp.,Dianthus,"",spp.,,,"","","",FALSE,1.1,"","",Dianthus,"",spp.,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Dianthus armeria,Dianthus,"",armeria,,,"","",kew-2763820,TRUE,1.1,Accepted,Caryophyllaceae,Dianthus,"",armeria,"","",L.,kew-2763820,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dianthus barbatus,Dianthus,"",barbatus,,,"","",kew-2763865,TRUE,1.1,Accepted,Caryophyllaceae,Dianthus,"",barbatus,"","",L.,kew-2763865,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dianthus carthusianorum,Dianthus,"",carthusianorum,,,"","",kew-2763976,TRUE,1.1,Accepted,Caryophyllaceae,Dianthus,"",carthusianorum,"","",L.,kew-2763976,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dianthus caryophyllus,Dianthus,"",caryophyllus,,,"","",kew-2764005,TRUE,1.1,Accepted,Caryophyllaceae,Dianthus,"",caryophyllus,"","",L.,kew-2764005,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dianthus deltoides,Dianthus,"",deltoides,,,"","",kew-2764144,TRUE,1.1,Accepted,Caryophyllaceae,Dianthus,"",deltoides,"","",L.,kew-2764144,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dianthus other species,Dianthus,"",other,,,species,"","",FALSE,1.1,"","",Dianthus,"",other,,species,"","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Dicksonia antarctica Labill.,Dicksonia,"",antarctica,,,"",Labill.,tro-50183030,TRUE,1.1,Synonym,Dicksoniaceae,Balantium,"",antarcticum,"","",(Labill.) C. Presl,tro-50183033,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dicladenia bolivi,Dicladenia,"",bolivi,,,"","","",FALSE,1.1,"","",Dicladenia,"",bolivi,,"","","","",TRUE,FALSE,FALSE,2020-10-09,Genus
Dicranoweisia cirrata,Dicranoweisia,"",cirrata,,,"","",tro-35121672,TRUE,1.1,Accepted,Dicranaceae,Dicranoweisia,"",cirrata,"","",(Hedw.) Lindb.,tro-35121672,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dicranoweissia cirrata,Dicranoweissia,"",cirrata,,,"","",tro-35121672,TRUE,1.1,Accepted,Dicranaceae,Dicranoweisia,"",cirrata,"","",(Hedw.) Lindb.,tro-35121672,Accepted,TRUE,FALSE,FALSE,2020-10-09,Species
Dicranum scoparium,Dicranum,"",scoparium,,,"","",tro-35124149,TRUE,1.1,Accepted,Dicranaceae,Dicranum,"",scoparium,"","",Hedw.,tro-35124149,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Digitalis grandiflora,Digitalis,"",grandiflora,,,"","",kew-2768008,TRUE,1.1,Accepted,Plantaginaceae,Digitalis,"",grandiflora,"","",Mill.,kew-2768008,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Digitalis lutea,Digitalis,"",lutea,,,"","",kew-2768038,TRUE,1.1,Accepted,Plantaginaceae,Digitalis,"",lutea,"","",L.,kew-2768038,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Digitalis purpurea,Digitalis,"",purpurea,,,"","",kew-2768087,TRUE,1.1,Accepted,Plantaginaceae,Digitalis,"",purpurea,"","",L.,kew-2768087,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Digitaria adscendens,Digitaria,"",adscendens,,,"","",kew-408732,TRUE,1.1,Synonym,Poaceae,Digitaria,"",ciliaris,"","",(Retz.) Koeler,kew-408848,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Digitaria sanguinalis,Digitaria,"",sanguinalis,,,"","",kew-409361,TRUE,1.1,Accepted,Poaceae,Digitaria,"",sanguinalis,"","",(L.) Scop.,kew-409361,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dilleniidae other species,"","",other,,,species,"","",FALSE,1.1,"","",Dilleniidae,"",other,,species,"","","",TRUE,FALSE,FALSE,2020-10-09,
Dioon edule Lindl.,Dioon,"",edule,,,"",Lindl.,kew-2769002,TRUE,1.1,Accepted,Zamiaceae,Dioon,"",edule,"","",Lindl.,kew-2769002,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Diospyros kaki,Diospyros,"",kaki,,,"","",kew-2769959,TRUE,1.1,Accepted,Ebenaceae,Diospyros,"",kaki,"","",L.f.,kew-2769959,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Diospyros lotus,Diospyros,"",lotus,,,"","",kew-2770056,TRUE,1.1,Accepted,Ebenaceae,Diospyros,"",lotus,"","",L.,kew-2770056,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Diplazium proliferum Thouars.,Diplazium,"",proliferum,,,"",Thouars.,tro-50144207,TRUE,1.1,Accepted,Athyriaceae,Diplazium,"",proliferum,"","",(Lam.) Thouars,tro-50144207,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Diplotaxis erucoides,Diplotaxis,"",erucoides,,,"","",kew-2771262,TRUE,1.1,Accepted,Brassicaceae,Diplotaxis,"",erucoides,"","",(L.) DC.,kew-2771262,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Diplotaxis muralis,Diplotaxis,"",muralis,,,"","",kew-2771304,TRUE,1.1,Accepted,Brassicaceae,Diplotaxis,"",muralis,"","",(L.) DC.,kew-2771304,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Diplotaxis tenuifolia,Diplotaxis,"",tenuifolia,,,"","",kew-2771347,TRUE,1.1,Accepted,Brassicaceae,Diplotaxis,"",tenuifolia,"","",(L.) DC.,kew-2771347,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dipsacus fullonum,Dipsacus,"",fullonum,,,"","",kew-2771857,TRUE,1.1,Accepted,Caprifoliaceae,Dipsacus,"",fullonum,"","",L.,kew-2771857,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dipsacus fullonum ssp. fullonum,Dipsacus,"",fullonum,,ssp.,fullonum,"",kew-2771857,TRUE,1.1,Accepted,Caprifoliaceae,Dipsacus,"",fullonum,"","",L.,kew-2771857,Accepted,FALSE,FALSE,TRUE,2020-10-09,Species
Dipsacus pilosus,Dipsacus,"",pilosus,,,"","",kew-2771882,TRUE,1.1,Accepted,Caprifoliaceae,Dipsacus,"",pilosus,"","",L.,kew-2771882,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dissotis plumosa Hook,Dissotis,"",plumosa,,,"",Hook,tro-20304876,TRUE,1.1,Synonym,Melastomataceae,Heterotis,"",rotundifolia,"","",(Sm.) Jacq.-Fél.,tro-20303136,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dittrichia viscosa,Dittrichia,"",viscosa,,,"","",gcc-16305,TRUE,1.1,Accepted,Compositae,Dittrichia,"",viscosa,"","",(L.) Greuter,gcc-16305,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dizygotheca elegantissima R.Vig. & Guillaum.,Dizygotheca,"",elegantissima,,,"",R.Vig. & Guillaum.,kew-63476,TRUE,1.1,Synonym,Araliaceae,Schefflera,"",elegantissima,"","",(Veitch ex Mast.) Lowry & Frodin,kew-187197,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dodonaea viscosa Jacq.,Dodonaea,"",viscosa,,,"",Jacq.,kew-2774037,TRUE,1.1,Accepted,Sapindaceae,Dodonaea,"",viscosa,"","",(L.) Jacq.,kew-2774037,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dolichos biflorus L.,Dolichos,"",biflorus,,,"",L.,ild-3592,TRUE,1.1,Synonym,Leguminosae,Vigna,"",unguiculata,"","",(L.) Walp.,ild-3589,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dolichos lablab L.,Dolichos,"",lablab,,,"",L.,ild-2776,TRUE,1.1,Synonym,Leguminosae,Lablab,"",purpureus,"","",(L.) Sweet,ild-2773,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dolichos uniflorus Lam.,Dolichos,"",uniflorus,,,"",Lam.,ild-2841,TRUE,1.1,Synonym,Leguminosae,Macrotyloma,"",uniflorum,"","",(Lam.) Verdc.,ild-2840,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dorycnium gracile,Dorycnium,"",gracile,,,"","",ild-10048,TRUE,1.1,Synonym,Leguminosae,Dorycnium,"",pentaphyllum,subsp.,gracile,(Jord.) Rouy,ild-9187,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dorycnium pentaphyllum,Dorycnium,"",pentaphyllum,,,"","",ild-7219,TRUE,1.1,Accepted,Leguminosae,Dorycnium,"",pentaphyllum,"","",Scop.,ild-7219,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dorycnium pentaphyllum ssp. germanicum,Dorycnium,"",pentaphyllum,,ssp.,germanicum,"",ild-9186,TRUE,1.1,Accepted,Leguminosae,Dorycnium,"",pentaphyllum,subsp.,germanicum,(Gremli) Gams,ild-9186,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dovyalis caffra Warb.,Dovyalis,"",caffra,,,"",Warb.,tro-13200641,TRUE,1.1,Synonym,Salicaceae,Dovyalis,"",caffra,"","",(Hook.f. & Harv.) Sim,kew-4776111,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Draba incana,Draba,"",incana,,,"","",kew-2776772,TRUE,1.1,Accepted,Brassicaceae,Draba,"",incana,"","",L.,kew-2776772,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Draba muralis,Draba,"",muralis,,,"","",kew-2777016,TRUE,1.1,Accepted,Brassicaceae,Draba,"",muralis,"","",L.,kew-2777016,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Draba spp.,Draba,"",spp.,,,"","","",FALSE,1.1,"","",Draba,"",spp.,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Dracaena draco L.,Dracaena,"",draco,,,"",L.,kew-304633,TRUE,1.1,Accepted,Asparagaceae,Dracaena,"",draco,"","",(L.) L.,kew-304633,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dracaena sanderana Hort. Sander ex M.T.Mast.,Dracaena,"",sanderana,,,"",Hort. Sander ex M.T.Mast.,kew-304813,TRUE,1.1,Synonym,Asparagaceae,Dracaena,"",braunii,"","",Engl.,kew-304592,Accepted,TRUE,FALSE,FALSE,2020-10-09,Species
Drosera rotundifolia,Drosera,"",rotundifolia,,,"","",kew-64562,TRUE,1.1,Accepted,Droseraceae,Drosera,"",rotundifolia,"","",L.,kew-64562,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dryas octopetala,Dryas,"",octopetala,,,"","",rjp-26,TRUE,1.1,Accepted,Rosaceae,Dryas,"",octopetala,"","",L.,rjp-26,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dryopteris borreri,Dryopteris,"",borreri,,,"","",tro-26610295,TRUE,1.1,Synonym,Dryopteridaceae,Dryopteris,"",pseudomas,"","",(Woll.) Holub bis & Pouzar,tro-26610333,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dryopteris carthusiana,Dryopteris,"",carthusiana,,,"","",tro-26600144,TRUE,1.1,Accepted,Dryopteridaceae,Dryopteris,"",carthusiana,"","",(Vill.) H.P. Fuchs,tro-26600144,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dryopteris dilatata,Dryopteris,"",dilatata,,,"","",tro-26601334,TRUE,1.1,Accepted,Dryopteridaceae,Dryopteris,"",dilatata,"","",(Hoffm.) A. Gray,tro-26601334,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dryopteris filix-mas,Dryopteris,"",filix-mas,,,"","",tro-26602214,TRUE,1.1,Accepted,Dryopteridaceae,Dryopteris,"",filix-mas,"","",(L.) Schott,tro-26602214,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dryopteris flaccida O.Ktze.,Dryopteris,"",flaccida,,,"",O.Ktze.,tro-26618512,TRUE,1.1,Accepted,Dryopteridaceae,Dryopteris,"",flaccida,"","",(Blume) Kuntze,tro-26618512,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Duchesnea indica,Duchesnea,"",indica,,,"","",rjp-804,TRUE,1.1,Accepted,Rosaceae,Duchesnea,"",indica,"","",(Jacks.) Focke,rjp-804,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Dysoxylum spectabile Hook. f.,Dysoxylum,"",spectabile,,,"",Hook. f.,kew-2780180,TRUE,1.1,Accepted,Meliaceae,Dysoxylum,"",spectabile,"","",(G.Forst.) Hook.f.,kew-2780180,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Earina mucronata Lindl.,Earina,"",mucronata,,,"",Lindl.,kew-65628,TRUE,1.1,Accepted,Orchidaceae,Earina,"",mucronata,"","",Lindl.,kew-65628,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Echinocactus grandis Rose,Echinocactus,"",grandis,,,"",Rose,kew-2781847,TRUE,1.1,Synonym,Cactaceae,Echinocactus,"",platyacanthus,"","",Link & Otto,kew-2782169,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Echinocactus grusonii Hildm.,Echinocactus,"",grusonii,,,"",Hildm.,kew-2781852,TRUE,1.1,Accepted,Cactaceae,Echinocactus,"",grusonii,"","",Hildm.,kew-2781852,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Echinops ritro,Echinops,"",ritro,,,"","",gcc-116324,TRUE,1.1,Accepted,Compositae,Echinops,"",ritro,"","",L.,gcc-116324,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Echium candicans,Echium,"",candicans,,,"","",kew-2784037,TRUE,1.1,Accepted,Boraginaceae,Echium,"",candicans,"","",L.f.,kew-2784037,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Echium lycopsis,Echium,"",lycopsis,,,"","",kew-2784211,TRUE,1.1,Synonym,Boraginaceae,Echium,"",plantagineum,"","",L.,kew-2784282,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Echium other species,Echium,"",other,,,species,"",kew-2784032,FALSE,1.1,Synonym,Boraginaceae,Echium,"",lusitanicum,"","",L.,kew-2784206,Accepted,TRUE,FALSE,TRUE,2020-10-09,Species
Echium plantagineum,Echium,"",plantagineum,,,"","",kew-2784282,TRUE,1.1,Accepted,Boraginaceae,Echium,"",plantagineum,"","",L.,kew-2784282,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Echium vulgare,Echium,"",vulgare,,,"","",kew-2784423,TRUE,1.1,Accepted,Boraginaceae,Echium,"",vulgare,"","",L.,kew-2784423,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Ehretia cymosa Thonn.,Ehretia,"",cymosa,,,"",Thonn.,kew-2784701,TRUE,1.1,Accepted,Boraginaceae,Ehretia,"",cymosa,"","",Thonn.,kew-2784701,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elaeagnus angustifolia,Elaeagnus,"",angustifolia,,,"","",kew-2784980,TRUE,1.1,Accepted,Elaeagnaceae,Elaeagnus,"",angustifolia,"","",L.,kew-2784980,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elaeagnus angustifolia var. orientalis,Elaeagnus,"",angustifolia,,var.,orientalis,"",kew-2784984,TRUE,1.1,Synonym,Elaeagnaceae,Elaeagnus,"",angustifolia,"","",L.,kew-2784980,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elaeagnus japonicus,Elaeagnus,"",japonicus,,,"","","",FALSE,1.1,"","",Elaeagnus,"",japonicus,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Elaeis guineensis Jacq.,Elaeis,"",guineensis,,,"",Jacq.,kew-66337,TRUE,1.1,Accepted,Arecaceae,Elaeis,"",guineensis,"","",Jacq.,kew-66337,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elaeocarpus hookerianus Raoul,Elaeocarpus,"",hookerianus,,,"",Raoul,kew-2785623,TRUE,1.1,Accepted,Elaeocarpaceae,Elaeocarpus,"",hookerianus,"","",Raoul,kew-2785623,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elaphoglossum villorum J.Sm.,Elaphoglossum,"",villorum,,,"",J.Sm.,tro-26625581,TRUE,1.1,Synonym,Dryopteridaceae,Elaphoglossum,"",moritzianum,"","",(Klotzsch) T. Moore,tro-26614884,Accepted,TRUE,FALSE,FALSE,2020-10-09,Species
Elaphoglossum villosum J.Sm.,Elaphoglossum,"",villosum,,,"",J.Sm.,tro-26625581,TRUE,1.1,Synonym,Dryopteridaceae,Elaphoglossum,"",moritzianum,"","",(Klotzsch) T. Moore,tro-26614884,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Eleocharis multicaulis,Eleocharis,"",multicaulis,,,"","",kew-242680,TRUE,1.1,Accepted,Cyperaceae,Eleocharis,"",multicaulis,"","",(Sm.) Desv.,kew-242680,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Eleocharis palustris,Eleocharis,"",palustris,,,"","",kew-242738,TRUE,1.1,Accepted,Cyperaceae,Eleocharis,"",palustris,"","",(L.) Roem. & Schult.,kew-242738,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Eleocharis uniglumis,Eleocharis,"",uniglumis,,,"","",kew-242956,TRUE,1.1,Accepted,Cyperaceae,Eleocharis,"",uniglumis,"","",(Link) Schult.,kew-242956,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elettaria cardamomum Maton,Elettaria,"",cardamomum,,,"",Maton,kew-243056,TRUE,1.1,Accepted,Zingiberaceae,Elettaria,"",cardamomum,"","",(L.) Maton,kew-243056,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elodea canadensis,Elodea,"",canadensis,,,"","",kew-309448,TRUE,1.1,Accepted,Hydrocharitaceae,Elodea,"",canadensis,"","",Michx.,kew-309448,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elymus arenarius,Elymus,"",arenarius,,,"","",kew-410892,TRUE,1.1,Synonym,Poaceae,Leymus,"",arenarius,"","",(L.) Hochst.,kew-422570,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elymus canadensis,Elymus,"",canadensis,,,"","",kew-410973,TRUE,1.1,Accepted,Poaceae,Elymus,"",canadensis,"","",L.,kew-410973,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elymus elongatus,Elymus,"",elongatus,,,"","",kew-411120,TRUE,1.1,Accepted,Poaceae,Elymus,"",elongatus,"","",(Host) Runemark,kew-411120,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elymus hispidus,Elymus,"",hispidus,,,"","",kew-411219,TRUE,1.1,Accepted,Poaceae,Elymus,"",hispidus,"","",(Opiz) Melderis,kew-411219,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elymus hispidus ssp. barbulatus,Elymus,"",hispidus,,ssp.,barbulatus,"",kew-411220,TRUE,1.1,Accepted,Poaceae,Elymus,"",hispidus,subsp.,barbulatus,(Schur) Melderis,kew-411220,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elymus repens,Elymus,"",repens,,,"","",kew-411505,TRUE,1.1,Accepted,Poaceae,Elymus,"",repens,"","",(L.) Gould,kew-411505,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elymus trachycaulus,Elymus,"",trachycaulus,,,"","",kew-411630,TRUE,1.1,Accepted,Poaceae,Elymus,"",trachycaulus,"","",(Link) Gould ex Shinners,kew-411630,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elymus triticoides ?author,Elymus,"",triticoides,,,"",?author,kew-411659,TRUE,1.1,Synonym,Poaceae,Leymus,"",triticoides,"","",(Buckley) Pilg.,kew-422660,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elytrigia,Elytrigia,"",,,,"","","",FALSE,1.1,"","",Elytrigia,"",,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Elytrigia juncea,Elytrigia,"",juncea,,,"","",kew-411861,TRUE,1.1,Synonym,Poaceae,Elymus,"",farctus,"","",(Viv.) Runemark ex Melderis,kew-411142,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elytrigia repens,Elytrigia,"",repens,,,"","",kew-411910,TRUE,1.1,Synonym,Poaceae,Elymus,"",repens,"","",(L.) Gould,kew-411505,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Elytrigia spp.,Elytrigia,"",spp.,,,"","","",FALSE,1.1,"","",Elytrigia,"",spp.,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Empetrum nigrum,Empetrum,"",nigrum,,,"","",kew-2788473,TRUE,1.1,Accepted,Ericaceae,Empetrum,"",nigrum,"","",L.,kew-2788473,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Encelia farinosa A.Gray,Encelia,"",farinosa,,,"",A.Gray,gcc-137375,TRUE,1.1,Accepted,Compositae,Encelia,"",farinosa,"","",A.Gray ex Torr.,gcc-137375,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Encephalartos altensteinii Lehm.,Encephalartos,"",altensteinii,,,"",Lehm.,kew-2788579,TRUE,1.1,Accepted,Zamiaceae,Encephalartos,"",altensteinii,"","",Lehm.,kew-2788579,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Encephalartos caffer Lehm.,Encephalartos,"",caffer,,,"",Lehm.,kew-2788597,TRUE,1.1,Accepted,Zamiaceae,Encephalartos,"",caffer,"","",(Thunb.) Lehm.,kew-2788597,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Encephalartos hildebrandtii A.Braun & Bouche,Encephalartos,"",hildebrandtii,,,"",A.Braun & Bouche,kew-2788629,TRUE,1.1,Accepted,Zamiaceae,Encephalartos,"",hildebrandtii,"","",A.Braun & Bouché,kew-2788629,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Encephalartos horridus Lehm.,Encephalartos,"",horridus,,,"",Lehm.,kew-2788631,TRUE,1.1,Accepted,Zamiaceae,Encephalartos,"",horridus,"","",(Jacq.) Lehm.,kew-2788631,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Encephalartos laurentianus De Wild.,Encephalartos,"",laurentianus,,,"",De Wild.,kew-2788647,TRUE,1.1,Accepted,Zamiaceae,Encephalartos,"",laurentianus,"","",De Wild.,kew-2788647,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Encephalartos lehmannii Lehm.,Encephalartos,"",lehmannii,,,"",Lehm.,kew-2788649,TRUE,1.1,Accepted,Zamiaceae,Encephalartos,"",lehmannii,"","",Lehm.,kew-2788649,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Encephalartos villosus Lem.,Encephalartos,"",villosus,,,"",Lem.,kew-2788708,TRUE,1.1,Accepted,Zamiaceae,Encephalartos,"",villosus,"","",Lem.,kew-2788708,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Endomyces hylecoeti Neg.,"","",hylecoeti,,,"",Neg.,"",FALSE,1.1,"","",Endomyces,"",hylecoeti,,"","","","",TRUE,FALSE,FALSE,2020-10-09,
Endymion non-scriptus,Endymion,"",non-scriptus,,,"","",kew-305405,TRUE,1.1,Synonym,Asparagaceae,Hyacinthoides,"",non-scripta,"","",(L.) Chouard ex Rothm.,kew-278557,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Epilobium adenocaulon,Epilobium,"",adenocaulon,,,"","",kew-2790042,TRUE,1.1,Synonym,Onagraceae,Epilobium,"",ciliatum,"","",Raf.,kew-2790276,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Epilobium adnatum,Epilobium,"",adnatum,,,"","",kew-2790055,TRUE,1.1,Synonym,Onagraceae,Epilobium,"",tetragonum,"","",L.,kew-2791119,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Epilobium alsinifolium,Epilobium,"",alsinifolium,,,"","",kew-2790084,TRUE,1.1,Accepted,Onagraceae,Epilobium,"",alsinifolium,"","",Vill.,kew-2790084,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Epilobium fleischeri,Epilobium,"",fleischeri,,,"","",kew-2790414,TRUE,1.1,Accepted,Onagraceae,Epilobium,"",fleischeri,"","",Hochst.,kew-2790414,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Epilobium hirsutum,Epilobium,"",hirsutum,,,"","",kew-2790521,TRUE,1.1,Accepted,Onagraceae,Epilobium,"",hirsutum,"","",L.,kew-2790521,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Epilobium lanceolatum,Epilobium,"",lanceolatum,,,"","",kew-2790614,TRUE,1.1,Accepted,Onagraceae,Epilobium,"",lanceolatum,"","",Sebast. & Mauri,kew-2790614,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Epilobium montanum,Epilobium,"",montanum,,,"","",kew-2790730,TRUE,1.1,Accepted,Onagraceae,Epilobium,"",montanum,"","",L.,kew-2790730,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Epilobium other species,Epilobium,"",other,,,species,"",kew-2790996,FALSE,1.1,Unresolved,Onagraceae,Epilobium,×,rocheri,"","",H.Lév.,kew-2790996,Unresolved,TRUE,FALSE,TRUE,2020-10-09,Species
Epilobium palustre,Epilobium,"",palustre,,,"","",kew-2790841,TRUE,1.1,Accepted,Onagraceae,Epilobium,"",palustre,"","",L.,kew-2790841,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Epilobium parviflorum,Epilobium,"",parviflorum,,,"","",kew-2790874,TRUE,1.1,Accepted,Onagraceae,Epilobium,"",parviflorum,"","",Schreb.,kew-2790874,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Epilobium spicatum,Epilobium,"",spicatum,,,"","",kew-2791078,TRUE,1.1,Synonym,Onagraceae,Epilobium,"",angustifolium,"","",L.,kew-2790112,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
