Date,Category,Commendation,Camera,Lens,FocalLength,ShutterSpeed,Aperture,ISO
2018,Animal Portraits,Highly commended,Nikon D800,Sigma 15mm f2.8 lens,15mm,1/200sec,f11,ISO200
2018,Animal Portraits,Highly commended,Canon EOS-1D X Mark II,600mm f4 lens,600mm,1/400sec,f4,-
2018,Animal Portraits,Highly commended,Sony ILCE-7RM2,28mm f2.8 lens,28mm,1/800sec,f8,ISO1250
2018,Animal Portraits,Highly commended,Canon EOS-1D X,300mm f2.8 lens,300mm,1/1600sec,f5.6(+1.3e/v),-
2018,Behaviour: Amphibians and Reptiles,Winner,Sony a7R II,28mm f2 lens,28mm,1/60sec,f13,ISO1250
2018,Behaviour: Amphibians and Reptiles,Highly commended,Nikon D700,150mm f2.8 lens,150mm,1/320sec,f4.5,-
2018,Behaviour: Amphibians and Reptiles,Highly commended,Sony a7R II,28mm f2 lens,28mm,1/50sec,f9,ISO800
2018,Behaviour: Birds,Winner,Nikon D5,16–35mm f4 lens,35mm,1/200sec,f20,ISO160
2018,Behaviour: Birds,Highly commended,Canon EOS 7D Mark II,100–400mm f4.5–5.6 lens , 400mm,1/250sec,f5.6,-
2018,Behaviour: Birds,Highly commended,Canon EOS 5D Mark III,300mm f2.8 lens,300mm,1/1600sec,f9,-
2018,Behaviour: Birds,Highly commended,Nikon D5,500mm f4 lens,500mm,1/1600sec,f8(+0.3e/v),ISO1000
2018,Behaviour: Birds,Highly commended,Canon EOS 5D Mark III,17–40mm f4 lens , 24mm,1/1000sec,f10,ISO800
2018,Behaviour: Invertebrates,Winner,Canon EOS-1D X,600mm f4 lens,600mm,1/4000sec,f8,-
2018,Behaviour: Invertebrates,Highly commended,Canon EOS 5D Mark III,100mm f2.8 lens,100mm,1/250sec,f16,ISO1250
2018,Behaviour: Invertebrates,Highly commended,Nikon D810,60mm f2.8 lens,60mm,1/320sec,f10,ISO2000
2018,Behaviour: Invertebrates,Highly commended,Canon EOS 5DS,16–35mm f4 lens , 35mm,-,f5.6,ISO1600
2018,Behaviour: Invertebrates,Highly commended,Canon EOS 70D,100mm f2.8 lens,100mm,1/250sec,f14,ISO100
2018,Behaviour: Mammals,Winner,Nikon D610,70–300mm f4.5–5.6 lens ,185mm,1/750sec,f5,-
2018,Behaviour: Mammals,Highly commended,Nikon D3,28–80mm f3.3–5.6 lens , 38mm,1/40sec,f11,ISO1250
2018,Behaviour: Mammals,Highly commended,Nikon D5,400mm f2.8 lens,400mm,1/640sec,f5.6(-0.6e/v),ISO800
2018,Behaviour: Mammals,Highly commended,Canon EOS-1D Mark IV,500mm f4 lens,500mm,1/1000sec,f16,ISO640flashes
2018,Behaviour: Mammals,Highly commended,Canon EOS-1D X Mark II,400mm f2.8 lens,400mm,1/2000sec,f4,-
2018,Plants and Fungi,Winner,Canon EOS 7D,Sigma 10–20mm f4–5.6 lens , 10mm,1/100sec,f22,ISO400
2018,Plants and Fungi,Highly commended,Nikon D4S,24–120mm f4 lens , 78mm,1/640sec,f6.3,-
2018,Plants and Fungi,Highly commended,Nikon D810,Nikon 70–200mm f2.8 lens , 185mm,1/20sec,f10,ISO250
2018,Plants and Fungi,Highly commended,Nikon D800,105mm f2.8 lens,105mm,-,f16,ISO100
2018,Under Water,Winner,Nikon D4,60mm f2.8 lens,60mm,1/8sec,f16,ISO500
2018,Under Water,Highly commended,Canon EOS 5D Mark IV,14mm f2.8 lens,14mm,1/80sec,f2.8,ISO1600
2018,Under Water,Highly commended,Canon EOS 5D Mark IV,100mm f2.8 lens,100mm,1/200sec,f8,ISO200
2018,Under Water,Highly commended,Nikon D500,Tokina 10–17mm f3.5–4.5 lens , 11.5mm,1/250sec,f22,ISO1000
2018,Under Water,Highly commended,Nikon D90,Tokina 10–17mm f3.5–4.5 lens , 10mm,1/50sec,f14,ISO400
2018,Urban Wildlife,Winner,Nikon D700,28–70mm lens , 70mm,1/50sec,f4,ISO6400
2018,Urban Wildlife,Highly commended,Canon 5D III,16–35mm lens,35mm,1/800sec,f16,-
2018,Urban Wildlife,Highly commended,Sony RX1Rii,35mm f2 lens,35mm,1/125sec,f3.2,-
2018,Urban Wildlife,Highly commended,Canon EOS-1D X,100–400mm f4.5–5.6 lens , 110mm,1/25sec,f14,ISO100
2018,Urban Wildlife,Highly commended,Panasonic Lumix DMC-FZ200,108mm lens,108mm,1/400sec,f4,-
2018,Urban Wildlife,Highly commended,Nikon D4,24–70mm f2.8 lens,70mm,1/125sec,f4,ISO1600
2018,Earth’s Environments,Winner,Canon EOS 5D Mark III,70–200mm f2.8 lens , 110mm,1/500sec,f11,-
2018,Earth’s Environments,Highly commended,Canon EOS 5D Mark III,24–70mm lens , 32mm,-,f10,ISO1000
2018,Earth’s Environments,Highly commended,Canon EOS 5D Mark IV,100–400mm f4.5–5.6 lens , 286mm,-,f16,ISO50
2018,Earth’s Environments,Highly commended,Canon EOS 5D Mark IV,Sigma 12–24mm f4 lens , 17mm,1/5sec,f20,ISO200
2018,Earth’s Environments,Highly commended,Canon EOS 5D Mark IV,24–105mm f4 lens , 32mm,1/5000sec,f4,-
2018,Black and White,Winner,Canon EOS-1D X Mark II,500mm f4 lens,500mm,1/5000sec,f5.6,ISO4000
2018,Black and White,Highly commended,Nikon D200,12–24mm f4 lens , 12mm,1/200sec,f14,-
2018,Black and White,Highly commended,Canon EOS 6D,24–105mm f4 lens , 90mm,1/50sec,f22,ISO100
2018,Creative Visions,Winner,DJI Phantom 4 Pro Plus,8.8–24mm (35mm-form, equiv) f2.8–11 lens,1/120sec,f4.5,-
2018,Creative Visions,Highly commended,Canon EOS 5D Mark II,Olympus BX51 light microscope,-,1/6sec,-,-
2018,Creative Visions,Highly commended,Canon EOS 5D Mark IV,600mm f4 lens,600mm,1/1600sec,f9,ISO1250
2018,Creative Visions,Highly commended,Canon EOS 5DS,70–200mm f2.8 lens , 125mm,1/4sec,f14,ISO200
2018,Wildlife Photojournalism,Winner,Nikon D810,24–70mm f2.8 lens,70mm,1/250sec,f2.8,ISO100
2018,Wildlife Photojournalism,Highly commended,Sony a9,Canon 16–35mm f2.8 lens,35mm,-,f11,ISO500
2018,Wildlife Photojournalism,Highly commended,Nikon F4,50mm lens,50mm,1/125sec,f5.6,-
2018,Wildlife Photojournalism,Highly commended,Nikon D7200,Tokina 10–17mm lens,17mm,1/250sec,f11,ISO100
2018,Wildlife Photojournalism,Highly commended,Canon EOS 7D Mark II,17–55mm f2.8 lens,55mm,1/45sec,f2.8,-
2018,Wildlife Photojournalism,Highly commended,Canon EOS 5D Mark IV,24–70mm f2.8 lens,70mm,-,f5.6,-
2018,Wildlife Photojournalism,Highly commended,Canon EOS 5D Mark III,70–200mm f2.8 lens , 105mm,1/125sec,f7.1,ISO500
2018,Wildlife Photojournalism,Highly commended,Leica M240,Zeiss Distagon T* 35mm f2 lens,35mm,1/125sec,f5.6,-
2018,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark II,400mm f2.8 lens,400mm,1/8000sec,f2.8,ISO500
2018,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark III,400mm f2.8 lens,400mm,1/1600sec,f2.8,-
2018,Rising Star Portfolio Award,Winner,Canon EOS-1D X Mark II,400mm f2.8 lens,400mm,1/1600sec,f3.2,-
2018,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark IV,400mm f2.8 lens,400mm,1/2500sec,f4,-
2018,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark IV,400mm f2.8 lens,400mm,1/400sec,f8,ISO400
2018,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark III,500mm f4 lens,500mm,1/640sec,f4.5,-
2018,Wildlife Photojournalist Story Award,Winner,Nikon D3300,Sigma 10–20mm lens,20mm,1/200sec,f9,ISO200
2018,Wildlife Photojournalist Story Award,Winner,Nikon D3300,Sigma 10–20mm lens,20mm,1/200sec,f8,ISO200
2018,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,16–35mm f2.8 lens,35mm,1/125sec,f4,-
2018,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,16–35mm f2.8 lens,35mm,1/160sec,f5,-
2018,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,16–35mm,35mm,1/4000sec,f2.8lens,-
2018,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,16–35mm,35mm,f2.8lens1/5000sec,f2.8lens1/5000sec,-
2018,Wildlife Photojournalist Story Award,Highly commended,Leica M-P,21mm f3.4 lens,21mm,1/180sec,f16,-
2018,Wildlife Photojournalist Story Award,Highly commended,Leica M10,21mm f3.4 lens,21mm,1/45sec,f11,-
2018,Wildlife Photojournalist Story Award,Highly commended,Canon EOS 5D Mark IV,35mm f1.4 lens,35mm,1/125sec,f10,ISO12800
2018,Wildlife Photojournalist Story Award,Highly commended,Leica M-P,35mm f2 lens,35mm,1/125sec,f6.8,-
2018,Wildlife Photojournalist Story Award,Highly commended,Leica M-P,35mm f2 lens,35mm,1/125sec,f9.5,-
2018,Wildlife Photojournalist Story Award,Highly commended,Leica M10,21mm f3.4 lens,21mm,1/45sec,f5.6,ISO10000
2018,Wildlife Photographer Portfolio Award,Winner,Nikon D810,60mm f2.8 lens,60mm,1/5sec,f32,ISO500
2018,Wildlife Photographer Portfolio Award,Winner,Canon EOS 70D,65mm f2.8 lens,65mm,1/200sec,f7.1,ISO100
2018,Wildlife Photographer Portfolio Award,Winner,Canon EOS 5D Mark II,65mm f2.8 lens,65mm,1/160sec,f13,ISO800
2018,Wildlife Photographer Portfolio Award,Winner,Nikon D810,Tokina 10–17mm f3.5–4.5 lens , 16mm,1/15sec,f32,ISO800
2018,Wildlife Photographer Portfolio Award,Winner,Canon EOS 5D Mark II,65mm f2.8 lens,65mm,1/160sec,f14,ISO640
2018,Wildlife Photographer Portfolio Award,Winner,Canon EOS 5D Mark II,65mm f2.8 lens,65mm,1/100sec,f10,ISO640
2018,Special Award: LUMIX People’s Choice Award,Winner,Nikon D800E,400mm f/2.8 lens,400mm,-,-,-
2018,Special Award: LUMIX People’s Choice Award,Highly commended,Sony a7R II,Sony FE 100-400mm f4.5-5.6 GM OSS lens,400mm,1/200sec,f10,-
2018,Special Award: LUMIX People’s Choice Award,Highly commended,Nikon D810,Nikon 24-70mm f2.8 lens , 40mm,1/250sec,f11,-
2018,Special Award: LUMIX People’s Choice Award,Highly commended,Canon EOS 5D Mark III,70-200mm f2.8 IS II USM lens,200mm,1/500sec,f4.0,-
2018,Special Award: LUMIX People’s Choice Award,Highly commended,Canon EOS-1DX Mark II,200-400mm lens (35mm equivalent: 197.2-394.3 mm),400mm,1/1800sec,f4.0,-
2018,10 Years and Under,Winner,Nikon D500,500mm f4 lens,500mm,1/1600sec,f4(-0.7e/v),-
2018,10 Years and Under,Highly commended,Nikon D810,105mm f2.8 lens,105mm,1/2500sec,f2.8,-
2018,10 Years and Under,Highly commended,Nikon D500,300mm f4 lens,300mm,1/640sec,f5.6,-
2018,11-14 Years,Winner,Nikon D7100,200–400mm f4 lens , 400mm,1/320sec,f4,-
2018,11-14 Years,Highly commended,Canon EOS-1D X Mark II,100mm f2.8 lens,100mm,1/250sec,f13,ISO160
2018,11-14 Years,Highly commended,Lumix GH3,Canon 70–200mm f2.8 lens,200mm,1/1000sec,-,-
2018,11-14 Years,Highly commended,Nikon D700,105mm f2.8 lens,105mm,1/60sec,f20,-
2018,15-17 Years,Young Grand Title Winner 2018,Canon EOS-1D X,500mm f4 lens,500mm,1/80sec,f4,-
2018,15-17 Years,Highly commended,DJI Mavic Pro,4.73mm lens,73mm,1/25sec,f2.2,-
2018,15-17 Years,Highly commended,Canon EOS 7D Mark II,100–400mm f4.5–5.6 lens , 400mm,1/30sec,f13,ISO250
2018,15-17 Years,Highly commended,Canon EOS-1D X,500mm f4 lens,500mm,1/100sec,f4,ISO400
2017,Animals in their Environment,Finalist,Canon EOS-1D X,800mm f5.6 lens , 800mm,1/400sec,f25(-1.7e/v),-
2017,Animals in their Environment,Finalist,Canon EOS 5DS R,Laowa Venus 15mm lens,15mm,-,f16,ISO1250
2017,Animals in their Environment,Finalist,Nikon D4,70–300mm f4.5–5.6 lens , 155mm,1/8sec,f11,-
2017,Animals in their Environment,Finalist,Nikon D810,70–200mm f2.8 lens , 86mm,1/500sec,f8,-
2017,Animals in their Environment,Finalist,Canon EOS-1D X,100–400mm f4.5–5.6 lens , 176mm,1/320sec,f6.3,-
2017,Animal Portraits,Winner,Fujifilm X-T1,50–140mm lens , 140mm,1/75sec,f2.8(–1.3e/v),-
2017,Animal Portraits,Finalist,Nikon D200,200–400mm f4 lens and 1.4x extender,400mm,1/80sec,f10,-
2017,Animal Portraits,Finalist,Canon 6D,Sigma 24mm lens,24mm,-,f4andf16,ISO500
2017,Animal Portraits,Finalist,Nikon D800E,400mm f2.8 lens,400mm,1/500sec,f13(–0.3e/v),-
2017,Animal Portraits,Finalist,Canon 5D,24–105mm f4 lens,105mm,1/250sec,f8,-
2017,Animal Portraits,Finalist,Nikon D300S,600mm f4 lens,600mm,1/1250sec,f5,-
2017,Behaviour: Amphibians and Reptiles,Winner,Nikon D5,17–35mm f2.8 lens , 24mm,1/64thpowerandtungstengel,f8,ISO1600
2017,Behaviour: Amphibians and Reptiles,Finalist,Canon EOS-1D X,70–200mm f2.8 lens , 135mm,-,f16,-
2017,Behaviour: Amphibians and Reptiles,Finalist,Nikon D800,16–35mm f4 lens , 16mm,1/250sec,f6.3,ISO200
2017,Behaviour: Amphibians and Reptiles,Finalist,Canon EOS 70D,8–15mm f4 lens , 15mm,-,f11,ISO250
2017,Behaviour: Birds,Winner,Canon 7D Mark II,18–200mm f3.5 lens,200mm,1/1000sec,f9,-
2017,Behaviour: Birds,Finalist,Canon EOS 5D Mark III,300mm f2.8 lens,300mm,-,f4,-
2017,Behaviour: Birds,Finalist,Nikon D700,14–24mm f2.8 lens,24mm,1/400sec,f20,-
2017,Behaviour: Birds,Finalist,Canon EOS 5D Mark II,16–40mm f2.8 lens , 16mm,1/40sec,f8,ISO640
2017,Behaviour: Birds,Finalist,Nikon D4S,600mm f4 lens and 1.4x extender,600mm,1/640sec,f20(-1.7e/v),-
2017,Behaviour: Invertebrates,Winner,Nikon D810,15mm f2.8 lens,15mm,1/100sec,f14,ISO400
2017,Behaviour: Invertebrates,Finalist,Canon EOS 5D Mark II,100mm f2.8 lens,100mm,1/125sec,f13,ISO200
2017,Behaviour: Invertebrates,Finalist,Sony A77 Mark II,100mm lens and Raynox filter,100mm,1/250sec,f13,-
2017,Behaviour: Invertebrates,Finalist,Sony A77 Mark II,100mm lens and Raynox filter,100mm,1/250sec,f11,ISO100
2017,Behaviour: Invertebrates,Finalist,Nikon D90,Nikkor 50mm f1.8 lens and Tamron 10–24mm f3.5–4.5 lens , 11mm,doubleexposure:1/15sec,f13and60sec,ISO1250
2017,Behaviour: Invertebrates,Finalist,Canon EOS 7D Mark II,100mm f2.8 lens,100mm,1/250sec,f20,ISO100
2017,Behaviour: Mammals,Winner,Canon EOS 5D Mark III,15mm f2.8 lens,15mm,1/250sec,f6.3,-
2017,Behaviour: Mammals,Finalist,Nikon D4S,17–35mm f2.8 lens,35mm,1/640sec,f11,-
2017,Behaviour: Mammals,Finalist,Canon EOS-1D X,100–400mm f4.5–5.6 lens,400mm,1/1600sec,f7.1,-
2017,Behaviour: Mammals,Finalist,Canon EOS-1D Mark IV,100–400mm f4.5–5.6 lens,400mm,1/2000sec,f5.6,-
2017,Behaviour: Mammals,Finalist,Canon EOS-1D X,500mm f4 lens,500mm,1/1250sec,f6.3,-
2017,Behaviour: Mammals,Finalist,Nikon D5,16mm f2.8 lens,16mm,1/250sec,f4.5,-
2017,Plants and Fungi,Winner,Canon EOS 650D,70–200mm f4 lens , 100mm,1/100sec,f5.6(-1e/v),-
2017,Plants and Fungi,Finalist,Nikon D810,14–24mm f2.8 lens , 14mm,1/3sec,f20,-
2017,Plants and Fungi,Finalist,Canon EOS 5D Mark III,70–200mm f2.8 lens , 125mm,1/250sec,f16,-
2017,Plants and Fungi,Finalist,Sony Alpha ILCE-7R,Zeiss FE 16–35mm f4 lens,35mm,1/100,f8,-
2017,Plants and Fungi,Finalist,Canon EOS 5D Mark III,Tamron 150–600mm f5–6.3 lens , 250mm,1/800sec,f5.6,-
2017,Under Water,Winner,Nikon D810,60mm f2.8 lens,60mm,1/250sec,f22(-0.3e/v),ISO64
2017,Under Water,Finalist,Nikon D800,16mm f2.8 lens,16mm,1/125sec,f8(-1e/v),ISO400
2017,Under Water,Finalist,Nikon D300,Tokina 10–17mm f3.5–4.5 lens , 17mm,1/125sec,f8,ISO200
2017,Under Water,Finalist,Canon EOS 5D Mark III,100mm f2.8 lens,100mm,1/200sec,f25,ISO320
2017,Under Water,Finalist,Nikon D4,16mm f2.8 lens,16mm,1/250sec,f16,ISO100
2017,Under Water,Finalist,Sony A7R II,28mm f2 lens and Nauticam WWL-1 lens,28mm,1/60sec,f7.1,ISO2000
2017,Urban Wildlife,Finalist,Canon EOS 7D,24–105mm f4 lens,105mm,-,f4,ISO400
2017,Urban Wildlife,Finalist,Canon 5D Mark III,500mm f4 lens,500mm,1/160sec,f29,-
2017,Urban Wildlife,Finalist,Canon 6D,17–40mm f4 lens , 17mm,1/60sec,f10,ISO640
2017,Urban Wildlife,Finalist,Canon EOS 5D Mark III,24mm f3.5 tilt-shift lens,24mm,1/6sec,f13,ISO250
2017,Urban Wildlife,Finalist,Nikon D500,200–400mm f4 lens,400mm,1/2000sec,f4,-
2017,Earth’s Environments,Winner,Nikon D4S,13mm f2.8 lens,13mm,1/30to1/60sec,f6.3(147stitchedimages),ISO3200
2017,Earth’s Environments,Finalist,Canon EOS 5D Mark III,70–200mm f2.8 lens , 173mm,1/640sec,f11,-
2017,Earth’s Environments,Finalist,Canon EOS 5DS R,24–105mm f4 lens , 105mm,1/1600sec,f5,-
2017,Earth’s Environments,Finalist,Nikon D810,14–24mm f2.8 lens , 24mm,1/500sec,f8(-1e/v),-
2017,Earth’s Environments,Finalist,Nikon D7000,18–200mm f3.5–5.6 lens , 35mm,1/1600sec,f9,-
2017,Black and White,Winner,Canon EOS-1D X,200–400mm f4 lens , 200mm,1/640sec,f9(+0.7e/v),-
2017,Black and White,Finalist,Nikon D4,Sigma 15mm f2.8 lens,15mm,1/200sec,f7.1,-
2017,Black and White,Finalist,Nikon D800E,300mm f2.8 lens,300mm,1/1600sec,f2.8,ISO3200
2017,Black and White,Finalist,Nikon D3,300mm f2.8 lens,300mm,1/320sec,f2.8,-
2017,Black and White,Finalist,Nikon D4S,80–400mm f4.5–5.6 lens , 290mm,1/320sec,f8(+1e/v),-
2017,Wildlife Photojournalism,Winner,Nikon D700,80–200mm f2.8 lens , 120mm,1/500sec,f3.2,-
2017,Wildlife Photojournalism,Finalist,Canon EOS 5D Mark III,100mm f2.8 lens,100mm,1/200sec,f5.6,ISO160
2017,Wildlife Photojournalism,Finalist,Sony A7R II,16–35mm f4 lens,35mm,1/60sec,f16,ISO320
2017,Wildlife Photojournalism,Finalist,Canon 5D Mark II,24–105mm lens , 58mm,1/45sec,f5.6,-
2017,Wildlife Photojournalism,Finalist,Canon EOS-1D X,85mm f1.2 lens,85mm,1/640sec,f1.4,-
2017,Wildlife Photojournalism,Finalist,Leica S (Typ 007),30mm lens,30mm,1/250sec,f2.8,-
2017,Wildlife Photojournalism,Finalist,Canon EOS-1D X,200–400mm f4 lens,400mm,1/1000sec,f8,-
2017,Wildlife Photojournalist Story Award,Adult Grand Title Winner 2017,Canon EOS-1D X,28mm f2.8 lens,28mm,1/250sec,f9,-
2017,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,24mm lens,24mm,1/200sec,f3.2,-
2017,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D,35mm f1.4 lens,35mm,1/250sec,f8,-
2017,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,28mm f2 lens,28mm,1/125sec,f2.8,-
2017,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,35mm f1.4 lens,35mm,1/250sec,f2.8,-
2017,Wildlife Photojournalist Story Award,Winner,Fuji FinePix X100,35mm f2 lens,35mm,1/210sec,f4,-
2017,Wildlife Photojournalist Story Award,Finalist,Nikon D4S,300mm f4 lens,300mm,1/320sec,f4,-
2017,Wildlife Photojournalist Story Award,Finalist,Nikon D4S,16–35mm f4 lens,35mm,1/1000sec,f8,-
2017,Wildlife Photojournalist Story Award,Finalist,Nikon D4S,16–35mm f4 lens , 24mm,1/200sec,f9,-
2017,Wildlife Photojournalist Story Award,Finalist,Nikon D4S,300mm f4 lens,300mm,1/320sec,f4,-
2017,Wildlife Photojournalist Story Award,Finalist,Nikon D4S,16–35mm f4 lens,35mm,1/160sec,f8,-
2017,Wildlife Photojournalist Story Award,Finalist,Nikon D4S,16–35mm f4 lens,35mm,1/160sec,f6.3,-
2017,Wildlife Photographer Portfolio Award,Winner,Nikon D2X,10.5mm f2.8 lens,5mm,1/160sec,f18,ISO200
2017,Wildlife Photographer Portfolio Award,Winner,Nikon D3S,17–35mm f2.8 lens and gradu,ed filters,1/200sec,f10,-
2017,Wildlife Photographer Portfolio Award,Winner,Nikon D3S,17–35mm f2.8 lens and gradu,ed filters,1/250sec,f6.3,-
2017,Wildlife Photographer Portfolio Award,Winner,Nikon D3S,24–70mm f2.8 lens , 24mm,1/200sec,f14,-
2017,Wildlife Photographer Portfolio Award,Winner,Nikon D3,14–24mm f2.8 lens , 14mm,1/250sec,f7.1,-
2017,Wildlife Photographer Portfolio Award,Winner,Nikon D3S,20mm f2.8 lens,20mm,1/5sec,f20,-
2017,Special Award: People’s Choice,Winner,Nikon D300,Nikon 17–35mm f2.8 lens , 25mm,1/100sec,f3.2,-
2017,Special Award: People’s Choice,Finalist,Canon EOS 5D Mark III,16–35mm f4 lens,35mm,1/100sec,f6.3,-
2017,Special Award: People’s Choice,Finalist,Nikon D4,800mm f5.6 lens,800mm,1/2500sec,f5.6,-
2017,Special Award: People’s Choice,Finalist,Canon EOS 5DS R,600mm f4 lens,600mm,1/1250sec,f7.1(-0.67e/v),-
2017,Special Award: People’s Choice,Finalist,Nikon D800,24-70mm f2.8 lens,70mm,1/800sec,f11,-
2017,10 Years and Under,Winner,Nikon D90,18–70mm f3.5–4.5 lens , 18mm,1/320sec,f11(+0.7e/v),-
2017,10 Years and Under,Finalist,Canon EOS 500D,100mm f2.8 lens,100mm,1/125sec,f11,ISO800
2017,10 Years and Under,Finalist,Canon EOS 70D,100–400mm f4.5–5.6 lens,400mm,1/500sec,f5.6,-
2017,10 Years and Under,Finalist,Nikon D7100,Nikkor 70–200mm f2.8 lens , 200mm,1/40sec,f2.8,-
2017,10 Years and Under,Finalist,Nikon D810,Nikkor 300mm f2.8 lens,300mm,1/1000sec,f2.8,-
2017,10 Years and Under,Finalist,Nikon 1 AW1,1 Nikkor 11–27.5mm f3.5–5.6 lens,5mm,1/400sec,f5.6,-
2017,11-14 Years,Winner,Canon EOS 7D Mark II,500mm f4 lens,500mm,1/640sec,f5.6(+1.7e/v),-
2017,11-14 Years,Finalist,Canon EOS 5D,500mm f4 Mark II lens,500mm,1/1250sec,f8(+1e/v),-
2017,11-14 Years,Finalist,Nikon D7100,AF-S 200–500mm f5.6 lens , 500mm,1/200sec,f7.1(+0.3e/v),-
2017,11-14 Years,Finalist,Nikon D4S,800mm f5.6 VR lens,800mm,1/200sec,f5.6,-
2017,11-14 Years,Finalist,Canon EOS 5D Mark III,Canon 500mm f4 lens,500mm,1/250sec,f4,-
2017,15-17 Years,Young Grand Title Winner 2017,Canon 6D,Sigma 50–500mm f4.5–6.3 lens , 500mm,1/30sec,f6.3,-
2017,15-17 Years,Finalist,Canon EOS 5D Mark III,100mm f2.8 lens,100mm,1/25sec,f2.8,-
2017,15-17 Years,Finalist,Canon EOS 5D Mark III,400mm f2.8 lens and 2x extender,400mm,1/2500sec,f5.6(-0.3e/v),-
2017,15-17 Years,Finalist,Canon EOS 7D Mark II,100–400mm f4.5–5.6 lens , 400mm,1/8000sec,f6.3(-1e/v),-
2017,15-17 Years,Finalist,Canon EOS 7D,70–200mm f2.8 lens,200mm,1/250sec,f2.8(-0.5e/v),-
2016,Mammals,Winner,Nikon D810,800mm f5.6 lens,800mm,1/500sec,f5.6,-
2016,Mammals,Finalist,Nikon D7100,10-24mm lens , 24mm,1/2500sec,f5.6,-
2016,Mammals,Finalist,Canon EOS-1D X,24-70mm lens , 42mm,1/40sec,f5.6,-
2016,Mammals,Finalist,Canon EOS 5D Mark II,17-40mm f4 lens , 17mm,1/400sec,f14,-
2016,Mammals,Finalist,Canon EOS 5D Mark II,100-400mm f4.5-5.6 lens,400mm,1/400sec,f8(+1e/v),-
2016,Mammals,Finalist,Canon EOS 7D Mark II,70-200mm 2.8 lens , 145mm,1/640sec,f8,-
2016,Mammals,Finalist,Nikon D3S,200-400mm f4 lens , 240mm,1/400sec,f13,-
2016,Birds,Winner,Nikon D810,200mm f2 lens,200mm,1/500sec,f5,-
2016,Birds,Finalist,Canon EOS 5D Mark III,17-40mm f4 lens , 24mm,1/640sec,f5.6,-
2016,Birds,Finalist,Nikon D4,50mm f1.4 lens,50mm,1/640sec,f13(-1e/v),-
2016,Birds,Finalist,Nikon D200,18-70mm f3.5-f4.5 lens , 25mm and infrared filter,1/125sec,f5.6,-
2016,Birds,Finalist,Canon 7D,100-400mm f4.5-5.6 lens , 400mm,1/1250sec,f6.3,-
2016,Birds,Finalist,Nikon D4,20mm f2.8 lens,20mm,1/250sec,f10,ISO800
2016,Birds,Finalist,Nikon D3S,600mm f4 lens,600mm,1/5000,f4,-
2016,Birds,Finalist,Nikon D3S,500mm f4 lens and 1.4x extender,500mm,1/1250sec,f5.6,ISO800
2016,Reptiles, Amphibians and Fish,Winner,Nikon D90,Tokina 10-17mm f3.5-4.5 lens , 10mm,1/60sec,f11,-
2016,Reptiles, Amphibians and Fish,Finalist,Canon EOS 5D Mark III,Sigma 15mm f2.8 lens,15mm,1/80sec,f9,-
2016,Reptiles, Amphibians and Fish,Finalist,Canon EOS 5D Mark III,17-40mm f4 lens , 17mm,1/125sec,f11,ISO320
2016,Reptiles, Amphibians and Fish,Finalist,Canon EOS 5D,14mm f2.8 lens,14mm,1/20sec,f16,ISO200
2016,Reptiles, Amphibians and Fish,Finalist,Canon EOS 5D,14mm f2.8 lens,14mm,1/13sec,f18,ISO100
2016,Reptiles, Amphibians and Fish,Finalist,Canon EOS 5D,20mm f2.8 lens,20mm,1/320sec,f11,-
2016,Reptiles, Amphibians and Fish,Finalist,Canon EOS 5D Mark III,17-40mm f4 lens,40mm,1/500sec,f5,-
2016,Invertebrates,Winner,Nikon D800,Sigma 14mm f2.8 lens,14mm,-,f18,ISO50
2016,Invertebrates,Finalist,Nikon D3S,17-35mm f2.8 lens , 20mm,-,f6.3,ISO3200
2016,Invertebrates,Finalist,Canon EOS 5D Mark III,15mm f2.8 lens,15mm,1/200sec,f18,ISO320
2016,Invertebrates,Finalist,Nikon D90,Sigma 17-70mm f2.8-4.5 lens , 17mm,-,f14and30sec,ISO800
2016,Invertebrates,Finalist,Canon EOS 6D,100mm f2.8 lens,100mm,-,f8,ISO100
2016,Invertebrates,Finalist,Olympus E-PL1,60mm lens,60mm,1/100sec,f14,ISO100
2016,Plants,Winner,Nikon D4,200mm f4 lens,200mm,1/80sec,f10,ISO200
2016,Plants,Finalist,Nikon D800,70-200mm f2.8 lens , 200mm and B+W polarising filter,1/125sec,f7.1,-
2016,Plants,Finalist,Nikon D800,105mm f2.8 lens,105mm,1/100sec,f4.2,-
2016,Plants,Finalist,Nikon D800,85mm f2.8 lens,85mm,-,f19,-
