Date,Category,Commendation,Camera,Lens,FocalLength,ShutterSpeed,Aperture,ISO
2016,Urban Wildlife,Winner,Nikon D7000,18-105mm f3.5-5.6 lens , 21mm,1/20sec,f7.1,-
2016,Urban Wildlife,Finalist,Canon EOS 5D Mark II,300mm f4 lens,300mm,1/125sec,f4,-
2016,Urban Wildlife,Finalist,Canon EOS 7D,100-400mm f4.5-5.6 lens , 160mm,1/250sec,f9,ISO200
2016,Urban Wildlife,Finalist,Nikon D800,17-35mm f2.8 lens , 17mm,1/6sec,f4.5,ISO800
2016,Urban Wildlife,Finalist,Canon EOS 6D,70-200mm f4 lens and 1.4x extender , 208mm,-,f7.1,-
2016,Urban Wildlife,Finalist,Canon EOS-1D X,17-40mm f4 lens , 40mm,1/2500,f7.1,ISO1600
2016,Land,Winner,Nikon D3S,200-400mm f4 lens , 350mm,1/400sec,f8,-
2016,Land,Finalist,Canon EOS 5D Mark III,300mm f2.8 lens,300mm,1/1250sec,f2.8,-
2016,Land,Finalist,Nikon D300,80-200mm f2.8 lens , 200mm,1/640sec,f5.6(-1.3e/v),-
2016,Land,Finalist,Nikon D3X,70-200mm f2.8 lens , 100mm and polarising filter,-,f16,-
2016,Land,Finalist,Nikon D300,70-200mm f2.8 lens , 70mm,1/350sec,f4,-
2016,Land,Finalist,Canon EOS 5D Mark III,Zeiss 21mm f2.8 lens and Lee landscape polariser,21mm,-,f11,ISO100
2016,Under Water,Winner,Canon EOS 5D Mark III,15mm f2.8 lens,15mm,1/200sec,f9,ISO640
2016,Under Water,Finalist,Nikon D300,Tokina 10-17mm f3.5-4.5 lens , 10mm,1/160sec,f14,ISO200
2016,Under Water,Finalist,Canon EOS-1D X,11-24mm f4 lens , 11mm and 1.2 Lee filter,1/100sec,f5.6,-
2016,Under Water,Finalist,Nikon D7000,Tokina 10-17mm f3.5-4.5 lens , 10mm,1/200sec,f9,ISO200
2016,Under Water,Finalist,Canon EOS 5D Mark II,Sigma 15mm f2.8 lens,15mm,1/200sec,f7.1,ISO400
2016,Under Water,Finalist,Canon EOS 5D Mark III,Sigma 15mm f2.8 lens,15mm,1/60sec,f14,ISO400
2016,Details,Winner,Canon EOS 5DS R,24-70mm f4 lens , 70mm,1/2000,f5.6(+0.3e/v),-
2016,Details,Finalist,Canon EOS 7D,100mm f2.8 lens,100mm,1/50sec,f8,-
2016,Details,Finalist,Nikon D200,Sigma 300-800mm f5.6 lens , 800mm,1/160sec,f8,-
2016,Details,Finalist,Canon EOS-1D X,100-400mm f4.5-5.6 lens , 400mm,1/1000sec,f7.1,-
2016,Details,Finalist,Canon EOS-1Ds Mark III,Zeiss 35mm f2 lens,35mm,1/250sec,f7.1,-
2016,Impressions,Winner,Nikon D7000,Tokina 10-17mm f3.5-4.5 lens , 10mm,1/8sec,f13,ISO100
2016,Impressions,Finalist,Nikon D90,Sigma 17-70mm f2.8-4.5 lens , 32mm,1/6sec,f16,ISO640
2016,Impressions,Finalist,Canon EOS 5D Mark III,100-400mm f4.5-5.6 lens , 140mm,1/2500sec,f6.3,-
2016,Impressions,Finalist,Nikon D810,Helios 44 58mm f2 lens,58mm,1/250sec,f2.8,-
2016,Impressions,Finalist,Nikon D800,500mm f4.5 lens,500mm,1/1600sec,f4.5,-
2016,Black and White,Winner,Nikon D4,300mm f2.8 lens and 2x extender,300mm,1/160sec,f5.6,-
2016,Black and White,Finalist,Nikon D600,Meyer Primoplan 58mm f1.9 lens,58mm,1/250sec,f1.9,-
2016,Black and White,Finalist,Canon EOS 5D Mark II,500mm f4 lens,500mm,1/500sec,f4,-
2016,Black and White,Finalist,Nikon D200,70-200mm f2.8 lens , 140mm,1/1000sec,f2.8,-
2016,Black and White,Finalist,Canon EOS 5DS R,500mm f4 lens,500mm,1/1600sec,f4,-
2016,Black and White,Finalist,Nikon D300,Tokina 10-17mm f3.5-4.5 lens,17mm,1/250sec,f8,ISO200
2016,Wildlife Photojournalism,Winner,Canon EOS 5D Mark III,16-35mm f2.8 lens , 21mm,1/800sec,f8,-
2016,Wildlife Photojournalism,Finalist,Nikon F4,85mm lens,85mm,1/125sec,f5.6,-
2016,Wildlife Photojournalism,Finalist,Nikon D700,Sigma 300-800mm f5.6 lens , 600mm,1/800sec,f8,-
2016,Wildlife Photojournalism,Finalist,Nikon D750,24-70mm f2.8 lens , 24mm,1/200sec,f14:ISO640,f14:ISO640
2016,Wildlife Photojournalism,Finalist,Canon EOS 5D Mark III,11-24mm f4 lens , 11mm and 1.2 Lee filter,1/200sec,f6.3,-
2016,Wildlife Photojournalism,Finalist,Canon EOS 5D Mark III,24mm f1.4 lens,24mm,1/160sec,f2.2,-
2016,Wildlife Photojournalism,Finalist,Canon EOS-1D X,200-400mm f4 lens,400mm,1/8000sec,f5.6,-
2016,Wildlife Photojournalism,Finalist,Canon EOS Rebel T2i,Sigma 10-20mm f4-5.6 lens , 10mm,1/60sec,f16,-
2016,Wildlife Photojournalist Story Award,Joint Winner,Canon EOS-1D Mark IV,800mm f5.6 lens and 1.4x extender , 1120mm,1/2500sec,f8,-
2016,Wildlife Photojournalist Story Award,Adult Grand Title Winner 2016,GoPro HERO4 Black,1/30 sec , f2.8,-,-,-
2016,Wildlife Photojournalist Story Award,Joint Winner,Canon EOS-1D X,24-105mm f4 lens , 24mm,1/120sec,f22,-
2016,Wildlife Photojournalist Story Award,Joint Winner,Canon EOS-1D C,200-400mm f4 lens,400mm,1/30sec,f5.6,-
2016,Wildlife Photojournalist Story Award,Joint Winner,DJI Phantom 3 Pro drone and DJI FC300X camera,1/640 sec , f2.8,-,-,-
2016,Wildlife Photojournalist Story Award,Joint Winner,Canon EOS-1D X,24-105mm f4 lens , 50mm,1/1000sec,f9,-
2016,Wildlife Photojournalist Story Award,Joint Winner,Canon EOS-1D X,24-105mm f4 lens , 24mm,1/60sec,f8,-
2016,Wildlife Photojournalist Story Award,Joint Winner,Canon EOS 5D Mark III,24-105mm f4 lens,105mm,1/750sec,f4.5,-
2016,Wildlife Photojournalist Story Award,Joint Winner,Sony DSC-RX 100M3,24-70mm f1.8-2.8 lens,70mm,1/640sec,f5.6,-
2016,Wildlife Photojournalist Story Award,Joint Winner,Canon EOS 5D Mark III,16-35mm f2.8 lens , 16mm,1/8000sec,f4,-
2016,Wildlife Photojournalist Story Award,Joint Winner,Canon EOS 5D Mark III,24-105mm f4 lens,105mm,1/1000,f4,-
2016,Wildlife Photojournalist Story Award,Joint Winner,Leica M Typ 240,Summicron-M 35mm f2 lens,35mm,1/750sec,f16,-
2016,Special Award: People’s Choice,Winner,Canon EOS 7D,100–400mm lens , 160mm,1/15sec,f7.1,-
2016,Special Award: People’s Choice,Finalist,Canon 7D Mark II,Canon 500mm f4 lens , f4.5,1/1000sec,-,-
2016,Special Award: People’s Choice,Finalist,Nikon D4s,Nikkor 800mm f5.6 lens and 1.25x extender,800mm,1/1000sec,f13(+2/3e/v),-
2016,Special Award: People’s Choice,Finalist,Canon EOS 5D Mark III,70–200mm f2.8 lens,200mm,1/1250sec,f2.8,-
2016,Special Award: People’s Choice,Finalist,Canon EOS 5D Mark III,200–400mm f4 lens and 1.4x extender,400mm,1/640sec,f8,-
2016,Special Award: People’s Choice,Finalist,Nikon D810,Sigma 35mm f1.4 lens,35mm,1/80sec,f11,-
2016,Special Award: People’s Choice,Finalist,Nikon D300s,Nikkor 80–400mm f4–5.6 lens , 400mm,1/8000sec,f11,-
2016,10 Years and Under,Winner,Nikon 7100,200-400mm f4 lens and 1.4x extender , 500mm,1/200sec,f5.6,-
2016,10 Years and Under,Finalist,Nikon Coolpix L840,1/60 sec , f5.4,-,-,-
2016,10 Years and Under,Finalist,Canon EOS 500D,55-250mm f5.6 lens,250mm,1/250sec,f5.6,-
2016,10 Years and Under,Finalist,Canon EOS 5D Mark ll,70-200mm f2.8 lens and 2x extender , 360mm,1/500sec,f5.6,-
2016,10 Years and Under,Finalist,Nikon 7100,150-500mm f5-6.3 Sigma lens , 500mm,1/250sec,f6.3,-
2016,11-14 Years,Winner,Canon EOS 7D,100-400mm f4.5-5.6 lens , 120mm,1/5000sec,f7.1(-1e/v),-
2016,11-14 Years,Finalist,Canon EOS 1200D,75-300mm f5.6 lens,300mm,1/640sec,f5.6,-
2016,11-14 Years,Finalist,Nikon 1 V3,70-300mm f4.5-5.6 lens , 215.5mm,1/400sec,f16(+0.3e/v),-
2016,11-14 Years,Finalist,Canon EOS 7D,100-400mm f4.5-5.6 lens , 210mm,1/640sec,f6.3,-
2016,15-17 Years,Young Grand Title Winner 2016,Canon EOS 7D Mark I,400mm f5.6 lens,400mm,1/250sec,f6.3,-
2016,15-17 Years,Finalist,Canon EOS 60D,300mm f4 lens,300mm,1/1000sec,f7.1,-
2016,15-17 Years,Finalist,Nikon D4,70-200mm f2.8 lens , 200mm,1/1000sec,f5.6,-
2016,15-17 Years,Finalist,Canon EOS 5D Mark III,500mm f4 lens,500mm,1/8000sec,f4,-
2016,15-17 Years,Finalist,Canon Powershot G9,1/30 sec , f4.8,-,-,-
2015,Mammals,Adult Grand Title Winner 2015,Canon EOS-1D X,200-400mm f4 lens,400mm,1/1000sec,f8,-
2015,Mammals,Finalist,Nikon D4,70-200mm f2.8 lens,200mm,1/8000sec,f5.6,-
2015,Mammals,Finalist,Canon EOS-1D X,100-400mm f4.5-5.6 lens,400mm,1/320sec,f8,-
2015,Mammals,Finalist,Canon EOS-1D X,16-35mm f2.8 lens , 30mm,1/160sec,f5.6,-
2015,Mammals,Finalist,Canon EOS 7D,70-200mm f2.8 lens,200mm,1/200sec,f2.8,-
2015,Mammals,Finalist,Canon EOS 6D,300mm f2.8 lens,300mm,1/500sec,f3.5(-2.3e/v),-
2015,Mammals,Finalist,Nikon D4,600mm f4 lens,600mm,1/3200sec,f8,-
2015,Birds,Winner,Canon EOS-1D X,500mm f4 lens,500mm,1/1600sec,f8(+0.33e/v),-
2015,Birds,Finalist,Nikon D300,70-200mm f2.8 lens , 125mm,-,f11,-
2015,Birds,Finalist,Nikon D300,70-200mm f4 lens , 200mm,1/2500sec,f5(+0.7e/v),-
2015,Birds,Finalist,Panasonic Lumix DMC-GX7,7-14mm f4 lens , 7mm,1/500sec,f5.6,-
2015,Birds,Finalist,Canon EOS 5D Mark III,70−200mm f4 lens , 163mm,1/800sec,f5.6,-
2015,Amphibians and Reptiles,Winner,Canon G15,28-140mm f1.8-2.8 lens , 28mm,1/500sec,f6.3,-
2015,Amphibians and Reptiles,Finalist,Canon EOS−1D X,100−400mm f4.5−5.6 lens , 100mm,1/2000sec,f7.1,-
2015,Amphibians and Reptiles,Finalist,Canon 5D Mark III,Sigma 15mm f2.8 lens,15mm,-,f22,ISO1250
2015,Amphibians and Reptiles,Finalist,Nikon D3,17-35mm f2.8 lens , 17mm,1/13sec,f22,ISO320
2015,Amphibians and Reptiles,Finalist,Canon EOS 5D Mark II,15mm f2.8 lens,15mm,-,f22,ISO100
2015,Invertebrates,Winner,Canon EOS 7D,100mm f2.8 lens,100mm,1/10sec,f11,-
2015,Invertebrates,Finalist,Nikon D7100,Tamron f2.8 90mm , 00mm,1/250sec,f9(+2e/v),-
2015,Invertebrates,Finalist,Canon EOS 70D,Sigma 180mm f3.5 lens,180mm,-,f16,ISO100
2015,Invertebrates,Finalist,Nikon D7100,200-400mm f4 lens,400mm,1/1250sec,f5.6,-
2015,Plants,Winner,Nikon D810,70-200mm f2.8 lens , 170mm,1/320sec,f8,-
2015,Plants,Finalist,Canon EOS 5D Mark II,24-105mm f4 lens , 32mm,1/60sec,f14,-
2015,Plants,Finalist,Canon EOS 20D,Tamron 28-75mm f2.8 lens , 57mm,1/40sec,f5,-
2015,Plants,Finalist,Canon EOS-1D X,100mm f2.8 lens,100mm,1/800sec,f2.8(+1e/v),-
2015,Under Water,Winner,Nikon D3S,14-24mm f2.8 lens , 14mm,1/250sec,f9(-1e/v),ISO800
2015,Under Water,Finalist,Canon EOS 5D Mark II,8-15mm f4 lens , 15mm,1/100sec,f10,ISO320
2015,Under Water,Finalist,Nikon D800,60mm f2.8 lens,60mm,1/320sec,f18,ISO200
2015,Under Water,Finalist,Canon EOS 5D Mark III,16-35mm f2.8 lens , 16mm,1/125sec,f7.1,-
2015,Under Water,Finalist,Nikon D3S,16mm lens,16mm,1/250sec,f18,ISO320
2015,Land,Winner,Hasselblad H3DII-50,50mm lens,50mm,1/500sec,f3.4,-
2015,Land,Finalist,Canon EOS 5D Mark II,400mm f5.6 lens,400mm,1/125sec,f16,-
2015,Land,Finalist,Sony Alpha a7R,Nikon 14-24mm f2.8 lens,24mm,1/125sec,f16,-
2015,Land,Finalist,Canon EOS 7D,12-24mm f4 lens,24mm,-,f13,-
2015,Land,Finalist,Canon EOS 5D 17-40mm f4 lens at 25mm,10 sec , f22,-,-,-
2015,From the Sky,Winner,Canon EOS 5D Mark III,70-200mm f4 lens , 70mm,1/1000sec,f5.6,-
2015,From the Sky,Finalist,Canon EOS 7D Mark II,70-200mm f2.8 lens,200mm,1/8000sec,f4,-
2015,From the Sky,Finalist,Nikon D810,70-200mm f4 lens,200mm,1/2000sec,f9,-
2015,From the Sky,Finalist,Fujifilm X-T1,55-200mm f3.5-4.8 lens , 200mm,1/750sec,f4.8(-1e/v),-
2015,From the Sky,Finalist,Nikon D800E,Zeiss Otus 55mm f1.4 lens,55mm,1/1250sec,f3.2,-
2015,Urban Wildlife,Winner,Nikon D810,18-35mm lens , 32mm,-,f8,ISO1250
2015,Urban Wildlife,Finalist,Canon EOS 5D Mark II,16-35mm f2.8 lens , 16mm,-,f7.1,ISO1250
2015,Urban Wildlife,Finalist,Canon EOS-1D X,70-200mm f2.8 lens,200mm,-,f2.8,ISO1600
2015,Urban Wildlife,Finalist,Canon EOS 5D Mark II,70-200 mm f4 lens , 200mm,1/50sec,f4,-
2015,Urban Wildlife,Finalist,Nikon D800,300mm f2.8 lens,300mm,1/15sec,f22,ISO320
2015,Details,Winner,Canon 6D,24-105mm f00 lens , 35mm,1/8sec,f8,-
2015,Details,Finalist,Nikon D800,28-105mm f3.5-4.5 lens , 70mm,-,f25,-
2015,Details,Finalist,Canon EOS 5D Mark II,24-105mm f4 lens , 45mm,-,f16,ISO400
2015,Details,Finalist,Canon EOS 5D Mark III,100mm f2.8 lens,100mm,1/90sec,f19,-
2015,Details,Finalist,Phase One 645DF,IQ180 Digital Back,-,-,f8,-
2015,Impressions,Winner,Canon 7D,70-200mm f2.8 lens , 150mm,1/250sec,f14,ISO400
2015,Impressions,Finalist,Canon EOS 5D Mark III,24-105mm f4 lens , 80mm,1/20sec,f22(-0.3e/v),-
2015,Impressions,Finalist,Nikon D800,Sigma 20mm f1.8 lens,20mm,1/125sec,f22,ISO1600
2015,Impressions,Finalist,Canon EOS 6D,100mm f2.8 lens,100mm,1/60sec,f7.1,-
2015,Impressions,Finalist,Canon EOS 5D Mark III,100mm f2.8 lens,100mm,1/5sec,f16,-
2015,Black and White,Winner,Canon 5D Mark III,500mm f4 lens , 500mm,1/50sec,f8,-
2015,Black and White,Finalist,Canon 5D Mark III,24-105mm f4 lens , 60mm,1/4000sec,f4,-
2015,Black and White,Finalist,Nikon D800,Sigma 300-800mm lens , 800mm,1/15sec,f20,-
2015,Black and White,Finalist,Nikon F4,600mm f4 lens,600mm,-,-,-
2015,Black and White,Finalist,Nikon D800,70-200mm f2.8 lens , 200mm,1/640sec,f8,-
2015,Wildlife Photojournalism,Winner,Nikon F4,24 mm lens,24 mm,1/125sec,f5.6,-
2015,Wildlife Photojournalism,Finalist,Nikon D700,16mm lens,16mm,1/1600sec,f18,-
2015,Wildlife Photojournalism,Finalist,Canon 5D Mark III,16-35mm f2.8 lens , 16mm,1/80sec,f4.5,-
2015,Wildlife Photojournalism,Finalist,Canon EOS 5D Mark III,24-70mm f2.8 lens , 53mm,1/250sec,f2.8,-
2015,Wildlife Photojournalism,Finalist,Canon EOS 5D Mark III,50 mm f1.8 lens,50 mm,1/125sec,f1.8,-
2015,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,24–70mm f2.8 lens,70mm,1/250sec,f16,-
2015,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,24–70mm f2.8 lens,70mm,1/640sec,f8,-
2015,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,24–70mm f2.8 lens,70mm,1/160sec,f6.3,-
2015,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,24–70mm f2.8 lens,70mm,1/80sec,f1.8,-
2015,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,24–70mm f2.8 lens,70mm,1/100sec,f9,-
2015,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,24–70mm f2.8 lens,70mm,1/125sec,f14,-
2015,Rising Star Portfolio Award,Winner,Canon Rebel XTI,Tokina 12-24mm f4 lens , 15mm,1/200sec,f9,ISO400
2015,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 II lens , 16mm,1/1000sec,f7.1,-
2015,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 lens , 16mm,-,f4,ISO3200
2015,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 II lens , 22mm,1/60sec,f13,ISO1600
2015,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark II,70-200mm f2.8 IS lens , 200mm,-,f16,-
2015,Rising Star Portfolio Award,Winner,Canon EOS-1D Mark IV,16-35mm f2.8 lens , 16mm,1/60sec,f8,-
2015,Wildlife Photographer Portfolio Award,Winner,Canon EOS-1D X,Samyang 14mm f2.8 lens,14mm,-,f22and,ISO640
2015,Wildlife Photographer Portfolio Award,Winner,Canon EOS-1D X,Tamron 70-200mm f2.8 lens , 70mm,1/250sec,f3.5,ISO2000
2015,Wildlife Photographer Portfolio Award,Winner,Canon EOS 5D Mark III,16-35 mm f2.8 lens,35 mm,1/200sec,f6.3,ISO2000,-
2015,Wildlife Photographer Portfolio Award,Winner,Canon EOS 5D Mark III,8-15mm f4 lens , 15mm,1/160sec,f10,ISO2500
2015,Wildlife Photographer Portfolio Award,Winner,Canon EOS 5D Mark III,8-15mm f4 lens,15mm,1/160sec,f10,ISO1000
2015,Wildlife Photographer Portfolio Award,Winner,Canon EOS 5D Mark III,8-15mm f4 lens , 15mm,1/2500sec,f8,-
2015,Special Award: TIMElapse,Winner,GoPro 4,f2.8 lens,-,-,PremiereProtooutput.NikonD800+16-35mmf8lens,ISO400
2015,Special Award: TIMElapse,Finalist,Canon EOS 5D Mark II,Nikon D800,-,-,-,-
2015,Special Award: People’s Choice,Winner,Nikon D4,300mm lens,300mm,1/1250sec,f5.6,-
2015,Special Award: People’s Choice,Finalist,Canon EOS 70D,Sigma 120–300mm f2.8 lens,300mm,1/1600sec,f4.0,-
2015,Special Award: People’s Choice,Finalist,Nikon D3X,70–200mm lens.,200mm,-,-,-
2015,Special Award: People’s Choice,Finalist,Canon EOS 7D,70–200mm f2.8 lens,200mm,1/250sec,f14(+1.7e/v),-
2015,Special Award: People’s Choice,Finalist,Nikon D7100,300mm f4 lens,300mm,1/1600sec,f5.6,-
2015,10 Years and Under,Winner,Nikon D7100,200-400mm f4lens,400mm,1/1250sec,f5.6,-
2015,10 Years and Under,Finalist,Nikon D7100,300mm f4 lens,300mm,1/320sec,f6.3(+1e/v),-
2015,10 Years and Under,Finalist,Nikon D7100,300mm f4 lens,300mm,1/640sec,f7.1,-
2015,10 Years and Under,Finalist,Nikon D7100,200-400mm f4 lens , 400mm,1/2500sec,f5,-
2015,10 Years and Under,Finalist,Canon EOS 7D,100-400mm f4.5-5.6 lens , 380mm,1/800sec,f5.6,-
2015,11-14 Years,Young Grand Title Winner 2015,Nikon D800,300/2,8VR2,-,1/500sec,-,-
2015,11-14 Years,Finalist,Nikon D3,300mm f2.8 lens,300mm,1/640sec,f5.6,ISO800
2015,11-14 Years,Finalist,Canon EOS 7D,100-400mm f4.5-5.6 lens , 190mm,1/2000sec,f8,-
2015,11-14 Years,Finalist,Canon EOS 7D,100mm f2.8 lens , 100mm,1/30sec,f5.6(+0.6e/v),-
2015,11-14 Years,Finalist,Canon EOS 5D Mark III,500mm f4 lens,500mm,1/640sec,f4.5,-
2015,15-17 Years,Winner,Nikon D5100,55−300mm f4.5−5.6 lens , 300mm,1/1000sec,f6.3,-
2015,15-17 Years,Finalist,Nikon D4,200-400mm f4 lens,400mm,1/4000sec,f7.1,-
2015,15-17 Years,Finalist,Canon EOS 5D Mark III,17-40mm f4 lens,40mm,-,f4,ISO1600
2015,15-17 Years,Finalist,Canon EOS 7D,300mm f2.8 lens,300mm,1/4000sec,f2.8(-1.7e/v),ISO100
2015,15-17 Years,Finalist,Nikon D800,150mm f2.8 lens,150mm,1/60sec,f4(-1.7e/v),ISO800
2014,Behaviour: Amphibians and Reptiles,Winner,Nikon D5000,85mm lens,85mm,1/400sec,f6.3,-
2014,Behaviour: Amphibians and Reptiles,Finalist,Canon EOS-1Ds Mark III,100mm f2.8 lens,100mm,1/45sec,f11,-
2014,Behaviour: Amphibians and Reptiles,Finalist,Nikon D3s,16mm f2.8 lens,16mm,-,f4,ISO3200
2014,Behaviour: Amphibians and Reptiles,Finalist,Canon EOS 60D,8–15mm f4 lens,15mm,1/125sec,f10,ISO800
2014,Behaviour: Amphibians and Reptiles,Finalist,Nikon D300,Sigma 150mm f2.8 lens,150mm,1/500sec,f6.3,-
2014,Behaviour: Amphibians and Reptiles,Finalist,Nikon D800,24–70mm f2.8 lens , 70mm,1/320sec,f3.5,-
2014,Behaviour: Invertebrates,Winner,Nikon D800,16–35mm f4 lens , 16mm,-,f5.6,ISO3200
2014,Behaviour: Invertebrates,Finalist,Nikon D3,24–85mm f2.8–4 lens , 85mm,-,f4.5,-
2014,Behaviour: Invertebrates,Finalist,Nikon D300s,10.5mm f2.8 lens,5mm,1/15sec,f13,ISO250
2014,Behaviour: Invertebrates,Finalist,Nikon D7000,28–300mm f3.5–5.6 lens , 300mm,1/80sec,f11,-
2014,Behaviour: Invertebrates,Finalist,Nikon D4,105mm f2.8 lens,105mm,1/250sec,f40,ISO200
2014,Behaviour: Invertebrates,Finalist,Canon EOS 600D,Sigma 15mm f2.8 lens,15mm,-,f20,ISO200
2014,Plants and Fungi,Winner,Canon EOS 5D Mark II,15mm lens,15mm,1/160sec,f14,-
2014,Plants and Fungi,Finalist,Canon EOS 30D,10–22mm f3.5–4.5 lens , 10mm,-,f16(+0.3e/v),-
2014,Plants and Fungi,Finalist,Canon EOS 5D Mark III,Sigma 70–200mm f2.8 lens , 70mm,1/640sec,f8,-
2014,Plants and Fungi,Finalist,Nikon D4,28–300mm f3.5–5.6 lens , 200mm,1/200sec,f14(+0.6e/v),-
2014,Plants and Fungi,Finalist,Nikon D3s,Tamron 90mm f2.8 lens,90mm,1/640sec,f4.5,-
2014,Earth’s Environments,Winner,Nikon D300,Sigma 70–200mm f2.8 lens,200mm,1/541sec,f2.8,ISO200
2014,Earth’s Environments,Finalist,Canon EOS-1D X,24mm f1.4 lens,24mm,-,f2.8,ISO1600
2014,Earth’s Environments,Finalist,Nikon D700,Zeiss Distagon 21mm f2.8 lens,21mm,-,f16,-
2014,Earth’s Environments,Finalist,Hasselblad H3DII-50,80mm lens,80mm,1/800sec,f4.8,-
2014,Earth’s Environments,Finalist,Nikon D4,80–400mm f4.5–5.6 lens , 400mm,1/500sec,f9.5,-
2014,Earth’s Environments,Finalist,Phase One P65+ & 150mm lens,ISO 200.,-,-,-,-
2014,Earth’s Environments,Finalist,Nikon D700,35–120mm lens,120mm,-,-,-
2014,Mammals,Winner,Canon EOS-1D Mark IV,105mm lens,105mm,-,f14,-
2014,Mammals,Finalist,Canon EOS 5D Mark III,24mm f8 lens,24mm,1/180sec,f8,-
2014,Mammals,Finalist,Nikon D7100,Sigma 10–20mm f3.5 lens , 10mm,-,f9(-0.7e/v),ISO800
2014,Mammals,Finalist,Nikon D3s,80–400mm f4.5–5.6 lens , 175mm,1/1000sec,f5.6,-
2014,Mammals,Finalist,Nikon D4,500mm lens,500mm,1/1600sec,f9,-
2014,Mammals,Finalist,Nikon D800E,400mm f2.8 lens,400mm,1/500sec,f4,-
2014,Mammals,Finalist,Nikon D800,70–200mm f2.8 lens , 180mm,1/125sec,f13(-0.6e/v),-
2014,Birds,Winner,Nikon D800,Sigma 15mm f2.8 lens,15mm,-,f10,then31sec,ISO2000
2014,Birds,Finalist,Nikon D4,16–35mm f4 lens , 17mm,1/640sec,f6.3,ISO3200
2014,Birds,Finalist,Canon EOS 5D Mark III,400mm f5.6 lens,400mm,1/5sec,f16,-
2014,Birds,Finalist,Nikon D7000,17–35mm f2.8 lens , 17mm,1/30sec,f6.3,ISO800
2014,Birds,Finalist,Nikon D3s,80–400mm f4.5–5.6 lens , 400mm,-,f16,ISO200
2014,Birds,Finalist,Canon EOS-1D Mark IV,300mm f2.8 lens,300mm,1/250sec,f16,ISO400
2014,Under Water,Winner,Canon EOS 5D Mark II,17–40mm lens,40mm,1/100sec,f11,-
2014,Under Water,Finalist,Canon EOS 5D,17–40mm f4 lens,40mm,1/80sec,f13,ISO200
2014,Under Water,Finalist,Nikon D800,105mm f2.8 lens,105mm,1/320sec,f16,ISO200
2014,Under Water,Finalist,Nikon D800E,Sigma 15mm f2.8 lens,15mm,1/160sec,f18,ISO100
2014,Under Water,Finalist,Nikon D90,10–17mm f3.5–4.5 lens , 17mm,1/50sec,f14,ISO100
2014,Under Water,Finalist,Nikon D300,Tokina 10–17mm f3.5–4.5 lens , 10mm,1/320sec,f16,ISO160
2014,Under Water,Finalist,Nikon D4,17–35mm lens , 24mm,1/500sec,f11,-
2014,Black and White,Adult Grand Title Winner 2014,Canon EOS 5D Mark III,24–70mm f2.8 lens , 32mm,1/250sec,f8,-
2014,Black and White,Finalist,Canon EOS 7D,100mm f2.8 lens,100mm,1/250sec,f7.1,-
2014,Black and White,Finalist,Canon EOS 5D,50mm f1.4 lens,50mm,1/1600sec,f1.4,-
2014,Black and White,Finalist,Canon EOS 5D Mark II,300mm f4 lens,300mm,1/640sec,f4,-
2014,Black and White,Finalist,Canon EOS-1D X,400mm f2.8 lens,400mm,1/250sec,f22,-
2014,Black and White,Finalist,Nikon D4,14–24mm f2.8 lens , 15mm,1/90sec,f8,-
2014,Natural Design,Winner,Canon EOS 5D Mark II,16–35mm f2.8 lens,35mm,1/8sec,f9,ISO320
2014,Natural Design,Finalist,Canon EOS 5D Mark III,100–400mm f4.5–5.6 lens,400mm,1/6sec,f22(+1e/v),-
2014,Natural Design,Finalist,Nikon D800,50mm f1.8 lens,50mm,1/60sec,f10,ISO400
2014,Natural Design,Finalist,Nikon D600,70–300mm f4.5–5.6 lens , 180mm,1/3sec,f32,ISO100
2014,Natural Design,Finalist,Canon EOS 550D,Zeiss Axioskop 40 Pol microscope,-,1/15sec,-,-
2014,Natural Design,Finalist,Canon EOS 7D,100mm f2.8 lens,100mm,-,f8,ISO100
2014,Natural Design,Finalist,Canon EOS 5D Mark II,Olympus BX51 microscope , x40,-,-,-
2014,Special Award: TIMElapse,Winner,Canon EOS 5D Mark II,range of lenses (14 to 100mm),100mm,-,-,-
2014,Special Award: TIMElapse,Finalist,Nikon D7000,28mm f2 lens,28mm,-,-,-
2014,Special Award: TIMElapse,Finalist,Canon EOS-1D Mark III,16–35mm f2.8, 24–70mm f2.8, 70–200mm f2.8 lenses,35mm,-,-,-
2014,World in Our Hands Award,Winner,Canon EOS 5D Mark II,17–40mm f4 lens , 38mm,1/160sec,f4,-
2014,World in Our Hands Award,Finalist,Canon EOS Rebel T3i,10–22mm lens , 21mm,-,f6.7,ISO1600
2014,World in Our Hands Award,Finalist,Nikon D300,Sigma 15mm lens,15mm,1/125sec,f8,-
